"","X","Pontos","Nome","Semente","Destino","Enterrada","Distancia","D2","D3","D4","Mudanca","Data","N","Sessenta"
"1244",1275,"AFV13","Centro de Visitantes","C4","S","N","25","0","0",0,"N","2017/05/18",1275,62
"1245",1285,"AFV13","Centro de Visitantes","C4","S","N","25","0","0",0,"N","2017/05/25",1285,62
"1246",1205,"AFV13","Centro de Visitantes","C4","S","N","25","0","0",0,"N","2017/06/01",1205,62
"1247",1255,"AFV13","Centro de Visitantes","C4","S","N","25","0","0",0,"N","2017/06/15",1255,62
"1248",1295,"AFV13","Centro de Visitantes","C4","S","N","25","0","0",0,"N","2017/06/29",1295,62
"1249",1245,"AFV13","Centro de Visitantes","C4","S","N","25","0","0",0,"N","2017/07/13",1245,62
"1250",1265,"AFV13","Centro de Visitantes","C4","S","N","25","0","0",0,"N","2017/08/15",1265,62
"1251",1216,"AFV13","Centro de Visitantes","C5","N","N","0","0","0",0,"N","2017/05/05",1216,62
"1252",1226,"AFV13","Centro de Visitantes","C5","D","N","29","0","0",0,"S","2017/05/07",1226,62
"1253",1236,"AFV13","Centro de Visitantes","C5","D","N","29","0","0",0,"N","2017/05/11",1236,62
"1254",1276,"AFV13","Centro de Visitantes","C5","RP","N","0","0","0",0,"S","2017/05/18",1276,62
"1255",1286,"AFV13","Centro de Visitantes","C5","RP","N","0","0","0",0,"N","2017/05/25",1286,62
"1256",1206,"AFV13","Centro de Visitantes","C5","RP","N","18","0","0",0,"N","2017/06/01",1206,62
"1257",1256,"AFV13","Centro de Visitantes","C5","RP","N","0","0","0",0,"N","2017/06/15",1256,62
"1258",1296,"AFV13","Centro de Visitantes","C5","RP","N","0","0","0",0,"N","2017/06/29",1296,62
"1259",1246,"AFV13","Centro de Visitantes","C5","RP","N","0","0","0",0,"S","2017/07/13",1246,62
"1260",1266,"AFV13","Centro de Visitantes","C5","RP","N","0","0","0",0,"N","2017/08/15",1266,62
"1261",1217,"AFV13","Centro de Visitantes","C6","N","N","0","0","0",0,"N","2017/05/05",1217,62
"1262",1227,"AFV13","Centro de Visitantes","C6","S","N","27","0","0",0,"S","2017/05/07",1227,62
"1263",1237,"AFV13","Centro de Visitantes","C6","S","N","27","0","0",0,"N","2017/05/11",1237,62
"1264",1277,"AFV13","Centro de Visitantes","C6","S","N","27","0","0",0,"N","2017/05/18",1277,62
"1265",1287,"AFV13","Centro de Visitantes","C6","S","N","27","0","0",0,"N","2017/05/25",1287,62
"1266",1207,"AFV13","Centro de Visitantes","C6","S","N","27","0","0",0,"N","2017/06/01",1207,62
"1267",1257,"AFV13","Centro de Visitantes","C6","S","N","27","0","0",0,"N","2017/06/15",1257,62
"1268",1297,"AFV13","Centro de Visitantes","C6","S","N","27","0","0",0,"N","2017/06/29",1297,62
"1269",1247,"AFV13","Centro de Visitantes","C6","S","N","27","0","0",0,"N","2017/07/13",1247,62
"1270",1267,"AFV13","Centro de Visitantes","C6","S","N","27","0","0",0,"N","2017/08/15",1267,62
"1271",1218,"AFV13","Centro de Visitantes","C7","N","N","0","0","0",0,"N","2017/05/05",1218,62
"1272",1228,"AFV13","Centro de Visitantes","C7","N","N","0","0","0",0,"N","2017/05/07",1228,62
"1273",1238,"AFV13","Centro de Visitantes","C7","N","N","0","0","0",0,"N","2017/05/11",1238,62
"1274",1278,"AFV13","Centro de Visitantes","C7","D","S","22","0","0",0,"S","2017/05/18",1278,62
"1275",1288,"AFV13","Centro de Visitantes","C7","D","S","22","0","0",0,"N","2017/05/25",1288,62
"1276",1208,"AFV13","Centro de Visitantes","C7","D","S","22","0","0",0,"N","2017/06/01",1208,62
"1277",1258,"AFV13","Centro de Visitantes","C7","RP","N","0","0","0",0,"S","2017/06/15",1258,62
"1278",1298,"AFV13","Centro de Visitantes","C7","RP","N","0","0","0",0,"N","2017/06/29",1298,62
"1279",1248,"AFV13","Centro de Visitantes","C7","RP","N","0","0","0",0,"N","2017/07/13",1248,62
"1280",1268,"AFV13","Centro de Visitantes","C7","RP","N","0","0","0",0,"N","2017/08/15",1268,62
"1281",1219,"AFV13","Centro de Visitantes","C8","N","N","0","0","0",0,"N","2017/05/05",1219,62
"1282",1229,"AFV13","Centro de Visitantes","C8","D","S","8","0","0",0,"S","2017/05/07",1229,62
"1283",1239,"AFV13","Centro de Visitantes","C8","D","N","8","0","0",0,"N","2017/05/11",1239,62
"1284",1279,"AFV13","Centro de Visitantes","C8","D","N","8","0","0",0,"N","2017/05/18",1279,62
"1285",1289,"AFV13","Centro de Visitantes","C8","RP","N","8","0","0",0,"S","2017/05/25",1289,62
"1286",1209,"AFV13","Centro de Visitantes","C8","RP","N","8","0","0",0,"N","2017/06/01",1209,62
"1287",1259,"AFV13","Centro de Visitantes","C8","RP","N","8","0","0",0,"N","2017/06/15",1259,62
"1288",1299,"AFV13","Centro de Visitantes","C8","RP","N","8","0","0",0,"N","2017/06/29",1299,62
"1289",1249,"AFV13","Centro de Visitantes","C8","RP","N","8","0","0",0,"N","2017/07/13",1249,62
"1290",1269,"AFV13","Centro de Visitantes","C8","RP","N","8","0","0",0,"N","2017/08/15",1269,62
"1291",1220,"AFV13","Centro de Visitantes","C9","N","N","0","0","0",0,"N","2017/05/05",1220,62
"1292",1230,"AFV13","Centro de Visitantes","C9","S","N","11","0","0",0,"S","2017/05/07",1230,62
"1293",1240,"AFV13","Centro de Visitantes","C9","S","N","11","0","0",0,"N","2017/05/11",1240,62
"1294",1280,"AFV13","Centro de Visitantes","C9","S","N","11","0","0",0,"N","2017/05/18",1280,62
"1295",1290,"AFV13","Centro de Visitantes","C9","S","N","11","0","0",0,"N","2017/05/25",1290,62
"1296",1210,"AFV13","Centro de Visitantes","C9","S","N","11","0","0",0,"N","2017/06/01",1210,62
"1297",1260,"AFV13","Centro de Visitantes","C9","S","N","11","0","0",0,"N","2017/06/15",1260,62
"1298",1300,"AFV13","Centro de Visitantes","C9","S","N","11","0","0",0,"N","2017/06/29",1300,62
"1299",1250,"AFV13","Centro de Visitantes","C9","S","N","11","0","0",0,"N","2017/07/13",1250,62
"1300",1270,"AFV13","Centro de Visitantes","C9","S","N","11","0","0",0,"N","2017/08/15",1270,62
"1301",1311,"AFV14","Capela","C1","N","N","0","0","0",0,"N","2017/05/05",1311,34
"1302",1321,"AFV14","Capela","C1","N","N","0","0","0",0,"N","2017/05/07",1321,34
"1303",1331,"AFV14","Capela","C1","N","N","0","0","0",0,"N","2017/05/11",1331,34
"1304",1371,"AFV14","Capela","C1","D","S","26.4","0","0",0,"S","2017/05/18",1371,34
"1305",1381,"AFV14","Capela","C1","S","S","40","16.7","0",0,"S","2017/05/25",1381,34
"1306",1301,"AFV14","Capela","C1","S","S","40","16.7","0",0,"N","2017/06/01",1301,34
"1307",1351,"AFV14","Capela","C1","S","S","40","16.7","0",0,"N","2017/06/15",1351,34
"1308",1391,"AFV14","Capela","C1","S","S","40","16.7","0",0,"N","2017/06/29",1391,34
"1309",1341,"AFV14","Capela","C1","S","S","40","16.7","0",0,"N","2017/07/13",1341,34
"1310",1361,"AFV14","Capela","C1","S","S","40","16.7","0",0,"N","2017/08/15",1361,34
"1311",1312,"AFV14","Capela","C10","N","N","0","0","0",0,"N","2017/05/05",1312,34
"1312",1322,"AFV14","Capela","C10","N","N","0","0","0",0,"N","2017/05/07",1322,34
"1313",1332,"AFV14","Capela","C10","N","N","0","0","0",0,"N","2017/05/11",1332,34
"1314",1372,"AFV14","Capela","C10","S","N","0","0","0",0,"S","2017/05/18",1372,34
"1315",1382,"AFV14","Capela","C10","S","N","0","0","0",0,"N","2017/05/25",1382,34
"1316",1302,"AFV14","Capela","C10","S","N","0","0","0",0,"N","2017/06/01",1302,34
"1317",1352,"AFV14","Capela","C10","S","N","0","0","0",0,"N","2017/06/15",1352,34
"1318",1392,"AFV14","Capela","C10","S","N","0","0","0",0,"N","2017/06/29",1392,34
"1319",1342,"AFV14","Capela","C10","S","N","0","0","0",0,"N","2017/07/13",1342,34
"1320",1362,"AFV14","Capela","C10","S","N","0","0","0",0,"N","2017/08/15",1362,34
"1321",1313,"AFV14","Capela","C2","N","N","0","0","0",0,"N","2017/05/05",1313,34
"1322",1323,"AFV14","Capela","C2","N","N","0","0","0",0,"N","2017/05/07",1323,34
"1323",1333,"AFV14","Capela","C2","N","N","0","0","0",0,"N","2017/05/11",1333,34
"1324",1373,"AFV14","Capela","C2","S","N","19","0","0",0,"S","2017/05/18",1373,34
"1325",1383,"AFV14","Capela","C2","S","N","19","0","0",0,"N","2017/05/25",1383,34
"1326",1303,"AFV14","Capela","C2","S","N","19","0","0",0,"N","2017/06/01",1303,34
"1327",1353,"AFV14","Capela","C2","S","N","19","0","0",0,"N","2017/06/15",1353,34
"1328",1393,"AFV14","Capela","C2","S","N","19","0","0",0,"N","2017/06/29",1393,34
"1329",1343,"AFV14","Capela","C2","S","N","19","0","0",0,"N","2017/07/13",1343,34
"1330",1363,"AFV14","Capela","C2","S","N","19","0","0",0,"N","2017/08/15",1363,34
"1331",1314,"AFV14","Capela","C3","N","N","0","0","0",0,"N","2017/05/05",1314,34
"1332",1324,"AFV14","Capela","C3","N","N","0","0","0",0,"N","2017/05/07",1324,34
"1333",1334,"AFV14","Capela","C3","N","N","0","0","0",0,"N","2017/05/11",1334,34
"1334",1374,"AFV14","Capela","C3","S","N","18","0","0",0,"S","2017/05/18",1374,34
"1335",1384,"AFV14","Capela","C3","S","N","18","0","0",0,"N","2017/05/25",1384,34
"1336",1304,"AFV14","Capela","C3","S","N","18","0","0",0,"N","2017/06/01",1304,34
"1337",1354,"AFV14","Capela","C3","S","N","18","0","0",0,"N","2017/06/15",1354,34
"1338",1394,"AFV14","Capela","C3","S","N","18","0","0",0,"N","2017/06/29",1394,34
"1339",1344,"AFV14","Capela","C3","S","N","18","0","0",0,"N","2017/07/13",1344,34
"1340",1364,"AFV14","Capela","C3","S","N","18","0","0",0,"N","2017/08/15",1364,34
"1341",1315,"AFV14","Capela","C4","N","N","0","0","0",0,"N","2017/05/05",1315,34
"1342",1325,"AFV14","Capela","C4","N","N","0","0","0",0,"N","2017/05/07",1325,34
"1343",1335,"AFV14","Capela","C4","N","N","0","0","0",0,"N","2017/05/11",1335,34
"1344",1375,"AFV14","Capela","C4","S","N","14","0","0",0,"S","2017/05/18",1375,34
"1345",1385,"AFV14","Capela","C4","S","N","14","0","0",0,"N","2017/05/25",1385,34
"1346",1305,"AFV14","Capela","C4","S","N","14","0","0",0,"N","2017/06/01",1305,34
"1347",1355,"AFV14","Capela","C4","S","N","14","0","0",0,"N","2017/06/15",1355,34
"1348",1395,"AFV14","Capela","C4","S","N","14","0","0",0,"N","2017/06/29",1395,34
"1349",1345,"AFV14","Capela","C4","S","N","14","0","0",0,"N","2017/07/13",1345,34
"1350",1365,"AFV14","Capela","C4","S","N","14","0","0",0,"N","2017/08/15",1365,34
"1351",1316,"AFV14","Capela","C5","N","N","0","0","0",0,"N","2017/05/05",1316,34
"1352",1326,"AFV14","Capela","C5","N","N","0","0","0",0,"N","2017/05/07",1326,34
"1353",1336,"AFV14","Capela","C5","N","N","0","0","0",0,"N","2017/05/11",1336,34
"1354",1376,"AFV14","Capela","C5","S","N","0","0","0",0,"S","2017/05/18",1376,34
"1355",1386,"AFV14","Capela","C5","S","N","0","0","0",0,"N","2017/05/25",1386,34
"1356",1306,"AFV14","Capela","C5","S","N","0","0","0",0,"N","2017/06/01",1306,34
"1357",1356,"AFV14","Capela","C5","S","N","0","0","0",0,"N","2017/06/15",1356,34
"1358",1396,"AFV14","Capela","C5","S","N","0","0","0",0,"N","2017/06/29",1396,34
"1359",1346,"AFV14","Capela","C5","S","N","0","0","0",0,"N","2017/07/13",1346,34
"1360",1366,"AFV14","Capela","C5","S","N","0","0","0",0,"N","2017/08/15",1366,34
"1361",1317,"AFV14","Capela","C6","N","N","0","0","0",0,"N","2017/05/05",1317,34
"1362",1327,"AFV14","Capela","C6","N","N","0","0","0",0,"N","2017/05/07",1327,34
"1363",1337,"AFV14","Capela","C6","N","N","0","0","0",0,"N","2017/05/11",1337,34
"1364",1377,"AFV14","Capela","C6","S","N","0","0","0",0,"S","2017/05/18",1377,34
"1365",1387,"AFV14","Capela","C6","S","N","0","0","0",0,"N","2017/05/25",1387,34
"1366",1307,"AFV14","Capela","C6","S","N","0","0","0",0,"N","2017/06/01",1307,34
"1367",1357,"AFV14","Capela","C6","S","N","0","0","0",0,"N","2017/06/15",1357,34
"1368",1397,"AFV14","Capela","C6","S","N","0","0","0",0,"N","2017/06/29",1397,34
"1369",1347,"AFV14","Capela","C6","S","N","0","0","0",0,"N","2017/07/13",1347,34
"1370",1367,"AFV14","Capela","C6","S","N","0","0","0",0,"N","2017/08/15",1367,34
"1371",1318,"AFV14","Capela","C7","N","N","0","0","0",0,"N","2017/05/05",1318,34
"1372",1328,"AFV14","Capela","C7","N","N","0","0","0",0,"N","2017/05/07",1328,34
"1373",1338,"AFV14","Capela","C7","N","N","0","0","0",0,"N","2017/05/11",1338,34
"1374",1378,"AFV14","Capela","C7","S","N","0","0","0",0,"S","2017/05/18",1378,34
"1375",1388,"AFV14","Capela","C7","S","N","0","0","0",0,"N","2017/05/25",1388,34
"1376",1308,"AFV14","Capela","C7","S","N","0","0","0",0,"N","2017/06/01",1308,34
"1377",1358,"AFV14","Capela","C7","S","N","0","0","0",0,"N","2017/06/15",1358,34
"1378",1398,"AFV14","Capela","C7","S","N","0","0","0",0,"N","2017/06/29",1398,34
"1379",1348,"AFV14","Capela","C7","S","N","0","0","0",0,"N","2017/07/13",1348,34
"1380",1368,"AFV14","Capela","C7","S","N","0","0","0",0,"N","2017/08/15",1368,34
"1381",1319,"AFV14","Capela","C8","N","N","0","0","0",0,"N","2017/05/05",1319,34
"1382",1329,"AFV14","Capela","C8","N","N","0","0","0",0,"N","2017/05/07",1329,34
"1383",1339,"AFV14","Capela","C8","N","N","0","0","0",0,"N","2017/05/11",1339,34
"1384",1379,"AFV14","Capela","C8","S","N","0","0","0",0,"S","2017/05/18",1379,34
"1385",1389,"AFV14","Capela","C8","S","N","0","0","0",0,"N","2017/05/25",1389,34
"1386",1309,"AFV14","Capela","C8","S","N","0","0","0",0,"N","2017/06/01",1309,34
"1387",1359,"AFV14","Capela","C8","S","N","0","0","0",0,"N","2017/06/15",1359,34
"1388",1399,"AFV14","Capela","C8","S","N","0","0","0",0,"N","2017/06/29",1399,34
"1389",1349,"AFV14","Capela","C8","S","N","0","0","0",0,"N","2017/07/13",1349,34
"1390",1369,"AFV14","Capela","C8","S","N","0","0","0",0,"N","2017/08/15",1369,34
"1391",1320,"AFV14","Capela","C9","N","N","0","0","0",0,"N","2017/05/05",1320,34
"1392",1330,"AFV14","Capela","C9","N","N","0","0","0",0,"N","2017/05/07",1330,34
"1393",1340,"AFV14","Capela","C9","N","N","0","0","0",0,"N","2017/05/11",1340,34
"1394",1380,"AFV14","Capela","C9","S","N","0","0","0",0,"S","2017/05/18",1380,34
"1395",1390,"AFV14","Capela","C9","S","N","0","0","0",0,"N","2017/05/25",1390,34
"1396",1310,"AFV14","Capela","C9","S","N","0","0","0",0,"N","2017/06/01",1310,34
"1397",1360,"AFV14","Capela","C9","S","N","0","0","0",0,"N","2017/06/15",1360,34
"1398",1400,"AFV14","Capela","C9","S","N","0","0","0",0,"N","2017/06/29",1400,34
"1399",1350,"AFV14","Capela","C9","S","N","0","0","0",0,"N","2017/07/13",1350,34
"1400",1370,"AFV14","Capela","C9","S","N","0","0","0",0,"N","2017/08/15",1370,34
"1401",1411,"AFV15","Cova da onca","C1","N","N","0","0","0",0,"N","2017/05/05",1411,13
"1402",1421,"AFV15","Cova da onca","C1","N","N","0","0","0",0,"N","2017/05/07",1421,13
"1403",1431,"AFV15","Cova da onca","C1","N","N","0","0","0",0,"N","2017/05/11",1431,13
"1404",1471,"AFV15","Cova da onca","C1","N","N","0","0","0",0,"N","2017/05/18",1471,13
"1405",1481,"AFV15","Cova da onca","C1","D","S","3.3","0","0",0,"S","2017/05/25",1481,13
"1406",1401,"AFV15","Cova da onca","C1","D","S","3.3","0","0",0,"N","2017/06/01",1401,13
"1407",1451,"AFV15","Cova da onca","C1","S","S","3.3","0","0",0,"S","2017/06/15",1451,13
"1408",1491,"AFV15","Cova da onca","C1","S","S","3.3","0","0",0,"N","2017/06/29",1491,13
"1409",1441,"AFV15","Cova da onca","C1","S","S","3.3","0","0",0,"N","2017/07/13",1441,13
"1410",1461,"AFV15","Cova da onca","C1","S","S","3.3","0","0",0,"N","2017/08/15",1461,13
"1411",1412,"AFV15","Cova da onca","C10","N","N","0","0","0",0,"N","2017/05/05",1412,13
"1412",1422,"AFV15","Cova da onca","C10","N","N","0","0","0",0,"N","2017/05/07",1422,13
"1413",1432,"AFV15","Cova da onca","C10","N","N","0","0","0",0,"N","2017/05/11",1432,13
"1414",1472,"AFV15","Cova da onca","C10","N","N","0","0","0",0,"N","2017/05/18",1472,13
"1415",1482,"AFV15","Cova da onca","C10","P","N","16.3","0","0",0,"S","2017/05/25",1482,13
"1416",1402,"AFV15","Cova da onca","C10","P","N","16.3","0","0",0,"N","2017/06/01",1402,13
"1417",1452,"AFV15","Cova da onca","C10","P","N","16.3","0","0",0,"N","2017/06/15",1452,13
"1418",1492,"AFV15","Cova da onca","C10","P","N","16.3","0","0",0,"N","2017/06/29",1492,13
"1419",1442,"AFV15","Cova da onca","C10","P","N","16.3","0","0",0,"N","2017/07/13",1442,13
"1420",1462,"AFV15","Cova da onca","C10","P","N","16.3","0","0",0,"N","2017/08/15",1462,13
"1421",1413,"AFV15","Cova da onca","C2","N","N","0","0","0",0,"N","2017/05/05",1413,13
"1422",1423,"AFV15","Cova da onca","C2","N","N","0","0","0",0,"N","2017/05/07",1423,13
"1423",1433,"AFV15","Cova da onca","C2","N","N","0","0","0",0,"N","2017/05/11",1433,13
"1424",1473,"AFV15","Cova da onca","C2","N","N","0","0","0",0,"N","2017/05/18",1473,13
"1425",1483,"AFV15","Cova da onca","C2","P","N","9.4","0","0",0,"S","2017/05/25",1483,13
"1426",1403,"AFV15","Cova da onca","C2","P","N","9.4","0","0",0,"N","2017/06/01",1403,13
"1427",1453,"AFV15","Cova da onca","C2","P","N","9.4","0","0",0,"N","2017/06/15",1453,13
"1428",1493,"AFV15","Cova da onca","C2","P","N","9.4","0","0",0,"N","2017/06/29",1493,13
"1429",1443,"AFV15","Cova da onca","C2","P","N","9.4","0","0",0,"N","2017/07/13",1443,13
"1430",1463,"AFV15","Cova da onca","C2","P","N","9.4","0","0",0,"N","2017/08/15",1463,13
"1431",1414,"AFV15","Cova da onca","C3","N","N","0","0","0",0,"N","2017/05/05",1414,13
"1432",1424,"AFV15","Cova da onca","C3","N","N","0","0","0",0,"N","2017/05/07",1424,13
"1433",1434,"AFV15","Cova da onca","C3","N","N","0","0","0",0,"N","2017/05/11",1434,13
"1434",1474,"AFV15","Cova da onca","C3","N","N","0","0","0",0,"N","2017/05/18",1474,13
"1435",1484,"AFV15","Cova da onca","C3","D","S","6.5","0","0",0,"S","2017/05/25",1484,13
"1436",1404,"AFV15","Cova da onca","C3","D","S","6.5","0","0",0,"N","2017/06/01",1404,13
"1437",1454,"AFV15","Cova da onca","C3","S","S","17","0","0",0,"S","2017/06/15",1454,13
"1438",1494,"AFV15","Cova da onca","C3","S","S","17","0","0",0,"N","2017/06/29",1494,13
"1439",1444,"AFV15","Cova da onca","C3","S","S","17","0","0",0,"N","2017/07/13",1444,13
"1440",1464,"AFV15","Cova da onca","C3","S","S","17","0","0",0,"N","2017/08/15",1464,13
"1441",1415,"AFV15","Cova da onca","C4","N","N","0","0","0",0,"N","2017/05/05",1415,13
"1442",1425,"AFV15","Cova da onca","C4","N","N","0","0","0",0,"N","2017/05/07",1425,13
"1443",1435,"AFV15","Cova da onca","C4","N","N","0","0","0",0,"N","2017/05/11",1435,13
"1444",1475,"AFV15","Cova da onca","C4","N","N","0","0","0",0,"N","2017/05/18",1475,13
"1445",1485,"AFV15","Cova da onca","C4","S","N","9.3","0","0",0,"S","2017/05/25",1485,13
"1446",1405,"AFV15","Cova da onca","C4","S","N","9.3","0","0",0,"N","2017/06/01",1405,13
"1447",1455,"AFV15","Cova da onca","C4","S","N","9.3","0","0",0,"N","2017/06/15",1455,13
"1448",1495,"AFV15","Cova da onca","C4","S","N","9.3","0","0",0,"N","2017/06/29",1495,13
"1449",1445,"AFV15","Cova da onca","C4","S","N","9.3","0","0",0,"N","2017/07/13",1445,13
"1450",1465,"AFV15","Cova da onca","C4","S","N","9.3","0","0",0,"N","2017/08/15",1465,13
"1451",1416,"AFV15","Cova da onca","C5","N","N","0","0","0",0,"N","2017/05/05",1416,13
"1452",1426,"AFV15","Cova da onca","C5","N","N","0","0","0",0,"N","2017/05/07",1426,13
"1453",1436,"AFV15","Cova da onca","C5","N","N","0","0","0",0,"N","2017/05/11",1436,13
"1454",1476,"AFV15","Cova da onca","C5","N","N","0","0","0",0,"N","2017/05/18",1476,13
"1455",1486,"AFV15","Cova da onca","C5","S","N","28.1","0","0",0,"S","2017/05/25",1486,13
"1456",1406,"AFV15","Cova da onca","C5","S","N","28.1","0","0",0,"N","2017/06/01",1406,13
"1457",1456,"AFV15","Cova da onca","C5","S","N","28.1","0","0",0,"N","2017/06/15",1456,13
"1458",1496,"AFV15","Cova da onca","C5","S","N","28.1","0","0",0,"N","2017/06/29",1496,13
"1459",1446,"AFV15","Cova da onca","C5","S","N","28.1","0","0",0,"N","2017/07/13",1446,13
"1460",1466,"AFV15","Cova da onca","C5","S","N","28.1","0","0",0,"N","2017/08/15",1466,13
"1461",1417,"AFV15","Cova da onca","C6","N","N","0","0","0",0,"N","2017/05/05",1417,13
"1462",1427,"AFV15","Cova da onca","C6","N","N","0","0","0",0,"N","2017/05/07",1427,13
"1463",1437,"AFV15","Cova da onca","C6","N","N","0","0","0",0,"N","2017/05/11",1437,13
"1464",1477,"AFV15","Cova da onca","C6","N","N","0","0","0",0,"N","2017/05/18",1477,13
"1465",1487,"AFV15","Cova da onca","C6","D","S","16.1","0","0",0,"S","2017/05/25",1487,13
"1466",1407,"AFV15","Cova da onca","C6","S","S","16.1","0","0",0,"N","2017/06/01",1407,13
"1467",1457,"AFV15","Cova da onca","C6","S","S","16.1","0","0",0,"N","2017/06/15",1457,13
"1468",1497,"AFV15","Cova da onca","C6","S","S","16.1","0","0",0,"N","2017/06/29",1497,13
"1469",1447,"AFV15","Cova da onca","C6","S","S","16.1","0","0",0,"N","2017/07/13",1447,13
"1470",1467,"AFV15","Cova da onca","C6","S","S","16.1","0","0",0,"N","2017/08/15",1467,13
"1471",1418,"AFV15","Cova da onca","C7","N","N","0","0","0",0,"N","2017/05/05",1418,13
"1472",1428,"AFV15","Cova da onca","C7","N","N","0","0","0",0,"N","2017/05/07",1428,13
"1473",1438,"AFV15","Cova da onca","C7","N","N","0","0","0",0,"N","2017/05/11",1438,13
"1474",1478,"AFV15","Cova da onca","C7","N","N","0","0","0",0,"N","2017/05/18",1478,13
"1475",1488,"AFV15","Cova da onca","C7","P","N","2.5","0","0",0,"S","2017/05/25",1488,13
"1476",1408,"AFV15","Cova da onca","C7","P","N","2.5","0","0",0,"N","2017/06/01",1408,13
"1477",1458,"AFV15","Cova da onca","C7","P","N","2.5","0","0",0,"N","2017/06/15",1458,13
"1478",1498,"AFV15","Cova da onca","C7","P","N","2.5","0","0",0,"N","2017/06/29",1498,13
"1479",1448,"AFV15","Cova da onca","C7","P","N","2.5","0","0",0,"N","2017/07/13",1448,13
"1480",1468,"AFV15","Cova da onca","C7","P","N","2.5","0","0",0,"N","2017/08/15",1468,13
"1481",1419,"AFV15","Cova da onca","C8","N","N","0","0","0",0,"N","2017/05/05",1419,13
"1482",1429,"AFV15","Cova da onca","C8","N","N","0","0","0",0,"N","2017/05/07",1429,13
"1483",1439,"AFV15","Cova da onca","C8","N","N","0","0","0",0,"N","2017/05/11",1439,13
"1484",1479,"AFV15","Cova da onca","C8","N","N","0","0","0",0,"N","2017/05/18",1479,13
"1485",1489,"AFV15","Cova da onca","C8","P","N","5.5","0","0",0,"S","2017/05/25",1489,13
"1486",1409,"AFV15","Cova da onca","C8","P","N","5.5","0","0",0,"N","2017/06/01",1409,13
"1487",1459,"AFV15","Cova da onca","C8","P","N","5.5","0","0",0,"N","2017/06/15",1459,13
"1488",1499,"AFV15","Cova da onca","C8","P","N","5.5","0","0",0,"N","2017/06/29",1499,13
"1489",1449,"AFV15","Cova da onca","C8","P","N","5.5","0","0",0,"N","2017/07/13",1449,13
"1490",1469,"AFV15","Cova da onca","C8","P","N","5.5","0","0",0,"N","2017/08/15",1469,13
"1491",1420,"AFV15","Cova da onca","C9","N","N","0","0","0",0,"N","2017/05/05",1420,13
"1492",1430,"AFV15","Cova da onca","C9","N","N","0","0","0",0,"N","2017/05/07",1430,13
"1493",1440,"AFV15","Cova da onca","C9","N","N","0","0","0",0,"N","2017/05/11",1440,13
"1494",1480,"AFV15","Cova da onca","C9","N","N","0","0","0",0,"N","2017/05/18",1480,13
"1495",1490,"AFV15","Cova da onca","C9","P","N","28.8","0","0",0,"S","2017/05/25",1490,13
"1496",1410,"AFV15","Cova da onca","C9","P","N","28.8","0","0",0,"N","2017/06/01",1410,13
"1497",1460,"AFV15","Cova da onca","C9","P","N","28.8","0","0",0,"N","2017/06/15",1460,13
"1498",1500,"AFV15","Cova da onca","C9","P","N","28.8","0","0",0,"N","2017/06/29",1500,13
"1499",1450,"AFV15","Cova da onca","C9","P","N","28.8","0","0",0,"N","2017/07/13",1450,13
"1500",1470,"AFV15","Cova da onca","C9","P","N","28.8","0","0",0,"N","2017/08/15",1470,13
"1501",1511,"AFV16a","saida","C1","N","N","0","0","0",0,"N","2017/05/05",1511,9
"1502",1521,"AFV16a","saida","C1","N","N","0","0","0",0,"N","2017/05/07",1521,9
"1503",1531,"AFV16a","saida","C1","N","N","0","0","0",0,"N","2017/05/11",1531,9
"1504",1571,"AFV16a","saida","C1","N","N","0","0","0",0,"N","2017/05/18",1571,9
"1505",1581,"AFV16a","saida","C1","N","N","0","0","0",0,"N","2017/05/25",1581,9
"1506",1501,"AFV16a","saida","C1","N","N","0","0","0",0,"N","2017/06/01",1501,9
"1507",1551,"AFV16a","saida","C1","N","N","0","0","0",0,"N","2017/06/15",1551,9
"1508",1591,"AFV16a","saida","C1","N","N","0","0","0",0,"N","2017/06/29",1591,9
"1509",1541,"AFV16a","saida","C1","N","N","0","0","0",0,"N","2017/07/13",1541,9
"1510",1561,"AFV16a","saida","C1","N","N","0","0","0",0,"N","2017/08/15",1561,9
"1511",1512,"AFV16a","saida","C10","N","N","0","0","0",0,"N","2017/05/05",1512,9
"1512",1522,"AFV16a","saida","C10","N","N","0","0","0",0,"N","2017/05/07",1522,9
"1513",1532,"AFV16a","saida","C10","N","N","0","0","0",0,"N","2017/05/11",1532,9
"1514",1572,"AFV16a","saida","C10","N","N","0","0","0",0,"N","2017/05/18",1572,9
"1515",1582,"AFV16a","saida","C10","N","N","0","0","0",0,"N","2017/05/25",1582,9
"1516",1502,"AFV16a","saida","C10","N","N","0","0","0",0,"N","2017/06/01",1502,9
"1517",1552,"AFV16a","saida","C10","N","N","0","0","0",0,"N","2017/06/15",1552,9
"1518",1592,"AFV16a","saida","C10","N","N","0","0","0",0,"N","2017/06/29",1592,9
"1519",1542,"AFV16a","saida","C10","N","N","0","0","0",0,"N","2017/07/13",1542,9
"1520",1562,"AFV16a","saida","C10","N","N","0","0","0",0,"N","2017/08/15",1562,9
"1521",1513,"AFV16a","saida","C2","N","N","0","0","0",0,"N","2017/05/05",1513,9
"1522",1523,"AFV16a","saida","C2","N","N","0","0","0",0,"N","2017/05/07",1523,9
