"","X","Pontos","Nome","Semente","Destino","Enterrada","Distancia","D2","D3","D4","Mudanca","Data","N","Sessenta"
"1801",1811,"AFV19","Cascatinha","C1","N","N","0","0","0",0,"N","2017/05/05",1811,0
"1802",1821,"AFV19","Cascatinha","C1","N","N","0","0","0",0,"N","2017/05/07",1821,0
"1803",1831,"AFV19","Cascatinha","C1","N","N","0","0","0",0,"N","2017/05/11",1831,0
"1804",1871,"AFV19","Cascatinha","C1","N","N","0","0","0",0,"N","2017/05/18",1871,0
"1805",1881,"AFV19","Cascatinha","C1","N","N","0","0","0",0,"N","2017/05/25",1881,0
"1806",1801,"AFV19","Cascatinha","C1","N","N","0","0","0",0,"N","2017/06/01",1801,0
"1807",1851,"AFV19","Cascatinha","C1","N","N","0","0","0",0,"N","2017/06/15",1851,0
"1808",1891,"AFV19","Cascatinha","C1","N","N","0","0","0",0,"N","2017/06/29",1891,0
"1809",1841,"AFV19","Cascatinha","C1","N","N","0","0","0",0,"N","2017/07/13",1841,0
"1810",1861,"AFV19","Cascatinha","C1","N","N","0","0","0",0,"N","2017/08/15",1861,0
"1811",1812,"AFV19","Cascatinha","C10","N","N","0","0","0",0,"N","2017/05/05",1812,0
"1812",1822,"AFV19","Cascatinha","C10","N","N","0","0","0",0,"N","2017/05/07",1822,0
"1813",1832,"AFV19","Cascatinha","C10","N","N","0","0","0",0,"N","2017/05/11",1832,0
"1814",1872,"AFV19","Cascatinha","C10","N","N","0","0","0",0,"N","2017/05/18",1872,0
"1815",1882,"AFV19","Cascatinha","C10","N","N","0","0","0",0,"N","2017/05/25",1882,0
"1816",1802,"AFV19","Cascatinha","C10","N","N","0","0","0",0,"N","2017/06/01",1802,0
"1817",1852,"AFV19","Cascatinha","C10","N","N","0","0","0",0,"N","2017/06/15",1852,0
"1818",1892,"AFV19","Cascatinha","C10","N","N","0","0","0",0,"N","2017/06/29",1892,0
"1819",1842,"AFV19","Cascatinha","C10","N","N","0","0","0",0,"N","2017/07/13",1842,0
"1820",1862,"AFV19","Cascatinha","C10","N","N","0","0","0",0,"N","2017/08/15",1862,0
"1821",1813,"AFV19","Cascatinha","C2","N","N","0","0","0",0,"N","2017/05/05",1813,0
"1822",1823,"AFV19","Cascatinha","C2","N","N","0","0","0",0,"N","2017/05/07",1823,0
"1823",1833,"AFV19","Cascatinha","C2","N","N","0","0","0",0,"N","2017/05/11",1833,0
"1824",1873,"AFV19","Cascatinha","C2","N","N","0","0","0",0,"N","2017/05/18",1873,0
"1825",1883,"AFV19","Cascatinha","C2","N","N","0","0","0",0,"N","2017/05/25",1883,0
"1826",1803,"AFV19","Cascatinha","C2","N","N","0","0","0",0,"N","2017/06/01",1803,0
"1827",1853,"AFV19","Cascatinha","C2","N","N","0","0","0",0,"N","2017/06/15",1853,0
"1828",1893,"AFV19","Cascatinha","C2","N","N","0","0","0",0,"N","2017/06/29",1893,0
"1829",1843,"AFV19","Cascatinha","C2","N","N","0","0","0",0,"N","2017/07/13",1843,0
"1830",1863,"AFV19","Cascatinha","C2","N","N","0","0","0",0,"N","2017/08/15",1863,0
"1831",1814,"AFV19","Cascatinha","C3","N","N","0","0","0",0,"N","2017/05/05",1814,0
"1832",1824,"AFV19","Cascatinha","C3","N","N","0","0","0",0,"S","2017/05/07",1824,0
"1833",1834,"AFV19","Cascatinha","C3","N","N","0","0","0",0,"N","2017/05/11",1834,0
"1834",1874,"AFV19","Cascatinha","C3","N","N","0","0","0",0,"N","2017/05/18",1874,0
"1835",1884,"AFV19","Cascatinha","C3","N","N","0","0","0",0,"N","2017/05/25",1884,0
"1836",1804,"AFV19","Cascatinha","C3","N","N","0","0","0",0,"N","2017/06/01",1804,0
"1837",1854,"AFV19","Cascatinha","C3","N","N","0","0","0",0,"N","2017/06/15",1854,0
"1838",1894,"AFV19","Cascatinha","C3","N","N","0","0","0",0,"N","2017/06/29",1894,0
"1839",1844,"AFV19","Cascatinha","C3","N","N","0","0","0",0,"N","2017/07/13",1844,0
"1840",1864,"AFV19","Cascatinha","C3","N","N","0","0","0",0,"N","2017/08/15",1864,0
"1841",1815,"AFV19","Cascatinha","C4","N","N","0","0","0",0,"N","2017/05/05",1815,0
"1842",1825,"AFV19","Cascatinha","C4","N","N","0","0","0",0,"N","2017/05/07",1825,0
"1843",1835,"AFV19","Cascatinha","C4","N","N","0","0","0",0,"N","2017/05/11",1835,0
"1844",1875,"AFV19","Cascatinha","C4","N","N","0","0","0",0,"N","2017/05/18",1875,0
"1845",1885,"AFV19","Cascatinha","C4","N","N","0","0","0",0,"N","2017/05/25",1885,0
"1846",1805,"AFV19","Cascatinha","C4","N","N","0","0","0",0,"N","2017/06/01",1805,0
"1847",1855,"AFV19","Cascatinha","C4","N","N","0","0","0",0,"N","2017/06/15",1855,0
"1848",1895,"AFV19","Cascatinha","C4","N","N","0","0","0",0,"N","2017/06/29",1895,0
"1849",1845,"AFV19","Cascatinha","C4","N","N","0","0","0",0,"N","2017/07/13",1845,0
"1850",1865,"AFV19","Cascatinha","C4","N","N","0","0","0",0,"N","2017/08/15",1865,0
"1851",1816,"AFV19","Cascatinha","C5","N","N","0","0","0",0,"N","2017/05/05",1816,0
"1852",1826,"AFV19","Cascatinha","C5","N","N","0","0","0",0,"N","2017/05/07",1826,0
"1853",1836,"AFV19","Cascatinha","C5","N","N","0","0","0",0,"N","2017/05/11",1836,0
"1854",1876,"AFV19","Cascatinha","C5","N","N","0","0","0",0,"N","2017/05/18",1876,0
"1855",1886,"AFV19","Cascatinha","C5","N","N","0","0","0",0,"N","2017/05/25",1886,0
"1856",1806,"AFV19","Cascatinha","C5","N","N","0","0","0",0,"N","2017/06/01",1806,0
"1857",1856,"AFV19","Cascatinha","C5","N","N","0","0","0",0,"N","2017/06/15",1856,0
"1858",1896,"AFV19","Cascatinha","C5","N","N","0","0","0",0,"N","2017/06/29",1896,0
"1859",1846,"AFV19","Cascatinha","C5","N","N","0","0","0",0,"N","2017/07/13",1846,0
"1860",1866,"AFV19","Cascatinha","C5","N","N","0","0","0",0,"N","2017/08/15",1866,0
"1861",1817,"AFV19","Cascatinha","C6","N","N","0","0","0",0,"N","2017/05/05",1817,0
"1862",1827,"AFV19","Cascatinha","C6","N","N","0","0","0",0,"N","2017/05/07",1827,0
"1863",1837,"AFV19","Cascatinha","C6","N","N","0","0","0",0,"N","2017/05/11",1837,0
"1864",1877,"AFV19","Cascatinha","C6","N","N","0","0","0",0,"N","2017/05/18",1877,0
"1865",1887,"AFV19","Cascatinha","C6","N","N","0","0","0",0,"N","2017/05/25",1887,0
"1866",1807,"AFV19","Cascatinha","C6","N","N","0","0","0",0,"N","2017/06/01",1807,0
"1867",1857,"AFV19","Cascatinha","C6","N","N","0","0","0",0,"N","2017/06/15",1857,0
"1868",1897,"AFV19","Cascatinha","C6","N","N","0","0","0",0,"N","2017/06/29",1897,0
"1869",1847,"AFV19","Cascatinha","C6","N","N","0","0","0",0,"N","2017/07/13",1847,0
"1870",1867,"AFV19","Cascatinha","C6","N","N","0","0","0",0,"N","2017/08/15",1867,0
"1871",1818,"AFV19","Cascatinha","C7","N","N","0","0","0",0,"N","2017/05/05",1818,0
"1872",1828,"AFV19","Cascatinha","C7","N","N","0","0","0",0,"N","2017/05/07",1828,0
"1873",1838,"AFV19","Cascatinha","C7","N","N","0","0","0",0,"N","2017/05/11",1838,0
"1874",1878,"AFV19","Cascatinha","C7","N","N","0","0","0",0,"N","2017/05/18",1878,0
"1875",1888,"AFV19","Cascatinha","C7","N","N","0","0","0",0,"N","2017/05/25",1888,0
"1876",1808,"AFV19","Cascatinha","C7","N","N","0","0","0",0,"N","2017/06/01",1808,0
"1877",1858,"AFV19","Cascatinha","C7","N","N","0","0","0",0,"N","2017/06/15",1858,0
"1878",1898,"AFV19","Cascatinha","C7","N","N","0","0","0",0,"N","2017/06/29",1898,0
"1879",1848,"AFV19","Cascatinha","C7","N","N","0","0","0",0,"N","2017/07/13",1848,0
"1880",1868,"AFV19","Cascatinha","C7","N","N","0","0","0",0,"N","2017/08/15",1868,0
"1881",1819,"AFV19","Cascatinha","C8","N","N","0","0","0",0,"N","2017/05/05",1819,0
"1882",1829,"AFV19","Cascatinha","C8","N","N","0","0","0",0,"N","2017/05/07",1829,0
"1883",1839,"AFV19","Cascatinha","C8","N","N","0","0","0",0,"N","2017/05/11",1839,0
"1884",1879,"AFV19","Cascatinha","C8","N","N","0","0","0",0,"N","2017/05/18",1879,0
"1885",1889,"AFV19","Cascatinha","C8","N","N","0","0","0",0,"N","2017/05/25",1889,0
"1886",1809,"AFV19","Cascatinha","C8","N","N","0","0","0",0,"N","2017/06/01",1809,0
"1887",1859,"AFV19","Cascatinha","C8","N","N","0","0","0",0,"N","2017/06/15",1859,0
"1888",1899,"AFV19","Cascatinha","C8","N","N","0","0","0",0,"N","2017/06/29",1899,0
"1889",1849,"AFV19","Cascatinha","C8","N","N","0","0","0",0,"N","2017/07/13",1849,0
"1890",1869,"AFV19","Cascatinha","C8","N","N","0","0","0",0,"N","2017/08/15",1869,0
"1891",1820,"AFV19","Cascatinha","C9","N","N","0","0","0",0,"N","2017/05/05",1820,0
"1892",1830,"AFV19","Cascatinha","C9","N","N","0","0","0",0,"N","2017/05/07",1830,0
"1893",1840,"AFV19","Cascatinha","C9","N","N","0","0","0",0,"N","2017/05/11",1840,0
"1894",1880,"AFV19","Cascatinha","C9","N","N","0","0","0",0,"N","2017/05/18",1880,0
"1895",1890,"AFV19","Cascatinha","C9","N","N","0","0","0",0,"N","2017/05/25",1890,0
"1896",1810,"AFV19","Cascatinha","C9","N","N","0","0","0",0,"N","2017/06/01",1810,0
"1897",1860,"AFV19","Cascatinha","C9","N","N","0","0","0",0,"N","2017/06/15",1860,0
"1898",1900,"AFV19","Cascatinha","C9","N","N","0","0","0",0,"N","2017/06/29",1900,0
"1899",1850,"AFV19","Cascatinha","C9","N","N","0","0","0",0,"N","2017/07/13",1850,0
"1900",1870,"AFV19","Cascatinha","C9","N","N","0","0","0",0,"N","2017/08/15",1870,0
"1901",1911,"AFV20","Grutas","C1","N","N","0","0","0",0,"N","2017/05/05",1911,39.38
"1902",1921,"AFV20","Grutas","C1","N","N","0","0","0",0,"N","2017/05/07",1921,39.38
"1903",1931,"AFV20","Grutas","C1","N","N","0","0","0",0,"N","2017/05/11",1931,39.38
"1904",1971,"AFV20","Grutas","C1","N","N","0","0","0",0,"N","2017/05/18",1971,39.38
"1905",1981,"AFV20","Grutas","C1","N","N","0","0","0",0,"N","2017/05/25",1981,39.38
"1906",1901,"AFV20","Grutas","C1","N","N","0","0","0",0,"N","2017/06/01",1901,39.38
"1907",1951,"AFV20","Grutas","C1","N","N","0","0","0",0,"N","2017/06/15",1951,39.38
"1908",1991,"AFV20","Grutas","C1","N","N","0","0","0",0,"N","2017/06/29",1991,39.38
"1909",1941,"AFV20","Grutas","C1","N","N","0","0","0",0,"N","2017/07/13",1941,39.38
"1910",1961,"AFV20","Grutas","C1","N","N","0","0","0",0,"N","2017/08/15",1961,39.38
"1911",1912,"AFV20","Grutas","C10","N","N","0","0","0",0,"N","2017/05/05",1912,39.38
"1912",1922,"AFV20","Grutas","C10","N","N","0","0","0",0,"N","2017/05/07",1922,39.38
"1913",1932,"AFV20","Grutas","C10","N","N","0","0","0",0,"N","2017/05/11",1932,39.38
"1914",1972,"AFV20","Grutas","C10","N","N","0","0","0",0,"N","2017/05/18",1972,39.38
"1915",1982,"AFV20","Grutas","C10","N","N","0","0","0",0,"N","2017/05/25",1982,39.38
"1916",1902,"AFV20","Grutas","C10","N","N","0","0","0",0,"N","2017/06/01",1902,39.38
"1917",1952,"AFV20","Grutas","C10","N","N","0","0","0",0,"N","2017/06/15",1952,39.38
"1918",1992,"AFV20","Grutas","C10","N","N","0","0","0",0,"N","2017/06/29",1992,39.38
"1919",1942,"AFV20","Grutas","C10","N","N","0","0","0",0,"N","2017/07/13",1942,39.38
"1920",1962,"AFV20","Grutas","C10","N","N","0","0","0",0,"N","2017/08/15",1962,39.38
"1921",1913,"AFV20","Grutas","C2","N","N","0","0","0",0,"N","2017/05/05",1913,39.38
"1922",1923,"AFV20","Grutas","C2","N","N","0","0","0",0,"N","2017/05/07",1923,39.38
"1923",1933,"AFV20","Grutas","C2","N","N","0","0","0",0,"N","2017/05/11",1933,39.38
"1924",1973,"AFV20","Grutas","C2","N","N","0","0","0",0,"N","2017/05/18",1973,39.38
"1925",1983,"AFV20","Grutas","C2","N","N","0","0","0",0,"N","2017/05/25",1983,39.38
"1926",1903,"AFV20","Grutas","C2","N","N","0","0","0",0,"N","2017/06/01",1903,39.38
"1927",1953,"AFV20","Grutas","C2","N","N","0","0","0",0,"N","2017/06/15",1953,39.38
"1928",1993,"AFV20","Grutas","C2","P","N","10","0","0",0,"S","2017/06/29",1993,39.38
"1929",1943,"AFV20","Grutas","C2","P","N","10","0","0",0,"N","2017/07/13",1943,39.38
"1930",1963,"AFV20","Grutas","C2","P","N","10","0","0",0,"N","2017/08/15",1963,39.38
"1931",1914,"AFV20","Grutas","C3","N","N","0","0","0",0,"N","2017/05/05",1914,39.38
"1932",1924,"AFV20","Grutas","C3","N","N","0","0","0",0,"N","2017/05/07",1924,39.38
"1933",1934,"AFV20","Grutas","C3","N","N","0","0","0",0,"N","2017/05/11",1934,39.38
"1934",1974,"AFV20","Grutas","C3","N","N","0","0","0",0,"N","2017/05/18",1974,39.38
"1935",1984,"AFV20","Grutas","C3","N","N","0","0","0",0,"N","2017/05/25",1984,39.38
"1936",1904,"AFV20","Grutas","C3","N","N","0","0","0",0,"N","2017/06/01",1904,39.38
"1937",1954,"AFV20","Grutas","C3","N","N","0","0","0",0,"N","2017/06/15",1954,39.38
"1938",1994,"AFV20","Grutas","C3","N","N","0","0","0",0,"N","2017/06/29",1994,39.38
"1939",1944,"AFV20","Grutas","C3","N","N","0","0","0",0,"N","2017/07/13",1944,39.38
"1940",1964,"AFV20","Grutas","C3","N","N","0","0","0",0,"N","2017/08/15",1964,39.38
"1941",1915,"AFV20","Grutas","C4","N","N","0","0","0",0,"N","2017/05/05",1915,39.38
"1942",1925,"AFV20","Grutas","C4","N","N","0","0","0",0,"N","2017/05/07",1925,39.38
"1943",1935,"AFV20","Grutas","C4","N","N","0","0","0",0,"N","2017/05/11",1935,39.38
"1944",1975,"AFV20","Grutas","C4","D","N","12","0","0",0,"S","2017/05/18",1975,39.38
"1945",1985,"AFV20","Grutas","C4","D","N","12","0","0",0,"N","2017/05/25",1985,39.38
"1946",1905,"AFV20","Grutas","C4","RP","N","0","0","0",0,"S","2017/06/01",1905,39.38
"1947",1955,"AFV20","Grutas","C4","RP","N","0","0","0",0,"N","2017/06/15",1955,39.38
"1948",1995,"AFV20","Grutas","C4","RP","N","0","0","0",0,"N","2017/06/29",1995,39.38
"1949",1945,"AFV20","Grutas","C4","RP","N","0","0","0",0,"N","2017/07/13",1945,39.38
"1950",1965,"AFV20","Grutas","C4","RP","N","0","0","0",0,"N","2017/08/15",1965,39.38
"1951",1916,"AFV20","Grutas","C5","N","N","0","0","0",0,"N","2017/05/05",1916,39.38
"1952",1926,"AFV20","Grutas","C5","N","N","0","0","0",0,"N","2017/05/07",1926,39.38
"1953",1936,"AFV20","Grutas","C5","N","N","0","0","0",0,"N","2017/05/11",1936,39.38
"1954",1976,"AFV20","Grutas","C5","N","N","0","0","0",0,"N","2017/05/18",1976,39.38
"1955",1986,"AFV20","Grutas","C5","N","N","0","0","0",0,"N","2017/05/25",1986,39.38
"1956",1906,"AFV20","Grutas","C5","N","N","0","0","0",0,"N","2017/06/01",1906,39.38
"1957",1956,"AFV20","Grutas","C5","N","N","0","0","0",0,"N","2017/06/15",1956,39.38
"1958",1996,"AFV20","Grutas","C5","N","N","0","0","0",0,"N","2017/06/29",1996,39.38
"1959",1946,"AFV20","Grutas","C5","N","N","0","0","0",0,"N","2017/07/13",1946,39.38
"1960",1966,"AFV20","Grutas","C5","N","N","0","0","0",0,"N","2017/08/15",1966,39.38
"1961",1917,"AFV20","Grutas","C6","D","N","17","0","0",0,"N","2017/05/05",1917,39.38
"1962",1927,"AFV20","Grutas","C6","D","N","17","0","0",0,"N","2017/05/07",1927,39.38
"1963",1937,"AFV20","Grutas","C6","D","N","17","0","0",0,"S","2017/05/11",1937,39.38
"1964",1977,"AFV20","Grutas","C6","S","N","29.25","0","0",0,"S","2017/05/18",1977,39.38
"1965",1987,"AFV20","Grutas","C6","S","N","29.25","0","0",0,"N","2017/05/25",1987,39.38
"1966",1907,"AFV20","Grutas","C6","S","N","29.25","0","0",0,"N","2017/06/01",1907,39.38
"1967",1957,"AFV20","Grutas","C6","S","N","29.25","0","0",0,"N","2017/06/15",1957,39.38
"1968",1997,"AFV20","Grutas","C6","S","N","29.25","0","0",0,"N","2017/06/29",1997,39.38
"1969",1947,"AFV20","Grutas","C6","S","N","29.25","0","0",0,"N","2017/07/13",1947,39.38
"1970",1967,"AFV20","Grutas","C6","S","N","29.25","0","0",0,"N","2017/08/15",1967,39.38
"1971",1918,"AFV20","Grutas","C7","N","N","0","0","0",0,"N","2017/05/05",1918,39.38
"1972",1928,"AFV20","Grutas","C7","N","N","0","0","0",0,"N","2017/05/07",1928,39.38
"1973",1938,"AFV20","Grutas","C7","N","N","0","0","0",0,"N","2017/05/11",1938,39.38
"1974",1978,"AFV20","Grutas","C7","D","N","23","0","0",0,"S","2017/05/18",1978,39.38
"1975",1988,"AFV20","Grutas","C7","D","N","23","0","0",0,"N","2017/05/25",1988,39.38
"1976",1908,"AFV20","Grutas","C7","RP","N","0","0","0",0,"S","2017/06/01",1908,39.38
"1977",1958,"AFV20","Grutas","C7","RP","N","0","0","0",0,"N","2017/06/15",1958,39.38
"1978",1998,"AFV20","Grutas","C7","RP","N","0","0","0",0,"N","2017/06/29",1998,39.38
"1979",1948,"AFV20","Grutas","C7","RP","N","0","0","0",0,"N","2017/07/13",1948,39.38
"1980",1968,"AFV20","Grutas","C7","RP","N","0","0","0",0,"N","2017/08/15",1968,39.38
"1981",1919,"AFV20","Grutas","C8","N","N","0","0","0",0,"N","2017/05/05",1919,39.38
"1982",1929,"AFV20","Grutas","C8","N","N","0","0","0",0,"N","2017/05/07",1929,39.38
"1983",1939,"AFV20","Grutas","C8","N","N","0","0","0",0,"N","2017/05/11",1939,39.38
"1984",1979,"AFV20","Grutas","C8","D","N","19","0","0",0,"S","2017/05/18",1979,39.38
"1985",1989,"AFV20","Grutas","C8","D","N","19","0","0",0,"N","2017/05/25",1989,39.38
"1986",1909,"AFV20","Grutas","C8","RP","N","0","0","0",0,"S","2017/06/01",1909,39.38
"1987",1959,"AFV20","Grutas","C8","RP","N","0","0","0",0,"N","2017/06/15",1959,39.38
"1988",1999,"AFV20","Grutas","C8","RP","N","0","0","0",0,"N","2017/06/29",1999,39.38
"1989",1949,"AFV20","Grutas","C8","RP","N","0","0","0",0,"N","2017/07/13",1949,39.38
"1990",1969,"AFV20","Grutas","C8","RP","N","0","0","0",0,"N","2017/08/15",1969,39.38
"1991",1920,"AFV20","Grutas","C9","N","N","0","0","0",0,"N","2017/05/05",1920,39.38
"1992",1930,"AFV20","Grutas","C9","N","N","0","0","0",0,"N","2017/05/07",1930,39.38
"1993",1940,"AFV20","Grutas","C9","N","N","0","0","0",0,"N","2017/05/11",1940,39.38
"1994",1980,"AFV20","Grutas","C9","D","N","16","0","0",0,"S","2017/05/18",1980,39.38
"1995",1990,"AFV20","Grutas","C9","D","N","16","0","0",0,"N","2017/05/25",1990,39.38
"1996",1910,"AFV20","Grutas","C9","RP","N","0","0","0",0,"S","2017/06/01",1910,39.38
"1997",1960,"AFV20","Grutas","C9","RP","N","0","0","0",0,"N","2017/06/15",1960,39.38
"1998",2000,"AFV20","Grutas","C9","RP","N","0","0","0",0,"N","2017/06/29",2000,39.38
"1999",1950,"AFV20","Grutas","C9","RP","N","0","0","0",0,"N","2017/07/13",1950,39.38
"2000",1970,"AFV20","Grutas","C9","RP","N","0","0","0",0,"N","2017/08/15",1970,39.38
