;Pontos;Nome;Semente;Destino;Enterrada;Distancia;D2;D3;D4;Mudanca;X12;Data;Sessenta
288;AFV05b;Banheiro;C10;N;N;0;0;0;0;N;NA;2018/08/01;31.15384615
289;AFV05b;Banheiro;C2;N;N;0;0;0;0;N;NA;2018/04/20;31.15384615
290;AFV05b;Banheiro;C2;N;N;0;0;0;0;N;NA;2018/04/24;31.15384615
291;AFV05b;Banheiro;C2;N;N;0;0;0;0;N;NA;2018/05/02;31.15384615
292;AFV05b;Banheiro;C2;N;N;0;0;0;0;N;NA;2018/05/09;31.15384615
293;AFV05b;Banheiro;C2;N;N;0;0;0;0;N;NA;2018/05/16;31.15384615
294;AFV05b;Banheiro;C2;N;N;0;0;0;0;N;NA;2018/05/30;31.15384615
295;AFV05b;Banheiro;C2;D;S;17;0;0;0;S;NA;2018/06/14;31.15384615
296;AFV05b;Banheiro;C2;D;S;17;0;0;0;N;NA;2018/07/02;31.15384615
297;AFV05b;Banheiro;C2;D;S;17;0;0;0;N;NA;2018/08/01;31.15384615
298;AFV05b;Banheiro;C3;N;N;0;0;0;0;N;NA;2018/04/20;31.15384615
299;AFV05b;Banheiro;C3;S;N;39.2;0;0;0;S;NA;2018/04/24;31.15384615
300;AFV05b;Banheiro;C3;S;N;39.2;0;0;0;N;NA;2018/05/02;31.15384615
301;AFV05b;Banheiro;C3;S;N;39.2;0;0;0;N;NA;2018/05/09;31.15384615
302;AFV05b;Banheiro;C3;S;N;39.2;0;0;0;N;NA;2018/05/16;31.15384615
303;AFV05b;Banheiro;C3;S;N;39.2;0;0;0;N;NA;2018/05/30;31.15384615
304;AFV05b;Banheiro;C3;S;N;39.2;0;0;0;N;NA;2018/06/14;31.15384615
305;AFV05b;Banheiro;C3;S;N;39.2;0;0;0;N;NA;2018/07/02;31.15384615
306;AFV05b;Banheiro;C3;S;N;39.2;0;0;0;N;NA;2018/08/01;31.15384615
307;AFV05b;Banheiro;C4;N;N;0;0;0;0;N;NA;2018/04/20;31.15384615
308;AFV05b;Banheiro;C4;N;N;0;0;0;0;N;NA;2018/04/24;31.15384615
309;AFV05b;Banheiro;C4;N;N;0;0;0;0;N;NA;2018/05/02;31.15384615
310;AFV05b;Banheiro;C4;N;N;0;0;0;0;N;NA;2018/05/09;31.15384615
311;AFV05b;Banheiro;C4;N;N;0;0;0;0;N;NA;2018/05/16;31.15384615
312;AFV05b;Banheiro;C4;N;N;0;0;0;0;N;NA;2018/05/30;31.15384615
313;AFV05b;Banheiro;C4;N;N;0;0;0;0;N;NA;2018/06/14;31.15384615
314;AFV05b;Banheiro;C4;N;N;0;0;0;0;N;NA;2018/07/02;31.15384615
315;AFV05b;Banheiro;C4;N;N;0;0;0;0;N;NA;2018/08/01;31.15384615
316;AFV05b;Banheiro;C5;N;N;0;0;0;0;N;NA;2018/04/20;31.15384615
317;AFV05b;Banheiro;C5;N;N;0;0;0;0;N;NA;2018/04/24;31.15384615
318;AFV05b;Banheiro;C5;N;N;0;0;0;0;N;NA;2018/05/02;31.15384615
319;AFV05b;Banheiro;C5;N;N;0;0;0;0;N;NA;2018/05/09;31.15384615
320;AFV05b;Banheiro;C5;N;N;0;0;0;0;N;NA;2018/05/16;31.15384615
321;AFV05b;Banheiro;C5;N;N;0;0;0;0;N;NA;2018/05/30;31.15384615
322;AFV05b;Banheiro;C5;N;N;0;0;0;0;N;NA;2018/06/14;31.15384615
323;AFV05b;Banheiro;C5;N;N;0;0;0;0;N;NA;2018/07/02;31.15384615
324;AFV05b;Banheiro;C5;N;N;0;0;0;0;N;NA;2018/08/01;31.15384615
325;AFV05b;Banheiro;C6;N;N;0;0;0;0;N;NA;2018/04/20;31.15384615
326;AFV05b;Banheiro;C6;N;N;0;0;0;0;N;NA;2018/04/24;31.15384615
327;AFV05b;Banheiro;C6;N;N;0;0;0;0;N;NA;2018/05/02;31.15384615
328;AFV05b;Banheiro;C6;N;N;0;0;0;0;N;NA;2018/05/09;31.15384615
329;AFV05b;Banheiro;C6;N;N;0;0;0;0;N;NA;2018/05/16;31.15384615
330;AFV05b;Banheiro;C6;N;N;0;0;0;0;N;NA;2018/05/30;31.15384615
331;AFV05b;Banheiro;C6;N;N;0;0;0;0;N;NA;2018/06/14;31.15384615
332;AFV05b;Banheiro;C6;N;N;0;0;0;0;N;NA;2018/07/02;31.15384615
333;AFV05b;Banheiro;C6;N;N;0;0;0;0;N;NA;2018/08/01;31.15384615
334;AFV05b;Banheiro;C7;N;N;0;0;0;0;N;NA;2018/04/20;31.15384615
335;AFV05b;Banheiro;C7;N;N;0;0;0;0;N;NA;2018/04/24;31.15384615
336;AFV05b;Banheiro;C7;N;N;0;0;0;0;N;NA;2018/05/02;31.15384615
337;AFV05b;Banheiro;C7;N;N;0;0;0;0;N;NA;2018/05/09;31.15384615
338;AFV05b;Banheiro;C7;N;N;0;0;0;0;N;NA;2018/05/16;31.15384615
339;AFV05b;Banheiro;C7;N;N;0;0;0;0;N;NA;2018/05/30;31.15384615
340;AFV05b;Banheiro;C7;D;S;14;0;0;0;S;NA;2018/06/14;31.15384615
341;AFV05b;Banheiro;C7;D;S;14;0;0;0;N;NA;2018/07/02;31.15384615
342;AFV05b;Banheiro;C7;D;S;14;0;0;0;N;NA;2018/08/01;31.15384615
343;AFV05b;Banheiro;C8;N;N;0;0;0;0;N;NA;2018/04/20;31.15384615
344;AFV05b;Banheiro;C8;N;N;0;0;0;0;N;NA;2018/04/24;31.15384615
345;AFV05b;Banheiro;C8;N;N;0;0;0;0;N;NA;2018/05/02;31.15384615
346;AFV05b;Banheiro;C8;N;N;0;0;0;0;N;NA;2018/05/09;31.15384615
347;AFV05b;Banheiro;C8;N;N;0;0;0;0;N;NA;2018/05/16;31.15384615
348;AFV05b;Banheiro;C8;N;N;0;0;0;0;N;NA;2018/05/30;31.15384615
349;AFV05b;Banheiro;C8;S;N;0;0;0;0;S;NA;2018/06/14;31.15384615
350;AFV05b;Banheiro;C8;S;N;0;0;0;0;N;NA;2018/07/02;31.15384615
351;AFV05b;Banheiro;C8;S;N;0;0;0;0;N;NA;2018/08/01;31.15384615
352;AFV05b;Banheiro;C9;N;N;0;0;0;0;N;NA;2018/04/20;31.15384615
353;AFV05b;Banheiro;C9;N;N;0;0;0;0;N;NA;2018/04/24;31.15384615
354;AFV05b;Banheiro;C9;N;N;0;0;0;0;N;NA;2018/05/02;31.15384615
355;AFV05b;Banheiro;C9;N;N;0;0;0;0;N;NA;2018/05/09;31.15384615
356;AFV05b;Banheiro;C9;N;N;0;0;0;0;N;NA;2018/05/16;31.15384615
357;AFV05b;Banheiro;C9;N;N;0;0;0;0;N;NA;2018/05/30;31.15384615
358;AFV05b;Banheiro;C9;S;N;0;0;0;0;S;NA;2018/06/14;31.15384615
359;AFV05b;Banheiro;C9;S;N;0;0;0;0;N;NA;2018/07/02;31.15384615
360;AFV05b;Banheiro;C9;S;N;0;0;0;0;N;NA;2018/08/01;31.15384615
361;AFV06;Muro;C1;N;N;0;0;0;0;N;NA;2018/04/20;12.85714286
362;AFV06;Muro;C1;N;N;0;0;0;0;N;NA;2018/04/24;12.85714286
363;AFV06;Muro;C1;N;N;0;0;0;0;N;NA;2018/05/02;12.85714286
364;AFV06;Muro;C1;N;N;0;0;0;0;N;NA;2018/05/09;12.85714286
365;AFV06;Muro;C1;N;N;0;0;0;0;N;NA;2018/05/16;12.85714286
366;AFV06;Muro;C1;N;N;0;0;0;0;N;NA;2018/05/30;12.85714286
367;AFV06;Muro;C1;N;N;0;0;0;0;N;NA;2018/06/14;12.85714286
368;AFV06;Muro;C1;N;N;0;0;0;0;N;NA;2018/07/02;12.85714286
369;AFV06;Muro;C1;N;N;0;0;0;0;N;NA;2018/08/01;12.85714286
370;AFV06;Muro;C10;N;N;0;0;0;0;N;NA;2018/04/20;12.85714286
371;AFV06;Muro;C10;N;N;0;0;0;0;N;NA;2018/04/24;12.85714286
372;AFV06;Muro;C10;N;N;0;0;0;0;N;NA;2018/05/02;12.85714286
373;AFV06;Muro;C10;N;N;0;0;0;0;N;NA;2018/05/09;12.85714286
374;AFV06;Muro;C10;N;N;0;0;0;0;N;NA;2018/05/16;12.85714286
375;AFV06;Muro;C10;N;N;0;0;0;0;N;NA;2018/05/30;12.85714286
376;AFV06;Muro;C10;N;N;0;0;0;0;N;NA;2018/06/14;12.85714286
377;AFV06;Muro;C10;P;N;0;0;0;0;S;NA;2018/07/02;12.85714286
378;AFV06;Muro;C10;P;N;0;0;0;0;N;NA;2018/08/01;12.85714286
379;AFV06;Muro;C2;N;N;0;0;0;0;N;NA;2018/04/20;12.85714286
380;AFV06;Muro;C2;N;N;0;0;0;0;N;NA;2018/04/24;12.85714286
381;AFV06;Muro;C2;N;N;0;0;0;0;N;NA;2018/05/02;12.85714286
382;AFV06;Muro;C2;N;N;0;0;0;0;N;NA;2018/05/09;12.85714286
383;AFV06;Muro;C2;N;N;0;0;0;0;N;NA;2018/05/16;12.85714286
384;AFV06;Muro;C2;N;N;0;0;0;0;N;NA;2018/05/30;12.85714286
385;AFV06;Muro;C2;N;N;0;0;0;0;N;NA;2018/06/14;12.85714286
386;AFV06;Muro;C2;N;N;0;0;0;0;N;NA;2018/07/02;12.85714286
387;AFV06;Muro;C2;N;N;0;0;0;0;N;NA;2018/08/01;12.85714286
388;AFV06;Muro;C3;N;N;0;0;0;0;N;NA;2018/04/20;12.85714286
389;AFV06;Muro;C3;N;N;0;0;0;0;N;NA;2018/04/24;12.85714286
390;AFV06;Muro;C3;N;N;0;0;0;0;N;NA;2018/05/02;12.85714286
391;AFV06;Muro;C3;N;N;0;0;0;0;N;NA;2018/05/09;12.85714286
392;AFV06;Muro;C3;N;N;0;0;0;0;N;NA;2018/05/16;12.85714286
393;AFV06;Muro;C3;N;N;0;0;0;0;N;NA;2018/05/30;12.85714286
394;AFV06;Muro;C3;N;N;0;0;0;0;N;NA;2018/06/14;12.85714286
395;AFV06;Muro;C3;N;N;0;0;0;0;N;NA;2018/07/02;12.85714286
396;AFV06;Muro;C3;N;N;0;0;0;0;N;NA;2018/08/01;12.85714286
397;AFV06;Muro;C4;N;N;0;0;0;0;N;NA;2018/04/20;12.85714286
398;AFV06;Muro;C4;N;N;0;0;0;0;N;NA;2018/04/24;12.85714286
399;AFV06;Muro;C4;N;N;0;0;0;0;N;NA;2018/05/02;12.85714286
400;AFV06;Muro;C4;N;N;0;0;0;0;N;NA;2018/05/09;12.85714286
401;AFV06;Muro;C4;N;N;0;0;0;0;N;NA;2018/05/16;12.85714286
402;AFV06;Muro;C4;N;N;0;0;0;0;N;NA;2018/05/30;12.85714286
403;AFV06;Muro;C4;N;N;0;0;0;0;N;NA;2018/06/14;12.85714286
404;AFV06;Muro;C4;N;N;0;0;0;0;N;NA;2018/07/02;12.85714286
405;AFV06;Muro;C4;N;N;0;0;0;0;N;NA;2018/08/01;12.85714286
406;AFV06;Muro;C5;N;N;0;0;0;0;N;NA;2018/04/20;12.85714286
407;AFV06;Muro;C5;N;N;0;0;0;0;N;NA;2018/04/24;12.85714286
408;AFV06;Muro;C5;N;N;0;0;0;0;N;NA;2018/05/02;12.85714286
409;AFV06;Muro;C5;N;N;0;0;0;0;N;NA;2018/05/09;12.85714286
410;AFV06;Muro;C5;N;N;0;0;0;0;N;NA;2018/05/16;12.85714286
411;AFV06;Muro;C5;P;N;0;0;0;0;;NA;2018/05/30;12.85714286
412;AFV06;Muro;C5;P;N;0;0;0;0;N;NA;2018/06/14;12.85714286
413;AFV06;Muro;C5;P;N;0;0;0;0;N;NA;2018/07/02;12.85714286
414;AFV06;Muro;C5;P;N;0;0;0;0;N;NA;2018/08/01;12.85714286
415;AFV06;Muro;C6;N;N;0;0;0;0;N;NA;2018/04/20;12.85714286
416;AFV06;Muro;C6;N;N;0;0;0;0;N;NA;2018/04/24;12.85714286
417;AFV06;Muro;C6;N;N;0;0;0;0;N;NA;2018/05/02;12.85714286
418;AFV06;Muro;C6;N;N;0;0;0;0;N;NA;2018/05/09;12.85714286
419;AFV06;Muro;C6;N;N;0;0;0;0;N;NA;2018/05/16;12.85714286
420;AFV06;Muro;C6;P;N;0;0;0;0;S;NA;2018/05/30;12.85714286
421;AFV06;Muro;C6;P;N;0;0;0;0;N;NA;2018/06/14;12.85714286
422;AFV06;Muro;C6;P;N;0;0;0;0;N;NA;2018/07/02;12.85714286
423;AFV06;Muro;C6;P;N;0;0;0;0;N;NA;2018/08/01;12.85714286
424;AFV06;Muro;C7;N;N;0;0;0;0;N;NA;2018/04/20;12.85714286
425;AFV06;Muro;C7;N;N;0;0;0;0;N;NA;2018/04/24;12.85714286
426;AFV06;Muro;C7;N;N;0;0;0;0;N;NA;2018/05/02;12.85714286
427;AFV06;Muro;C7;N;N;0;0;0;0;N;NA;2018/05/09;12.85714286
428;AFV06;Muro;C7;N;N;0;0;0;0;N;NA;2018/05/16;12.85714286
429;AFV06;Muro;C7;N;N;0;0;0;0;N;NA;2018/05/30;12.85714286
430;AFV06;Muro;C7;N;N;0;0;0;0;N;NA;2018/06/14;12.85714286
431;AFV06;Muro;C7;N;N;0;0;0;0;N;NA;2018/07/02;12.85714286
432;AFV06;Muro;C7;N;N;0;0;0;0;N;NA;2018/08/01;12.85714286
433;AFV06;Muro;C8;N;N;0;0;0;0;N;NA;2018/04/20;12.85714286
434;AFV06;Muro;C8;N;N;0;0;0;0;N;NA;2018/04/24;12.85714286
435;AFV06;Muro;C8;N;N;0;0;0;0;N;NA;2018/05/02;12.85714286
436;AFV06;Muro;C8;N;N;0;0;0;0;N;NA;2018/05/09;12.85714286
437;AFV06;Muro;C8;N;N;0;0;0;0;N;NA;2018/05/16;12.85714286
438;AFV06;Muro;C8;N;N;0;0;0;0;N;NA;2018/05/30;12.85714286
439;AFV06;Muro;C8;N;N;0;0;0;0;N;NA;2018/06/14;12.85714286
440;AFV06;Muro;C8;N;N;0;0;0;0;N;NA;2018/07/02;12.85714286
441;AFV06;Muro;C8;N;N;0;0;0;0;N;NA;2018/08/01;12.85714286
442;AFV06;Muro;C9;N;N;0;0;0;0;N;NA;2018/04/20;12.85714286
443;AFV06;Muro;C9;N;N;0;0;0;0;N;NA;2018/04/24;12.85714286
444;AFV06;Muro;C9;N;N;0;0;0;0;N;NA;2018/05/02;12.85714286
445;AFV06;Muro;C9;N;N;0;0;0;0;N;NA;2018/05/09;12.85714286
446;AFV06;Muro;C9;N;N;0;0;0;0;N;NA;2018/05/16;12.85714286
447;AFV06;Muro;C9;N;N;0;0;0;0;N;NA;2018/05/30;12.85714286
448;AFV06;Muro;C9;N;N;0;0;0;0;N;NA;2018/06/14;12.85714286
449;AFV06;Muro;C9;P;N;0;0;0;0;S;NA;2018/07/02;12.85714286
450;AFV06;Muro;C9;P;N;0;0;0;0;N;NA;2018/08/01;12.85714286
451;AFV07;Lago das Fadas;C1;N;N;0;0;0;0;N;NA;2018/04/20;51
452;AFV07;Lago das Fadas;C1;N;N;0;0;0;0;N;NA;2018/04/24;51
453;AFV07;Lago das Fadas;C1;N;N;0;0;0;0;N;NA;2018/05/02;51
454;AFV07;Lago das Fadas;C1;N;N;0;0;0;0;N;NA;2018/05/09;51
455;AFV07;Lago das Fadas;C1;N;N;0;0;0;0;N;NA;2018/05/16;51
456;AFV07;Lago das Fadas;C1;N;N;0;0;0;0;N;NA;2018/05/30;51
457;AFV07;Lago das Fadas;C1;S;N;0;0;0;0;S;NA;2018/06/14;51
458;AFV07;Lago das Fadas;C1;S;N;0;0;0;0;N;NA;2018/07/02;51
459;AFV07;Lago das Fadas;C1;S;N;0;0;0;0;N;NA;2018/08/01;51
460;AFV07;Lago das Fadas;C10;N;N;0;0;0;0;N;NA;2018/04/20;51
461;AFV07;Lago das Fadas;C10;N;N;0;0;0;0;N;NA;2018/04/24;51
462;AFV07;Lago das Fadas;C10;N;N;0;0;0;0;N;NA;2018/05/02;51
463;AFV07;Lago das Fadas;C10;N;N;0;0;0;0;N;NA;2018/05/09;51
464;AFV07;Lago das Fadas;C10;N;N;0;0;0;0;N;NA;2018/05/16;51
465;AFV07;Lago das Fadas;C10;N;N;0;0;0;0;N;NA;2018/05/30;51
466;AFV07;Lago das Fadas;C10;P;N;0;0;0;0;S;NA;2018/06/14;51
467;AFV07;Lago das Fadas;C10;P;N;0;0;0;0;N;NA;2018/07/02;51
468;AFV07;Lago das Fadas;C10;P;N;0;0;0;0;N;NA;2018/08/01;51
469;AFV07;Lago das Fadas;C2;N;N;0;0;0;0;N;NA;2018/04/20;51
470;AFV07;Lago das Fadas;C2;N;N;0;0;0;0;N;NA;2018/04/24;51
471;AFV07;Lago das Fadas;C2;N;N;0;0;0;0;N;NA;2018/05/02;51
472;AFV07;Lago das Fadas;C2;N;N;0;0;0;0;N;NA;2018/05/09;51
473;AFV07;Lago das Fadas;C2;N;N;0;0;0;0;N;NA;2018/05/16;51
474;AFV07;Lago das Fadas;C2;N;N;0;0;0;0;N;NA;2018/05/30;51
475;AFV07;Lago das Fadas;C2;S;N;0;0;0;0;S;NA;2018/06/14;51
476;AFV07;Lago das Fadas;C2;S;N;0;0;0;0;N;NA;2018/07/02;51
477;AFV07;Lago das Fadas;C2;S;N;0;0;0;0;N;NA;2018/08/01;51
478;AFV07;Lago das Fadas;C3;N;N;0;0;0;0;N;NA;2018/04/20;51
479;AFV07;Lago das Fadas;C3;N;N;0;0;0;0;N;NA;2018/04/24;51
480;AFV07;Lago das Fadas;C3;N;N;0;0;0;0;N;NA;2018/05/02;51
481;AFV07;Lago das Fadas;C3;N;N;0;0;0;0;N;NA;2018/05/09;51
482;AFV07;Lago das Fadas;C3;N;N;0;0;0;0;N;NA;2018/05/16;51
483;AFV07;Lago das Fadas;C3;N;N;0;0;0;0;N;NA;2018/05/30;51
484;AFV07;Lago das Fadas;C3;S;N;0;0;0;0;S;NA;2018/06/14;51
485;AFV07;Lago das Fadas;C3;S;N;0;0;0;0;N;NA;2018/07/02;51
486;AFV07;Lago das Fadas;C3;S;N;0;0;0;0;N;NA;2018/08/01;51
487;AFV07;Lago das Fadas;C4;N;N;0;0;0;0;N;NA;2018/04/20;51
488;AFV07;Lago das Fadas;C4;N;N;0;0;0;0;N;NA;2018/04/24;51
489;AFV07;Lago das Fadas;C4;N;N;0;0;0;0;N;NA;2018/05/02;51
490;AFV07;Lago das Fadas;C4;N;N;0;0;0;0;N;NA;2018/05/09;51
491;AFV07;Lago das Fadas;C4;N;N;0;0;0;0;N;NA;2018/05/16;51
492;AFV07;Lago das Fadas;C4;N;N;0;0;0;0;N;NA;2018/05/30;51
493;AFV07;Lago das Fadas;C4;P;N;0;0;0;0;S;NA;2018/06/14;51
494;AFV07;Lago das Fadas;C4;P;N;0;0;0;0;N;NA;2018/07/02;51
495;AFV07;Lago das Fadas;C4;P;N;0;0;0;0;N;NA;2018/08/01;51
496;AFV07;Lago das Fadas;C5;N;N;0;0;0;0;N;NA;2018/04/20;51
497;AFV07;Lago das Fadas;C5;N;N;0;0;0;0;N;NA;2018/04/24;51
498;AFV07;Lago das Fadas;C5;N;N;0;0;0;0;N;NA;2018/05/02;51
499;AFV07;Lago das Fadas;C5;N;N;0;0;0;0;N;NA;2018/05/09;51
500;AFV07;Lago das Fadas;C5;N;N;0;0;0;0;N;NA;2018/05/16;51
501;AFV07;Lago das Fadas;C5;N;N;0;0;0;0;N;NA;2018/05/30;51
502;AFV07;Lago das Fadas;C5;P;N;0;0;0;0;S;NA;2018/06/14;51
503;AFV07;Lago das Fadas;C5;P;N;0;0;0;0;N;NA;2018/07/02;51
504;AFV07;Lago das Fadas;C5;P;N;0;0;0;0;N;NA;2018/08/01;51
505;AFV07;Lago das Fadas;C6;N;N;0;0;0;0;N;NA;2018/04/20;51
506;AFV07;Lago das Fadas;C6;N;N;0;0;0;0;N;NA;2018/04/24;51
507;AFV07;Lago das Fadas;C6;N;N;0;0;0;0;N;NA;2018/05/02;51
508;AFV07;Lago das Fadas;C6;N;N;0;0;0;0;N;NA;2018/05/09;51
509;AFV07;Lago das Fadas;C6;N;N;0;0;0;0;N;NA;2018/05/16;51
510;AFV07;Lago das Fadas;C6;N;N;0;0;0;0;N;NA;2018/05/30;51
511;AFV07;Lago das Fadas;C6;P;N;0;0;0;0;S;NA;2018/06/14;51
512;AFV07;Lago das Fadas;C6;P;N;0;0;0;0;N;NA;2018/07/02;51
513;AFV07;Lago das Fadas;C6;P;N;0;0;0;0;N;NA;2018/08/01;51
514;AFV07;Lago das Fadas;C7;N;N;0;0;0;0;N;NA;2018/04/20;51
515;AFV07;Lago das Fadas;C7;N;N;0;0;0;0;N;NA;2018/04/24;51
516;AFV07;Lago das Fadas;C7;N;N;0;0;0;0;N;NA;2018/05/02;51
517;AFV07;Lago das Fadas;C7;N;N;0;0;0;0;N;NA;2018/05/09;51
518;AFV07;Lago das Fadas;C7;N;N;0;0;0;0;N;NA;2018/05/16;51
519;AFV07;Lago das Fadas;C7;N;N;0;0;0;0;N;NA;2018/05/30;51
520;AFV07;Lago das Fadas;C7;P;N;0;0;0;0;S;NA;2018/06/14;51
521;AFV07;Lago das Fadas;C7;P;N;0;0;0;0;N;NA;2018/07/02;51
522;AFV07;Lago das Fadas;C7;P;N;0;0;0;0;N;NA;2018/08/01;51
523;AFV07;Lago das Fadas;C8;N;N;0;0;0;0;N;NA;2018/04/20;51
524;AFV07;Lago das Fadas;C8;N;N;0;0;0;0;N;NA;2018/04/24;51
525;AFV07;Lago das Fadas;C8;N;N;0;0;0;0;N;NA;2018/05/02;51
526;AFV07;Lago das Fadas;C8;N;N;0;0;0;0;N;NA;2018/05/09;51
527;AFV07;Lago das Fadas;C8;N;N;0;0;0;0;N;NA;2018/05/16;51
528;AFV07;Lago das Fadas;C8;N;N;0;0;0;0;N;NA;2018/05/30;51
529;AFV07;Lago das Fadas;C8;S;N;0;0;0;0;S;NA;2018/06/14;51
530;AFV07;Lago das Fadas;C8;S;N;0;0;0;0;N;NA;2018/07/02;51
531;AFV07;Lago das Fadas;C8;S;N;0;0;0;0;N;NA;2018/08/01;51
532;AFV07;Lago das Fadas;C9;N;N;0;0;0;0;N;NA;2018/04/20;51
533;AFV07;Lago das Fadas;C9;N;N;0;0;0;0;N;NA;2018/04/24;51
534;AFV07;Lago das Fadas;C9;N;N;0;0;0;0;N;NA;2018/05/02;51
535;AFV07;Lago das Fadas;C9;N;N;0;0;0;0;N;NA;2018/05/09;51
536;AFV07;Lago das Fadas;C9;N;N;0;0;0;0;N;NA;2018/05/16;51
537;AFV07;Lago das Fadas;C9;N;N;0;0;0;0;N;NA;2018/05/30;51
538;AFV07;Lago das Fadas;C9;S;N;0;0;0;0;S;NA;2018/06/14;51
539;AFV07;Lago das Fadas;C9;S;N;0;0;0;0;N;NA;2018/07/02;51
540;AFV07;Lago das Fadas;C9;S;N;0;0;0;0;N;NA;2018/08/01;51
541;AFV08;Cercado;C1;D;N;17;0;0;0;S;NA;2018/04/20;38
542;AFV08;Cercado;C1;RP;N;17;0;0;0;S;NA;2018/04/24;38
543;AFV08;Cercado;C1;P;N;17;0;0;0;N;NA;2018/05/02;38
544;AFV08;Cercado;C1;P;N;17;0;0;0;N;NA;2018/05/09;38
545;AFV08;Cercado;C1;P;N;17;0;0;0;N;NA;2018/05/16;38
546;AFV08;Cercado;C1;P;N;17;0;0;0;N;NA;2018/05/30;38
547;AFV08;Cercado;C1;P;N;17;0;0;0;N;NA;2018/06/14;38
548;AFV08;Cercado;C1;P;N;17;0;0;0;N;NA;2018/07/02;38
549;AFV08;Cercado;C1;P;N;17;0;0;0;N;NA;2018/08/01;38
550;AFV08;Cercado;C10;D;N;32;0;0;0;S;NA;2018/04/20;38
551;AFV08;Cercado;C10;RP;N;32;0;0;0;S;NA;2018/04/24;38
552;AFV08;Cercado;C10;RP;N;32;0;0;0;N;Acabou a linha;2018/05/02;38
553;AFV08;Cercado;C10;RP;N;32;0;0;0;N;NA;2018/05/09;38
554;AFV08;Cercado;C10;RP;N;32;0;0;0;N;NA;2018/05/16;38
555;AFV08;Cercado;C10;RP;N;32;0;0;0;N;NA;2018/05/30;38
556;AFV08;Cercado;C10;RP;N;32;0;0;0;N;NA;2018/06/14;38
557;AFV08;Cercado;C10;RP;N;32;0;0;0;N;NA;2018/07/02;38
558;AFV08;Cercado;C10;RP;N;32;0;0;0;N;NA;2018/08/01;38
559;AFV08;Cercado;C2;D;N;16;0;0;0;S;NA;2018/04/20;38
560;AFV08;Cercado;C2;S;N;16;0;0;0;S;NA;2018/04/24;38
561;AFV08;Cercado;C2;S;N;16;0;0;0;N;NA;2018/05/02;38
562;AFV08;Cercado;C2;S;N;16;0;0;0;N;NA;2018/05/09;38
563;AFV08;Cercado;C2;S;N;16;0;0;0;N;NA;2018/05/16;38
564;AFV08;Cercado;C2;S;N;16;0;0;0;N;NA;2018/05/30;38
565;AFV08;Cercado;C2;S;N;16;0;0;0;N;NA;2018/06/14;38
566;AFV08;Cercado;C2;S;N;16;0;0;0;N;NA;2018/07/02;38
567;AFV08;Cercado;C2;S;N;16;0;0;0;N;NA;2018/08/01;38
568;AFV08;Cercado;C3;N;N;0;0;0;0;N;NA;2018/04/20;38
569;AFV08;Cercado;C3;N;N;0;0;0;0;N;NA;2018/04/24;38
570;AFV08;Cercado;C3;P;N;25;0;0;0;S;NA;2018/05/02;38
571;AFV08;Cercado;C3;P;N;25;0;0;0;N;NA;2018/05/09;38
572;AFV08;Cercado;C3;P;N;25;0;0;0;N;NA;2018/05/16;38
573;AFV08;Cercado;C3;P;N;25;0;0;0;N;NA;2018/05/30;38
574;AFV08;Cercado;C3;P;N;25;0;0;0;N;NA;2018/06/14;38
575;AFV08;Cercado;C3;P;N;25;0;0;0;N;NA;2018/07/02;38
576;AFV08;Cercado;C3;P;N;25;0;0;0;N;NA;2018/08/01;38
577;AFV08;Cercado;C4;N;N;0;0;0;0;N;NA;2018/04/20;38
578;AFV08;Cercado;C4;N;N;0;0;0;0;N;NA;2018/04/24;38
579;AFV08;Cercado;C4;D;N;15;0;0;0;S;NA;2018/05/02;38
580;AFV08;Cercado;C4;RP;N;15;0;0;0;S;NA;2018/05/09;38
581;AFV08;Cercado;C4;RP;N;15;0;0;0;N;NA;2018/05/16;38
582;AFV08;Cercado;C4;RP;N;15;0;0;0;N;NA;2018/05/30;38
583;AFV08;Cercado;C4;RP;N;15;0;0;0;N;NA;2018/06/14;38
584;AFV08;Cercado;C4;RP;N;15;0;0;0;N;NA;2018/07/02;38
585;AFV08;Cercado;C4;RP;N;15;0;0;0;N;NA;2018/08/01;38
586;AFV08;Cercado;C5;N;N;0;0;0;0;N;NA;2018/04/20;38
587;AFV08;Cercado;C5;N;N;0;0;0;0;N;NA;2018/04/24;38
588;AFV08;Cercado;C5;D;S;43.9;0;0;0;S;NA;2018/05/02;38
589;AFV08;Cercado;C5;D;S;43.9;0;0;0;N;NA;2018/05/09;38
590;AFV08;Cercado;C5;D;S;51;8.5;0;0;S;NA;2018/05/16;38
591;AFV08;Cercado;C5;D;S;51;8.5;0;0;N;NA;2018/05/30;38
592;AFV08;Cercado;C5;D;S;51;8.5;0;0;N;NA;2018/06/14;38
593;AFV08;Cercado;C5;D;S;51;8.5;0;0;N;NA;2018/07/02;38
594;AFV08;Cercado;C5;D;S;51;8.5;0;0;N;NA;2018/08/01;38
595;AFV08;Cercado;C6;P;N;15;0;0;0;S;Acabou a linha;2018/04/20;38
596;AFV08;Cercado;C6;P;N;15;0;0;0;N;NA;2018/04/24;38
597;AFV08;Cercado;C6;P;N;15;0;0;0;N;NA;2018/05/02;38
598;AFV08;Cercado;C6;P;N;15;0;0;0;N;NA;2018/05/09;38
599;AFV08;Cercado;C6;P;N;15;0;0;0;N;NA;2018/05/16;38
