;Pontos;Nome;Semente;Destino;Enterrada;Distancia;D2;D3;D4;Mudanca;X12;Data;Sessenta
205;AFV04;Estrada Excelsior;C2;D;S;21;0;0;0;N;NA;2018/06/14;21.25
206;AFV04;Estrada Excelsior;C2;D;S;21;0;0;0;N;NA;2018/07/02;21.25
207;AFV04;Estrada Excelsior;C2;D;S;21;0;0;0;N;NA;2018/08/01;21.25
208;AFV04;Estrada Excelsior;C3;N;N;0;0;0;0;N;NA;2018/04/20;21.25
209;AFV04;Estrada Excelsior;C3;N;N;0;0;0;0;N;NA;2018/04/24;21.25
210;AFV04;Estrada Excelsior;C3;N;N;0;0;0;0;N;NA;2018/05/02;21.25
211;AFV04;Estrada Excelsior;C3;N;N;0;0;0;0;N;NA;2018/05/09;21.25
212;AFV04;Estrada Excelsior;C3;N;N;0;0;0;0;N;NA;2018/05/16;21.25
213;AFV04;Estrada Excelsior;C3;N;N;0;0;0;0;N;NA;2018/05/30;21.25
214;AFV04;Estrada Excelsior;C3;N;N;0;0;0;0;N;NA;2018/06/14;21.25
215;AFV04;Estrada Excelsior;C3;N;N;0;0;0;0;N;NA;2018/07/02;21.25
216;AFV04;Estrada Excelsior;C3;N;N;0;0;0;0;N;NA;2018/08/01;21.25
217;AFV04;Estrada Excelsior;C4;N;N;0;0;0;0;N;NA;2018/04/20;21.25
218;AFV04;Estrada Excelsior;C4;N;N;0;0;0;0;N;NA;2018/04/24;21.25
219;AFV04;Estrada Excelsior;C4;N;N;0;0;0;0;N;NA;2018/05/02;21.25
220;AFV04;Estrada Excelsior;C4;N;N;0;0;0;0;N;NA;2018/05/09;21.25
221;AFV04;Estrada Excelsior;C4;N;N;0;0;0;0;N;NA;2018/05/16;21.25
222;AFV04;Estrada Excelsior;C4;N;N;0;0;0;0;N;NA;2018/05/30;21.25
223;AFV04;Estrada Excelsior;C4;N;N;0;0;0;0;N;NA;2018/06/14;21.25
224;AFV04;Estrada Excelsior;C4;N;N;0;0;0;0;N;NA;2018/07/02;21.25
225;AFV04;Estrada Excelsior;C4;N;N;0;0;0;0;N;NA;2018/08/01;21.25
226;AFV04;Estrada Excelsior;C5;N;N;0;0;0;0;N;NA;2018/04/20;21.25
227;AFV04;Estrada Excelsior;C5;N;N;0;0;0;0;N;NA;2018/04/24;21.25
228;AFV04;Estrada Excelsior;C5;N;N;0;0;0;0;N;NA;2018/05/02;21.25
229;AFV04;Estrada Excelsior;C5;N;N;0;0;0;0;N;NA;2018/05/09;21.25
230;AFV04;Estrada Excelsior;C5;N;N;0;0;0;0;N;NA;2018/05/16;21.25
231;AFV04;Estrada Excelsior;C5;N;N;0;0;0;0;N;NA;2018/05/30;21.25
232;AFV04;Estrada Excelsior;C5;N;N;0;0;0;0;N;NA;2018/06/14;21.25
233;AFV04;Estrada Excelsior;C5;N;N;0;0;0;0;N;NA;2018/07/02;21.25
234;AFV04;Estrada Excelsior;C5;N;N;0;0;0;0;N;NA;2018/08/01;21.25
235;AFV04;Estrada Excelsior;C6;N;N;0;0;0;0;N;NA;2018/04/20;21.25
236;AFV04;Estrada Excelsior;C6;N;N;0;0;0;0;N;NA;2018/04/24;21.25
237;AFV04;Estrada Excelsior;C6;N;N;0;0;0;0;N;NA;2018/05/02;21.25
238;AFV04;Estrada Excelsior;C6;N;N;0;0;0;0;N;NA;2018/05/09;21.25
239;AFV04;Estrada Excelsior;C6;N;N;0;0;0;0;N;NA;2018/05/16;21.25
240;AFV04;Estrada Excelsior;C6;N;N;0;0;0;0;N;NA;2018/05/30;21.25
241;AFV04;Estrada Excelsior;C6;N;N;0;0;0;0;N;NA;2018/06/14;21.25
242;AFV04;Estrada Excelsior;C6;N;N;0;0;0;0;N;NA;2018/07/02;21.25
243;AFV04;Estrada Excelsior;C6;N;N;0;0;0;0;N;NA;2018/08/01;21.25
244;AFV04;Estrada Excelsior;C7;N;N;0;0;0;0;N;NA;2018/04/20;21.25
245;AFV04;Estrada Excelsior;C7;N;N;0;0;0;0;N;NA;2018/04/24;21.25
246;AFV04;Estrada Excelsior;C7;N;N;0;0;0;0;N;NA;2018/05/02;21.25
247;AFV04;Estrada Excelsior;C7;N;N;0;0;0;0;N;NA;2018/05/09;21.25
248;AFV04;Estrada Excelsior;C7;N;N;0;0;0;0;N;NA;2018/05/16;21.25
249;AFV04;Estrada Excelsior;C7;N;N;0;0;0;0;N;NA;2018/05/30;21.25
250;AFV04;Estrada Excelsior;C7;N;N;0;0;0;0;N;NA;2018/06/14;21.25
251;AFV04;Estrada Excelsior;C7;N;N;0;0;0;0;N;NA;2018/07/02;21.25
252;AFV04;Estrada Excelsior;C7;N;N;0;0;0;0;N;NA;2018/08/01;21.25
253;AFV04;Estrada Excelsior;C8;N;N;0;0;0;0;N;NA;2018/04/20;21.25
254;AFV04;Estrada Excelsior;C8;D;S;21;0;0;0;S;NA;2018/04/24;21.25
255;AFV04;Estrada Excelsior;C8;D;S;21;0;0;0;N;NA;2018/05/02;21.25
256;AFV04;Estrada Excelsior;C8;D;S;21;0;0;0;N;NA;2018/05/09;21.25
257;AFV04;Estrada Excelsior;C8;D;S;21;0;0;0;N;NA;2018/05/16;21.25
258;AFV04;Estrada Excelsior;C8;S;N;0;0;0;0;S;NA;2018/05/30;21.25
259;AFV04;Estrada Excelsior;C8;S;N;0;0;0;0;N;NA;2018/06/14;21.25
260;AFV04;Estrada Excelsior;C8;S;N;0;0;0;0;N;NA;2018/07/02;21.25
261;AFV04;Estrada Excelsior;C8;S;N;0;0;0;0;N;NA;2018/08/01;21.25
262;AFV04;Estrada Excelsior;C9;N;N;0;0;0;0;N;NA;2018/04/20;21.25
263;AFV04;Estrada Excelsior;C9;N;N;0;0;0;0;N;NA;2018/04/24;21.25
264;AFV04;Estrada Excelsior;C9;N;N;0;0;0;0;N;NA;2018/05/02;21.25
265;AFV04;Estrada Excelsior;C9;N;N;0;0;0;0;N;NA;2018/05/09;21.25
266;AFV04;Estrada Excelsior;C9;N;N;0;0;0;0;N;NA;2018/05/16;21.25
267;AFV04;Estrada Excelsior;C9;S;N;0;0;0;0;S;NA;2018/05/30;21.25
268;AFV04;Estrada Excelsior;C9;S;N;0;0;0;0;N;NA;2018/06/14;21.25
269;AFV04;Estrada Excelsior;C9;S;N;0;0;0;0;N;NA;2018/07/02;21.25
270;AFV04;Estrada Excelsior;C9;S;N;0;0;0;0;N;NA;2018/08/01;21.25
271;AFV05b;Banheiro;C1;S;N;66.5;0;0;0;S;NA;2018/04/20;31.15384615
272;AFV05b;Banheiro;C1;S;N;66.5;0;0;0;N;NA;2018/04/24;31.15384615
273;AFV05b;Banheiro;C1;S;N;66.5;0;0;0;N;NA;2018/05/02;31.15384615
274;AFV05b;Banheiro;C1;S;N;66.5;0;0;0;N;NA;2018/05/09;31.15384615
275;AFV05b;Banheiro;C1;S;N;66.5;0;0;0;N;NA;2018/05/16;31.15384615
276;AFV05b;Banheiro;C1;S;N;66.5;0;0;0;N;NA;2018/05/30;31.15384615
277;AFV05b;Banheiro;C1;S;N;66.5;0;0;0;N;NA;2018/06/14;31.15384615
278;AFV05b;Banheiro;C1;S;N;66.5;0;0;0;N;NA;2018/07/02;31.15384615
279;AFV05b;Banheiro;C1;S;N;66.5;0;0;0;N;NA;2018/08/01;31.15384615
280;AFV05b;Banheiro;C10;N;N;0;0;0;0;N;NA;2018/04/20;31.15384615
281;AFV05b;Banheiro;C10;N;N;0;0;0;0;N;NA;2018/04/24;31.15384615
282;AFV05b;Banheiro;C10;N;N;0;0;0;0;N;NA;2018/05/02;31.15384615
283;AFV05b;Banheiro;C10;N;N;0;0;0;0;N;NA;2018/05/09;31.15384615
284;AFV05b;Banheiro;C10;N;N;0;0;0;0;N;NA;2018/05/16;31.15384615
285;AFV05b;Banheiro;C10;N;N;0;0;0;0;N;NA;2018/05/30;31.15384615
286;AFV05b;Banheiro;C10;N;N;0;0;0;0;N;NA;2018/06/14;31.15384615
287;AFV05b;Banheiro;C10;N;N;0;0;0;0;N;NA;2018/07/02;31.15384615
