"","X","Pontos","Nome","Semente","Destino","Enterrada","Distancia","D2","D3","D4","Mudanca","X12","X13","Data","N","Sessenta"
"351",1568,"AFV05b","Banheiro","C8","S","N","0","0",0,0,"N",NA,1568,"2018/08/01",1568,31.15384615
"352",49,"AFV05b","Banheiro","C9","N","N","0","0",0,0,"N",NA,49,"2018/04/20",49,31.15384615
"353",239,"AFV05b","Banheiro","C9","N","N","0","0",0,0,"N",NA,239,"2018/04/24",239,31.15384615
"354",429,"AFV05b","Banheiro","C9","N","N","0","0",0,0,"N",NA,429,"2018/05/02",429,31.15384615
"355",619,"AFV05b","Banheiro","C9","N","N","0","0",0,0,"N",NA,619,"2018/05/09",619,31.15384615
"356",809,"AFV05b","Banheiro","C9","N","N","0","0",0,0,"N",NA,809,"2018/05/16",809,31.15384615
"357",999,"AFV05b","Banheiro","C9","N","N","0","0",0,0,"N",NA,999,"2018/05/30",999,31.15384615
"358",1189,"AFV05b","Banheiro","C9","S","N","0","0",0,0,"S",NA,1189,"2018/06/14",1189,31.15384615
"359",1379,"AFV05b","Banheiro","C9","S","N","0","0",0,0,"N",NA,1379,"2018/07/02",1379,31.15384615
"360",1569,"AFV05b","Banheiro","C9","S","N","0","0",0,0,"N",NA,1569,"2018/08/01",1569,31.15384615
"361",31,"AFV06","Muro","C1","N","N","0","0",0,0,"N",NA,31,"2018/04/20",31,12.85714286
"362",221,"AFV06","Muro","C1","N","N","0","0",0,0,"N",NA,221,"2018/04/24",221,12.85714286
"363",411,"AFV06","Muro","C1","N","N","0","0",0,0,"N",NA,411,"2018/05/02",411,12.85714286
"364",601,"AFV06","Muro","C1","N","N","0","0",0,0,"N",NA,601,"2018/05/09",601,12.85714286
"365",791,"AFV06","Muro","C1","N","N","0","0",0,0,"N",NA,791,"2018/05/16",791,12.85714286
"366",981,"AFV06","Muro","C1","N","N","0","0",0,0,"N",NA,981,"2018/05/30",981,12.85714286
"367",1171,"AFV06","Muro","C1","N","N","0","0",0,0,"N",NA,1171,"2018/06/14",1171,12.85714286
"368",1361,"AFV06","Muro","C1","N","N","0","0",0,0,"N",NA,1361,"2018/07/02",1361,12.85714286
"369",1551,"AFV06","Muro","C1","N","N","0","0",0,0,"N",NA,1551,"2018/08/01",1551,12.85714286
"370",40,"AFV06","Muro","C10","N","N","0","0",0,0,"N",NA,40,"2018/04/20",40,12.85714286
"371",230,"AFV06","Muro","C10","N","N","0","0",0,0,"N",NA,230,"2018/04/24",230,12.85714286
"372",420,"AFV06","Muro","C10","N","N","0","0",0,0,"N",NA,420,"2018/05/02",420,12.85714286
"373",610,"AFV06","Muro","C10","N","N","0","0",0,0,"N",NA,610,"2018/05/09",610,12.85714286
"374",800,"AFV06","Muro","C10","N","N","0","0",0,0,"N",NA,800,"2018/05/16",800,12.85714286
"375",990,"AFV06","Muro","C10","N","N","0","0",0,0,"N",NA,990,"2018/05/30",990,12.85714286
"376",1180,"AFV06","Muro","C10","N","N","0","0",0,0,"N",NA,1180,"2018/06/14",1180,12.85714286
"377",1370,"AFV06","Muro","C10","P","N","0","0",0,0,"S",NA,1370,"2018/07/02",1370,12.85714286
"378",1560,"AFV06","Muro","C10","P","N","0","0",0,0,"N",NA,1560,"2018/08/01",1560,12.85714286
"379",32,"AFV06","Muro","C2","N","N","0","0",0,0,"N",NA,32,"2018/04/20",32,12.85714286
"380",222,"AFV06","Muro","C2","N","N","0","0",0,0,"N",NA,222,"2018/04/24",222,12.85714286
"381",412,"AFV06","Muro","C2","N","N","0","0",0,0,"N",NA,412,"2018/05/02",412,12.85714286
"382",602,"AFV06","Muro","C2","N","N","0","0",0,0,"N",NA,602,"2018/05/09",602,12.85714286
"383",792,"AFV06","Muro","C2","N","N","0","0",0,0,"N",NA,792,"2018/05/16",792,12.85714286
"384",982,"AFV06","Muro","C2","N","N","0","0",0,0,"N",NA,982,"2018/05/30",982,12.85714286
"385",1172,"AFV06","Muro","C2","N","N","0","0",0,0,"N",NA,1172,"2018/06/14",1172,12.85714286
"386",1362,"AFV06","Muro","C2","N","N","0","0",0,0,"N",NA,1362,"2018/07/02",1362,12.85714286
"387",1552,"AFV06","Muro","C2","N","N","0","0",0,0,"N",NA,1552,"2018/08/01",1552,12.85714286
"388",33,"AFV06","Muro","C3","N","N","0","0",0,0,"N",NA,33,"2018/04/20",33,12.85714286
"389",223,"AFV06","Muro","C3","N","N","0","0",0,0,"N",NA,223,"2018/04/24",223,12.85714286
"390",413,"AFV06","Muro","C3","N","N","0","0",0,0,"N",NA,413,"2018/05/02",413,12.85714286
"391",603,"AFV06","Muro","C3","N","N","0","0",0,0,"N",NA,603,"2018/05/09",603,12.85714286
"392",793,"AFV06","Muro","C3","N","N","0","0",0,0,"N",NA,793,"2018/05/16",793,12.85714286
"393",983,"AFV06","Muro","C3","N","N","0","0",0,0,"N",NA,983,"2018/05/30",983,12.85714286
"394",1173,"AFV06","Muro","C3","N","N","0","0",0,0,"N",NA,1173,"2018/06/14",1173,12.85714286
"395",1363,"AFV06","Muro","C3","N","N","0","0",0,0,"N",NA,1363,"2018/07/02",1363,12.85714286
"396",1553,"AFV06","Muro","C3","N","N","0","0",0,0,"N",NA,1553,"2018/08/01",1553,12.85714286
"397",34,"AFV06","Muro","C4","N","N","0","0",0,0,"N",NA,34,"2018/04/20",34,12.85714286
"398",224,"AFV06","Muro","C4","N","N","0","0",0,0,"N",NA,224,"2018/04/24",224,12.85714286
"399",414,"AFV06","Muro","C4","N","N","0","0",0,0,"N",NA,414,"2018/05/02",414,12.85714286
"400",604,"AFV06","Muro","C4","N","N","0","0",0,0,"N",NA,604,"2018/05/09",604,12.85714286
"401",794,"AFV06","Muro","C4","N","N","0","0",0,0,"N",NA,794,"2018/05/16",794,12.85714286
"402",984,"AFV06","Muro","C4","N","N","0","0",0,0,"N",NA,984,"2018/05/30",984,12.85714286
"403",1174,"AFV06","Muro","C4","N","N","0","0",0,0,"N",NA,1174,"2018/06/14",1174,12.85714286
"404",1364,"AFV06","Muro","C4","N","N","0","0",0,0,"N",NA,1364,"2018/07/02",1364,12.85714286
"405",1554,"AFV06","Muro","C4","N","N","0","0",0,0,"N",NA,1554,"2018/08/01",1554,12.85714286
"406",35,"AFV06","Muro","C5","N","N","0","0",0,0,"N",NA,35,"2018/04/20",35,12.85714286
"407",225,"AFV06","Muro","C5","N","N","0","0",0,0,"N",NA,225,"2018/04/24",225,12.85714286
"408",415,"AFV06","Muro","C5","N","N","0","0",0,0,"N",NA,415,"2018/05/02",415,12.85714286
"409",605,"AFV06","Muro","C5","N","N","0","0",0,0,"N",NA,605,"2018/05/09",605,12.85714286
"410",795,"AFV06","Muro","C5","N","N","0","0",0,0,"N",NA,795,"2018/05/16",795,12.85714286
"411",985,"AFV06","Muro","C5","P","N","0","0",0,0,"",NA,985,"2018/05/30",985,12.85714286
"412",1175,"AFV06","Muro","C5","P","N","0","0",0,0,"N",NA,1175,"2018/06/14",1175,12.85714286
"413",1365,"AFV06","Muro","C5","P","N","0","0",0,0,"N",NA,1365,"2018/07/02",1365,12.85714286
"414",1555,"AFV06","Muro","C5","P","N","0","0",0,0,"N",NA,1555,"2018/08/01",1555,12.85714286
"415",36,"AFV06","Muro","C6","N","N","0","0",0,0,"N",NA,36,"2018/04/20",36,12.85714286
"416",226,"AFV06","Muro","C6","N","N","0","0",0,0,"N",NA,226,"2018/04/24",226,12.85714286
"417",416,"AFV06","Muro","C6","N","N","0","0",0,0,"N",NA,416,"2018/05/02",416,12.85714286
"418",606,"AFV06","Muro","C6","N","N","0","0",0,0,"N",NA,606,"2018/05/09",606,12.85714286
"419",796,"AFV06","Muro","C6","N","N","0","0",0,0,"N",NA,796,"2018/05/16",796,12.85714286
"420",986,"AFV06","Muro","C6","P","N","0","0",0,0,"S",NA,986,"2018/05/30",986,12.85714286
"421",1176,"AFV06","Muro","C6","P","N","0","0",0,0,"N",NA,1176,"2018/06/14",1176,12.85714286
"422",1366,"AFV06","Muro","C6","P","N","0","0",0,0,"N",NA,1366,"2018/07/02",1366,12.85714286
"423",1556,"AFV06","Muro","C6","P","N","0","0",0,0,"N",NA,1556,"2018/08/01",1556,12.85714286
"424",37,"AFV06","Muro","C7","N","N","0","0",0,0,"N",NA,37,"2018/04/20",37,12.85714286
"425",227,"AFV06","Muro","C7","N","N","0","0",0,0,"N",NA,227,"2018/04/24",227,12.85714286
"426",417,"AFV06","Muro","C7","N","N","0","0",0,0,"N",NA,417,"2018/05/02",417,12.85714286
"427",607,"AFV06","Muro","C7","N","N","0","0",0,0,"N",NA,607,"2018/05/09",607,12.85714286
"428",797,"AFV06","Muro","C7","N","N","0","0",0,0,"N",NA,797,"2018/05/16",797,12.85714286
"429",987,"AFV06","Muro","C7","N","N","0","0",0,0,"N",NA,987,"2018/05/30",987,12.85714286
"430",1177,"AFV06","Muro","C7","N","N","0","0",0,0,"N",NA,1177,"2018/06/14",1177,12.85714286
"431",1367,"AFV06","Muro","C7","N","N","0","0",0,0,"N",NA,1367,"2018/07/02",1367,12.85714286
"432",1557,"AFV06","Muro","C7","N","N","0","0",0,0,"N",NA,1557,"2018/08/01",1557,12.85714286
"433",38,"AFV06","Muro","C8","N","N","0","0",0,0,"N",NA,38,"2018/04/20",38,12.85714286
"434",228,"AFV06","Muro","C8","N","N","0","0",0,0,"N",NA,228,"2018/04/24",228,12.85714286
"435",418,"AFV06","Muro","C8","N","N","0","0",0,0,"N",NA,418,"2018/05/02",418,12.85714286
"436",608,"AFV06","Muro","C8","N","N","0","0",0,0,"N",NA,608,"2018/05/09",608,12.85714286
"437",798,"AFV06","Muro","C8","N","N","0","0",0,0,"N",NA,798,"2018/05/16",798,12.85714286
"438",988,"AFV06","Muro","C8","N","N","0","0",0,0,"N",NA,988,"2018/05/30",988,12.85714286
"439",1178,"AFV06","Muro","C8","N","N","0","0",0,0,"N",NA,1178,"2018/06/14",1178,12.85714286
"440",1368,"AFV06","Muro","C8","N","N","0","0",0,0,"N",NA,1368,"2018/07/02",1368,12.85714286
"441",1558,"AFV06","Muro","C8","N","N","0","0",0,0,"N",NA,1558,"2018/08/01",1558,12.85714286
"442",39,"AFV06","Muro","C9","N","N","0","0",0,0,"N",NA,39,"2018/04/20",39,12.85714286
"443",229,"AFV06","Muro","C9","N","N","0","0",0,0,"N",NA,229,"2018/04/24",229,12.85714286
"444",419,"AFV06","Muro","C9","N","N","0","0",0,0,"N",NA,419,"2018/05/02",419,12.85714286
"445",609,"AFV06","Muro","C9","N","N","0","0",0,0,"N",NA,609,"2018/05/09",609,12.85714286
"446",799,"AFV06","Muro","C9","N","N","0","0",0,0,"N",NA,799,"2018/05/16",799,12.85714286
"447",989,"AFV06","Muro","C9","N","N","0","0",0,0,"N",NA,989,"2018/05/30",989,12.85714286
"448",1179,"AFV06","Muro","C9","N","N","0","0",0,0,"N",NA,1179,"2018/06/14",1179,12.85714286
"449",1369,"AFV06","Muro","C9","P","N","0","0",0,0,"S",NA,1369,"2018/07/02",1369,12.85714286
"450",1559,"AFV06","Muro","C9","P","N","0","0",0,0,"N",NA,1559,"2018/08/01",1559,12.85714286
"451",1,"AFV07","Lago das Fadas","C1","N","N","0","0",0,0,"N",NA,1,"2018/04/20",1,51
"452",191,"AFV07","Lago das Fadas","C1","N","N","0","0",0,0,"N",NA,191,"2018/04/24",191,51
"453",381,"AFV07","Lago das Fadas","C1","N","N","0","0",0,0,"N",NA,381,"2018/05/02",381,51
"454",571,"AFV07","Lago das Fadas","C1","N","N","0","0",0,0,"N",NA,571,"2018/05/09",571,51
"455",761,"AFV07","Lago das Fadas","C1","N","N","0","0",0,0,"N",NA,761,"2018/05/16",761,51
"456",951,"AFV07","Lago das Fadas","C1","N","N","0","0",0,0,"N",NA,951,"2018/05/30",951,51
"457",1141,"AFV07","Lago das Fadas","C1","S","N","0","0",0,0,"S",NA,1141,"2018/06/14",1141,51
"458",1331,"AFV07","Lago das Fadas","C1","S","N","0","0",0,0,"N",NA,1331,"2018/07/02",1331,51
"459",1521,"AFV07","Lago das Fadas","C1","S","N","0","0",0,0,"N",NA,1521,"2018/08/01",1521,51
"460",10,"AFV07","Lago das Fadas","C10","N","N","0","0",0,0,"N",NA,10,"2018/04/20",10,51
"461",200,"AFV07","Lago das Fadas","C10","N","N","0","0",0,0,"N",NA,200,"2018/04/24",200,51
"462",390,"AFV07","Lago das Fadas","C10","N","N","0","0",0,0,"N",NA,390,"2018/05/02",390,51
"463",580,"AFV07","Lago das Fadas","C10","N","N","0","0",0,0,"N",NA,580,"2018/05/09",580,51
"464",770,"AFV07","Lago das Fadas","C10","N","N","0","0",0,0,"N",NA,770,"2018/05/16",770,51
"465",960,"AFV07","Lago das Fadas","C10","N","N","0","0",0,0,"N",NA,960,"2018/05/30",960,51
"466",1150,"AFV07","Lago das Fadas","C10","P","N","0","0",0,0,"S",NA,1150,"2018/06/14",1150,51
"467",1340,"AFV07","Lago das Fadas","C10","P","N","0","0",0,0,"N",NA,1340,"2018/07/02",1340,51
"468",1530,"AFV07","Lago das Fadas","C10","P","N","0","0",0,0,"N",NA,1530,"2018/08/01",1530,51
"469",2,"AFV07","Lago das Fadas","C2","N","N","0","0",0,0,"N",NA,2,"2018/04/20",2,51
"470",192,"AFV07","Lago das Fadas","C2","N","N","0","0",0,0,"N",NA,192,"2018/04/24",192,51
"471",382,"AFV07","Lago das Fadas","C2","N","N","0","0",0,0,"N",NA,382,"2018/05/02",382,51
"472",572,"AFV07","Lago das Fadas","C2","N","N","0","0",0,0,"N",NA,572,"2018/05/09",572,51
"473",762,"AFV07","Lago das Fadas","C2","N","N","0","0",0,0,"N",NA,762,"2018/05/16",762,51
"474",952,"AFV07","Lago das Fadas","C2","N","N","0","0",0,0,"N",NA,952,"2018/05/30",952,51
"475",1142,"AFV07","Lago das Fadas","C2","S","N","0","0",0,0,"S",NA,1142,"2018/06/14",1142,51
"476",1332,"AFV07","Lago das Fadas","C2","S","N","0","0",0,0,"N",NA,1332,"2018/07/02",1332,51
"477",1522,"AFV07","Lago das Fadas","C2","S","N","0","0",0,0,"N",NA,1522,"2018/08/01",1522,51
"478",3,"AFV07","Lago das Fadas","C3","N","N","0","0",0,0,"N",NA,3,"2018/04/20",3,51
"479",193,"AFV07","Lago das Fadas","C3","N","N","0","0",0,0,"N",NA,193,"2018/04/24",193,51
"480",383,"AFV07","Lago das Fadas","C3","N","N","0","0",0,0,"N",NA,383,"2018/05/02",383,51
"481",573,"AFV07","Lago das Fadas","C3","N","N","0","0",0,0,"N",NA,573,"2018/05/09",573,51
"482",763,"AFV07","Lago das Fadas","C3","N","N","0","0",0,0,"N",NA,763,"2018/05/16",763,51
"483",953,"AFV07","Lago das Fadas","C3","N","N","0","0",0,0,"N",NA,953,"2018/05/30",953,51
"484",1143,"AFV07","Lago das Fadas","C3","S","N","0","0",0,0,"S",NA,1143,"2018/06/14",1143,51
"485",1333,"AFV07","Lago das Fadas","C3","S","N","0","0",0,0,"N",NA,1333,"2018/07/02",1333,51
"486",1523,"AFV07","Lago das Fadas","C3","S","N","0","0",0,0,"N",NA,1523,"2018/08/01",1523,51
"487",4,"AFV07","Lago das Fadas","C4","N","N","0","0",0,0,"N",NA,4,"2018/04/20",4,51
"488",194,"AFV07","Lago das Fadas","C4","N","N","0","0",0,0,"N",NA,194,"2018/04/24",194,51
"489",384,"AFV07","Lago das Fadas","C4","N","N","0","0",0,0,"N",NA,384,"2018/05/02",384,51
"490",574,"AFV07","Lago das Fadas","C4","N","N","0","0",0,0,"N",NA,574,"2018/05/09",574,51
"491",764,"AFV07","Lago das Fadas","C4","N","N","0","0",0,0,"N",NA,764,"2018/05/16",764,51
"492",954,"AFV07","Lago das Fadas","C4","N","N","0","0",0,0,"N",NA,954,"2018/05/30",954,51
"493",1144,"AFV07","Lago das Fadas","C4","P","N","0","0",0,0,"S",NA,1144,"2018/06/14",1144,51
"494",1334,"AFV07","Lago das Fadas","C4","P","N","0","0",0,0,"N",NA,1334,"2018/07/02",1334,51
"495",1524,"AFV07","Lago das Fadas","C4","P","N","0","0",0,0,"N",NA,1524,"2018/08/01",1524,51
"496",5,"AFV07","Lago das Fadas","C5","N","N","0","0",0,0,"N",NA,5,"2018/04/20",5,51
"497",195,"AFV07","Lago das Fadas","C5","N","N","0","0",0,0,"N",NA,195,"2018/04/24",195,51
"498",385,"AFV07","Lago das Fadas","C5","N","N","0","0",0,0,"N",NA,385,"2018/05/02",385,51
"499",575,"AFV07","Lago das Fadas","C5","N","N","0","0",0,0,"N",NA,575,"2018/05/09",575,51
"500",765,"AFV07","Lago das Fadas","C5","N","N","0","0",0,0,"N",NA,765,"2018/05/16",765,51
"501",955,"AFV07","Lago das Fadas","C5","N","N","0","0",0,0,"N",NA,955,"2018/05/30",955,51
"502",1145,"AFV07","Lago das Fadas","C5","P","N","0","0",0,0,"S",NA,1145,"2018/06/14",1145,51
"503",1335,"AFV07","Lago das Fadas","C5","P","N","0","0",0,0,"N",NA,1335,"2018/07/02",1335,51
"504",1525,"AFV07","Lago das Fadas","C5","P","N","0","0",0,0,"N",NA,1525,"2018/08/01",1525,51
"505",6,"AFV07","Lago das Fadas","C6","N","N","0","0",0,0,"N",NA,6,"2018/04/20",6,51
"506",196,"AFV07","Lago das Fadas","C6","N","N","0","0",0,0,"N",NA,196,"2018/04/24",196,51
"507",386,"AFV07","Lago das Fadas","C6","N","N","0","0",0,0,"N",NA,386,"2018/05/02",386,51
"508",576,"AFV07","Lago das Fadas","C6","N","N","0","0",0,0,"N",NA,576,"2018/05/09",576,51
"509",766,"AFV07","Lago das Fadas","C6","N","N","0","0",0,0,"N",NA,766,"2018/05/16",766,51
"510",956,"AFV07","Lago das Fadas","C6","N","N","0","0",0,0,"N",NA,956,"2018/05/30",956,51
"511",1146,"AFV07","Lago das Fadas","C6","P","N","0","0",0,0,"S",NA,1146,"2018/06/14",1146,51
"512",1336,"AFV07","Lago das Fadas","C6","P","N","0","0",0,0,"N",NA,1336,"2018/07/02",1336,51
"513",1526,"AFV07","Lago das Fadas","C6","P","N","0","0",0,0,"N",NA,1526,"2018/08/01",1526,51
"514",7,"AFV07","Lago das Fadas","C7","N","N","0","0",0,0,"N",NA,7,"2018/04/20",7,51
"515",197,"AFV07","Lago das Fadas","C7","N","N","0","0",0,0,"N",NA,197,"2018/04/24",197,51
"516",387,"AFV07","Lago das Fadas","C7","N","N","0","0",0,0,"N",NA,387,"2018/05/02",387,51
"517",577,"AFV07","Lago das Fadas","C7","N","N","0","0",0,0,"N",NA,577,"2018/05/09",577,51
"518",767,"AFV07","Lago das Fadas","C7","N","N","0","0",0,0,"N",NA,767,"2018/05/16",767,51
"519",957,"AFV07","Lago das Fadas","C7","N","N","0","0",0,0,"N",NA,957,"2018/05/30",957,51
"520",1147,"AFV07","Lago das Fadas","C7","P","N","0","0",0,0,"S",NA,1147,"2018/06/14",1147,51
"521",1337,"AFV07","Lago das Fadas","C7","P","N","0","0",0,0,"N",NA,1337,"2018/07/02",1337,51
"522",1527,"AFV07","Lago das Fadas","C7","P","N","0","0",0,0,"N",NA,1527,"2018/08/01",1527,51
"523",8,"AFV07","Lago das Fadas","C8","N","N","0","0",0,0,"N",NA,8,"2018/04/20",8,51
"524",198,"AFV07","Lago das Fadas","C8","N","N","0","0",0,0,"N",NA,198,"2018/04/24",198,51
"525",388,"AFV07","Lago das Fadas","C8","N","N","0","0",0,0,"N",NA,388,"2018/05/02",388,51
"526",578,"AFV07","Lago das Fadas","C8","N","N","0","0",0,0,"N",NA,578,"2018/05/09",578,51
"527",768,"AFV07","Lago das Fadas","C8","N","N","0","0",0,0,"N",NA,768,"2018/05/16",768,51
"528",958,"AFV07","Lago das Fadas","C8","N","N","0","0",0,0,"N",NA,958,"2018/05/30",958,51
"529",1148,"AFV07","Lago das Fadas","C8","S","N","0","0",0,0,"S",NA,1148,"2018/06/14",1148,51
"530",1338,"AFV07","Lago das Fadas","C8","S","N","0","0",0,0,"N",NA,1338,"2018/07/02",1338,51
"531",1528,"AFV07","Lago das Fadas","C8","S","N","0","0",0,0,"N",NA,1528,"2018/08/01",1528,51
"532",9,"AFV07","Lago das Fadas","C9","N","N","0","0",0,0,"N",NA,9,"2018/04/20",9,51
"533",199,"AFV07","Lago das Fadas","C9","N","N","0","0",0,0,"N",NA,199,"2018/04/24",199,51
"534",389,"AFV07","Lago das Fadas","C9","N","N","0","0",0,0,"N",NA,389,"2018/05/02",389,51
"535",579,"AFV07","Lago das Fadas","C9","N","N","0","0",0,0,"N",NA,579,"2018/05/09",579,51
"536",769,"AFV07","Lago das Fadas","C9","N","N","0","0",0,0,"N",NA,769,"2018/05/16",769,51
"537",959,"AFV07","Lago das Fadas","C9","N","N","0","0",0,0,"N",NA,959,"2018/05/30",959,51
"538",1149,"AFV07","Lago das Fadas","C9","S","N","0","0",0,0,"S",NA,1149,"2018/06/14",1149,51
"539",1339,"AFV07","Lago das Fadas","C9","S","N","0","0",0,0,"N",NA,1339,"2018/07/02",1339,51
"540",1529,"AFV07","Lago das Fadas","C9","S","N","0","0",0,0,"N",NA,1529,"2018/08/01",1529,51
"541",91,"AFV08","Cercado","C1","D","N","17","0",0,0,"S",NA,91,"2018/04/20",91,38
"542",281,"AFV08","Cercado","C1","RP","N","17","0",0,0,"S",NA,281,"2018/04/24",281,38
"543",471,"AFV08","Cercado","C1","P","N","17","0",0,0,"N",NA,471,"2018/05/02",471,38
"544",661,"AFV08","Cercado","C1","P","N","17","0",0,0,"N",NA,661,"2018/05/09",661,38
"545",851,"AFV08","Cercado","C1","P","N","17","0",0,0,"N",NA,851,"2018/05/16",851,38
"546",1041,"AFV08","Cercado","C1","P","N","17","0",0,0,"N",NA,1041,"2018/05/30",1041,38
"547",1231,"AFV08","Cercado","C1","P","N","17","0",0,0,"N",NA,1231,"2018/06/14",1231,38
"548",1421,"AFV08","Cercado","C1","P","N","17","0",0,0,"N",NA,1421,"2018/07/02",1421,38
"549",1611,"AFV08","Cercado","C1","P","N","17","0",0,0,"N",NA,1611,"2018/08/01",1611,38
"550",100,"AFV08","Cercado","C10","D","N","32","0",0,0,"S",NA,100,"2018/04/20",100,38
"551",290,"AFV08","Cercado","C10","RP","N","32","0",0,0,"S",NA,290,"2018/04/24",290,38
"552",480,"AFV08","Cercado","C10","RP","N","32","0",0,0,"N","Acabou a linha",480,"2018/05/02",480,38
"553",670,"AFV08","Cercado","C10","RP","N","32","0",0,0,"N",NA,670,"2018/05/09",670,38
"554",860,"AFV08","Cercado","C10","RP","N","32","0",0,0,"N",NA,860,"2018/05/16",860,38
"555",1050,"AFV08","Cercado","C10","RP","N","32","0",0,0,"N",NA,1050,"2018/05/30",1050,38
"556",1240,"AFV08","Cercado","C10","RP","N","32","0",0,0,"N",NA,1240,"2018/06/14",1240,38
"557",1430,"AFV08","Cercado","C10","RP","N","32","0",0,0,"N",NA,1430,"2018/07/02",1430,38
"558",1620,"AFV08","Cercado","C10","RP","N","32","0",0,0,"N",NA,1620,"2018/08/01",1620,38
"559",92,"AFV08","Cercado","C2","D","N","16","0",0,0,"S",NA,92,"2018/04/20",92,38
"560",282,"AFV08","Cercado","C2","S","N","16","0",0,0,"S",NA,282,"2018/04/24",282,38
"561",472,"AFV08","Cercado","C2","S","N","16","0",0,0,"N",NA,472,"2018/05/02",472,38
"562",662,"AFV08","Cercado","C2","S","N","16","0",0,0,"N",NA,662,"2018/05/09",662,38
"563",852,"AFV08","Cercado","C2","S","N","16","0",0,0,"N",NA,852,"2018/05/16",852,38
"564",1042,"AFV08","Cercado","C2","S","N","16","0",0,0,"N",NA,1042,"2018/05/30",1042,38
"565",1232,"AFV08","Cercado","C2","S","N","16","0",0,0,"N",NA,1232,"2018/06/14",1232,38
"566",1422,"AFV08","Cercado","C2","S","N","16","0",0,0,"N",NA,1422,"2018/07/02",1422,38
"567",1612,"AFV08","Cercado","C2","S","N","16","0",0,0,"N",NA,1612,"2018/08/01",1612,38
"568",93,"AFV08","Cercado","C3","N","N","0","0",0,0,"N",NA,93,"2018/04/20",93,38
"569",283,"AFV08","Cercado","C3","N","N","0","0",0,0,"N",NA,283,"2018/04/24",283,38
"570",473,"AFV08","Cercado","C3","P","N","25","0",0,0,"S",NA,473,"2018/05/02",473,38
"571",663,"AFV08","Cercado","C3","P","N","25","0",0,0,"N",NA,663,"2018/05/09",663,38
"572",853,"AFV08","Cercado","C3","P","N","25","0",0,0,"N",NA,853,"2018/05/16",853,38
"573",1043,"AFV08","Cercado","C3","P","N","25","0",0,0,"N",NA,1043,"2018/05/30",1043,38
"574",1233,"AFV08","Cercado","C3","P","N","25","0",0,0,"N",NA,1233,"2018/06/14",1233,38
"575",1423,"AFV08","Cercado","C3","P","N","25","0",0,0,"N",NA,1423,"2018/07/02",1423,38
"576",1613,"AFV08","Cercado","C3","P","N","25","0",0,0,"N",NA,1613,"2018/08/01",1613,38
"577",94,"AFV08","Cercado","C4","N","N","0","0",0,0,"N",NA,94,"2018/04/20",94,38
"578",284,"AFV08","Cercado","C4","N","N","0","0",0,0,"N",NA,284,"2018/04/24",284,38
"579",474,"AFV08","Cercado","C4","D","N","15","0",0,0,"S",NA,474,"2018/05/02",474,38
"580",664,"AFV08","Cercado","C4","RP","N","15","0",0,0,"S",NA,664,"2018/05/09",664,38
"581",854,"AFV08","Cercado","C4","RP","N","15","0",0,0,"N",NA,854,"2018/05/16",854,38
"582",1044,"AFV08","Cercado","C4","RP","N","15","0",0,0,"N",NA,1044,"2018/05/30",1044,38
"583",1234,"AFV08","Cercado","C4","RP","N","15","0",0,0,"N",NA,1234,"2018/06/14",1234,38
"584",1424,"AFV08","Cercado","C4","RP","N","15","0",0,0,"N",NA,1424,"2018/07/02",1424,38
"585",1614,"AFV08","Cercado","C4","RP","N","15","0",0,0,"N",NA,1614,"2018/08/01",1614,38
"586",95,"AFV08","Cercado","C5","N","N","0","0",0,0,"N",NA,95,"2018/04/20",95,38
"587",285,"AFV08","Cercado","C5","N","N","0","0",0,0,"N",NA,285,"2018/04/24",285,38
"588",475,"AFV08","Cercado","C5","D","S","43.9","0",0,0,"S",NA,475,"2018/05/02",475,38
"589",665,"AFV08","Cercado","C5","D","S","43.9","0",0,0,"N",NA,665,"2018/05/09",665,38
"590",855,"AFV08","Cercado","C5","D","S","51","8.5",0,0,"S",NA,855,"2018/05/16",855,38
"591",1045,"AFV08","Cercado","C5","D","S","51","8.5",0,0,"N",NA,1045,"2018/05/30",1045,38
"592",1235,"AFV08","Cercado","C5","D","S","51","8.5",0,0,"N",NA,1235,"2018/06/14",1235,38
"593",1425,"AFV08","Cercado","C5","D","S","51","8.5",0,0,"N",NA,1425,"2018/07/02",1425,38
"594",1615,"AFV08","Cercado","C5","D","S","51","8.5",0,0,"N",NA,1615,"2018/08/01",1615,38
"595",96,"AFV08","Cercado","C6","P","N","15","0",0,0,"S","Acabou a linha",96,"2018/04/20",96,38
"596",286,"AFV08","Cercado","C6","P","N","15","0",0,0,"N",NA,286,"2018/04/24",286,38
"597",476,"AFV08","Cercado","C6","P","N","15","0",0,0,"N",NA,476,"2018/05/02",476,38
"598",666,"AFV08","Cercado","C6","P","N","15","0",0,0,"N",NA,666,"2018/05/09",666,38
"599",856,"AFV08","Cercado","C6","P","N","15","0",0,0,"N",NA,856,"2018/05/16",856,38
"600",1046,"AFV08","Cercado","C6","P","N","15","0",0,0,"N",NA,1046,"2018/05/30",1046,38
"601",1236,"AFV08","Cercado","C6","P","N","15","0",0,0,"N",NA,1236,"2018/06/14",1236,38
"602",1426,"AFV08","Cercado","C6","P","N","15","0",0,0,"N",NA,1426,"2018/07/02",1426,38
"603",1616,"AFV08","Cercado","C6","P","N","15","0",0,0,"N",NA,1616,"2018/08/01",1616,38
