;Pontos;Nome;Semente;Destino;Enterrada;Distancia;D2;D3;D4;Mudanca;X12;X13;Data;N
890;AFV09;Cercado Acima;C10;P;N;12;0;0;0;S;NA;890;2018/05/16;890
891;AFV16a;Saida;C1;S;N;0;0;0;0;N;NA;891;2018/05/16;891
892;AFV16a;Saida;C2;D;S;16;0;0;0;N;NA;892;2018/05/16;892
893;AFV16a;Saida;C3;S;N;0;0;0;0;N;NA;893;2018/05/16;893
894;AFV16a;Saida;C4;S;N;0;0;0;0;N;NA;894;2018/05/16;894
895;AFV16a;Saida;C5;S;N;0;0;0;0;N;NA;895;2018/05/16;895
896;AFV16a;Saida;C6;S;N;0;0;0;0;N;NA;896;2018/05/16;896
897;AFV16a;Saida;C7;S;N;0;0;0;0;N;NA;897;2018/05/16;897
898;AFV16a;Saida;C8;P;N;23;0;0;0;N;NA;898;2018/05/16;898
899;AFV16a;Saida;C9;S;N;0;0;0;0;N;NA;899;2018/05/16;899
900;AFV16a;Saida;C10;S;N;79;0;0;0;N;NA;900;2018/05/16;900
838;AFV14;Capela;C8;S;N;0;0;0;0;S;NA;838;2018/05/16;838
902;AFV17a;Casas;C2;D;S;12.5;0;0;0;N;NA;902;2018/05/16;902
903;AFV17a;Casas;C3;D;S;23.3;0;0;0;N;NA;903;2018/05/16;903
904;AFV17a;Casas;C4;D;S;11.4;0;0;0;N;NA;904;2018/05/16;904
909;AFV17a;Casas;C9;RP;S;13.6;0;0;0;N;NA;909;2018/05/16;909
911;AFV18;Escadaria Abaixo;C1;N;N;0;0;0;0;N;NA;911;2018/05/16;911
912;AFV18;Escadaria Abaixo;C2;N;N;0;0;0;0;N;NA;912;2018/05/16;912
913;AFV18;Escadaria Abaixo;C3;N;N;0;0;0;0;N;NA;913;2018/05/16;913
914;AFV18;Escadaria Abaixo;C4;N;N;0;0;0;0;N;NA;914;2018/05/16;914
915;AFV18;Escadaria Abaixo;C5;N;N;0;0;0;0;N;NA;915;2018/05/16;915
916;AFV18;Escadaria Abaixo;C6;N;N;0;0;0;0;N;NA;916;2018/05/16;916
917;AFV18;Escadaria Abaixo;C7;N;N;0;0;0;0;N;NA;917;2018/05/16;917
918;AFV18;Escadaria Abaixo;C8;N;N;0;0;0;0;N;NA;918;2018/05/16;918
919;AFV18;Escadaria Abaixo;C9;N;N;0;0;0;0;N;NA;919;2018/05/16;919
920;AFV18;Escadaria Abaixo;C10;N;N;0;0;0;0;N;NA;920;2018/05/16;920
921;AFV15;Cova da Onca;C1;N;N;0;0;0;0;N;NA;921;2018/05/16;921
922;AFV15;Cova da Onca;C2;N;N;0;0;0;0;N;NA;922;2018/05/16;922
923;AFV15;Cova da Onca;C3;N;N;0;0;0;0;N;NA;923;2018/05/16;923
924;AFV15;Cova da Onca;C4;N;N;0;0;0;0;N;NA;924;2018/05/16;924
925;AFV15;Cova da Onca;C5;N;N;0;0;0;0;N;NA;925;2018/05/16;925
926;AFV15;Cova da Onca;C6;N;N;0;0;0;0;N;NA;926;2018/05/16;926
927;AFV15;Cova da Onca;C7;N;N;0;0;0;0;N;NA;927;2018/05/16;927
928;AFV15;Cova da Onca;C8;N;N;0;0;0;0;N;NA;928;2018/05/16;928
929;AFV15;Cova da Onca;C9;N;N;0;0;0;0;N;NA;929;2018/05/16;929
930;AFV15;Cova da Onca;C10;N;N;0;0;0;0;N;NA;930;2018/05/16;930
932;AFV12;Anathema;C2;D;S;18.2;0;0;0;N;NA;932;2018/05/16;932
933;AFV12;Anathema;C3;D;S;7;0;0;0;N;NA;933;2018/05/16;933
934;AFV12;Anathema;C4;D;N;22;0;0;0;S;NA;934;2018/05/16;934
936;AFV12;Anathema;C6;D;S;30;17;0;0;S;NA;936;2018/05/16;936
937;AFV12;Anathema;C7;D;S;21;8.2;7;0;S;NA;937;2018/05/16;937
839;AFV14;Capela;C9;S;N;14;0;0;0;N;NA;839;2018/05/16;839
941;AFV19;Cascatinha;C1;N;N;0;0;0;0;N;NA;941;2018/05/16;941
942;AFV19;Cascatinha;C2;N;N;0;0;0;0;N;NA;942;2018/05/16;942
943;AFV19;Cascatinha;C3;N;N;0;0;0;0;N;NA;943;2018/05/16;943
944;AFV19;Cascatinha;C4;N;N;0;0;0;0;N;NA;944;2018/05/16;944
945;AFV19;Cascatinha;C5;N;N;0;0;0;0;N;NA;945;2018/05/16;945
946;AFV19;Cascatinha;C6;N;N;0;0;0;0;N;NA;946;2018/05/16;946
947;AFV19;Cascatinha;C7;N;N;0;0;0;0;N;NA;947;2018/05/16;947
948;AFV19;Cascatinha;C8;N;N;0;0;0;0;N;NA;948;2018/05/16;948
949;AFV19;Cascatinha;C9;N;N;0;0;0;0;N;NA;949;2018/05/16;949
950;AFV19;Cascatinha;C10;N;N;0;0;0;0;N;NA;950;2018/05/16;950
821;AFV11;Casa do Pesquisador;C1;S;N;60;0;0;0;N;NA;821;2018/05/16;821
830;AFV11;Casa do Pesquisador;C10;S;N;33;0;0;0;N;NA;830;2018/05/16;830
827;AFV11;Casa do Pesquisador;C7;S;N;14;0;0;0;N;NA;827;2018/05/16;827
828;AFV11;Casa do Pesquisador;C8;S;N;49;0;0;0;N;NA;828;2018/05/16;828
829;AFV11;Casa do Pesquisador;C9;S;N;12;0;0;0;N;NA;829;2018/05/16;829
901;AFV17a;Casas;C1;P;N;11.6;0;0;0;N;NA;901;2018/05/16;901
910;AFV17a;Casas;C10;P;N;2;0;0;0;N;NA;910;2018/05/16;910
905;AFV17a;Casas;C5;S;N;0;0;0;0;N;NA;905;2018/05/16;905
906;AFV17a;Casas;C6;S;N;23.2;0;0;0;N;NA;906;2018/05/16;906
907;AFV17a;Casas;C7;S;N;14.4;0;0;0;N;NA;907;2018/05/16;907
908;AFV17a;Casas;C8;S;N;2;0;0;0;N;NA;908;2018/05/16;908
880;AFV04;Estrada Excelsior;C10;S;N;0;0;0;0;S;NA;880;2018/05/16;880
1121;AFV12;Anathema;C1;P;N;0;0;0;0;N;NA;1121;2018/05/30;1121
1130;AFV12;Anathema;C10;P;N;6.1;0;0;0;N;NA;1130;2018/05/30;1130
1123;AFV12;Anathema;C3;P;S;7;0;0;0;S;NA;1123;2018/05/30;1123
1125;AFV12;Anathema;C5;P;N;0;0;0;0;N;NA;1125;2018/05/30;1125
1128;AFV12;Anathema;C8;P;N;0;0;0;0;N;NA;1128;2018/05/30;1128
1129;AFV12;Anathema;C9;S;N;0;0;0;0;N;NA;1129;2018/05/30;1129
991;AFV05b;Banheiro;C1;S;N;66.5;0;0;0;N;NA;991;2018/05/30;991
993;AFV05b;Banheiro;C3;S;N;39.2;0;0;0;N;NA;993;2018/05/30;993
1025;AFV14;Capela;C5;S;N;21;0;0;0;N;NA;1025;2018/05/30;1025
1028;AFV14;Capela;C8;S;N;0;0;0;0;N;NA;1028;2018/05/30;1028
1029;AFV14;Capela;C9;S;N;14;0;0;0;N;NA;1029;2018/05/30;1029
951;AFV07;Lago das Fadas;C1;N;N;0;0;0;0;N;NA;951;2018/05/30;951
952;AFV07;Lago das Fadas;C2;N;N;0;0;0;0;N;NA;952;2018/05/30;952
953;AFV07;Lago das Fadas;C3;N;N;0;0;0;0;N;NA;953;2018/05/30;953
954;AFV07;Lago das Fadas;C4;N;N;0;0;0;0;N;NA;954;2018/05/30;954
955;AFV07;Lago das Fadas;C5;N;N;0;0;0;0;N;NA;955;2018/05/30;955
956;AFV07;Lago das Fadas;C6;N;N;0;0;0;0;N;NA;956;2018/05/30;956
957;AFV07;Lago das Fadas;C7;N;N;0;0;0;0;N;NA;957;2018/05/30;957
958;AFV07;Lago das Fadas;C8;N;N;0;0;0;0;N;NA;958;2018/05/30;958
959;AFV07;Lago das Fadas;C9;N;N;0;0;0;0;N;NA;959;2018/05/30;959
960;AFV07;Lago das Fadas;C10;N;N;0;0;0;0;N;NA;960;2018/05/30;960
961;AFV01;Restaurante Acima;C1;N;N;0;0;0;0;N;NA;961;2018/05/30;961
962;AFV01;Restaurante Acima;C2;N;N;0;0;0;0;N;NA;962;2018/05/30;962
963;AFV01;Restaurante Acima;C3;N;N;0;0;0;0;N;NA;963;2018/05/30;963
964;AFV01;Restaurante Acima;C4;N;N;0;0;0;0;N;NA;964;2018/05/30;964
965;AFV01;Restaurante Acima;C5;N;N;0;0;0;0;N;NA;965;2018/05/30;965
966;AFV01;Restaurante Acima;C6;N;N;0;0;0;0;N;NA;966;2018/05/30;966
967;AFV01;Restaurante Acima;C7;N;N;0;0;0;0;N;NA;967;2018/05/30;967
968;AFV01;Restaurante Acima;C8;N;N;0;0;0;0;N;NA;968;2018/05/30;968
969;AFV01;Restaurante Acima;C9;D;N;17;0;0;0;N;NA;969;2018/05/30;969
970;AFV01;Restaurante Acima;C10;N;N;0;0;0;0;N;NA;970;2018/05/30;970
971;AFV20;Grutas;C1;N;N;0;0;0;0;N;NA;971;2018/05/30;971
972;AFV20;Grutas;C2;N;N;0;0;0;0;N;NA;972;2018/05/30;972
973;AFV20;Grutas;C3;N;N;0;0;0;0;N;NA;973;2018/05/30;973
974;AFV20;Grutas;C4;N;N;0;0;0;0;N;NA;974;2018/05/30;974
975;AFV20;Grutas;C5;N;N;0;0;0;0;N;NA;975;2018/05/30;975
976;AFV20;Grutas;C6;N;N;0;0;0;0;N;NA;976;2018/05/30;976
977;AFV20;Grutas;C7;N;N;0;0;0;0;N;NA;977;2018/05/30;977
978;AFV20;Grutas;C8;N;N;0;0;0;0;N;NA;978;2018/05/30;978
979;AFV20;Grutas;C9;N;N;0;0;0;0;N;NA;979;2018/05/30;979
980;AFV20;Grutas;C10;N;N;0;0;0;0;N;NA;980;2018/05/30;980
985;AFV06;Muro;C5;P;N;0;0;0;0;;NA;985;2018/05/30;985
1175;AFV06;Muro;C5;P;N;0;0;0;0;N;NA;1175;2018/06/14;1175
1365;AFV06;Muro;C5;P;N;0;0;0;0;N;NA;1365;2018/07/02;1365
1555;AFV06;Muro;C5;P;N;0;0;0;0;N;NA;1555;2018/08/01;1555
36;AFV06;Muro;C6;N;N;0;0;0;0;N;NA;36;2018/04/20;36
226;AFV06;Muro;C6;N;N;0;0;0;0;N;NA;226;2018/04/24;226
416;AFV06;Muro;C6;N;N;0;0;0;0;N;NA;416;2018/05/02;416
606;AFV06;Muro;C6;N;N;0;0;0;0;N;NA;606;2018/05/09;606
796;AFV06;Muro;C6;N;N;0;0;0;0;N;NA;796;2018/05/16;796
986;AFV06;Muro;C6;P;N;0;0;0;0;S;NA;986;2018/05/30;986
992;AFV05b;Banheiro;C2;N;N;0;0;0;0;N;NA;992;2018/05/30;992
994;AFV05b;Banheiro;C4;N;N;0;0;0;0;N;NA;994;2018/05/30;994
995;AFV05b;Banheiro;C5;N;N;0;0;0;0;N;NA;995;2018/05/30;995
996;AFV05b;Banheiro;C6;N;N;0;0;0;0;N;NA;996;2018/05/30;996
997;AFV05b;Banheiro;C7;N;N;0;0;0;0;N;NA;997;2018/05/30;997
998;AFV05b;Banheiro;C8;N;N;0;0;0;0;N;NA;998;2018/05/30;998
999;AFV05b;Banheiro;C9;N;N;0;0;0;0;N;NA;999;2018/05/30;999
1000;AFV05b;Banheiro;C10;N;N;0;0;0;0;N;NA;1000;2018/05/30;1000
1001;AFV10a;Banheira;C1;P;N;0;0;0;0;S;NA;1001;2018/05/30;1001
1002;AFV10a;Banheira;C2;RP;N;0;0;0;0;N;NA;1002;2018/05/30;1002
1003;AFV10a;Banheira;C3;P;N;0;0;0;0;S;NA;1003;2018/05/30;1003
1004;AFV10a;Banheira;C4;P;N;0;0;0;0;S;NA;1004;2018/05/30;1004
1005;AFV10a;Banheira;C5;RP;N;0;0;0;0;N;NA;1005;2018/05/30;1005
1006;AFV10a;Banheira;C6;RP;S;3;0;0;0;S;NA;1006;2018/05/30;1006
1007;AFV10a;Banheira;C7;N;N;0;0;0;0;N;NA;1007;2018/05/30;1007
1008;AFV10a;Banheira;C8;S;N;0;0;0;0;S;NA;1008;2018/05/30;1008
1009;AFV10a;Banheira;C9;N;N;0;0;0;0;N;NA;1009;2018/05/30;1009
1010;AFV10a;Banheira;C10;S;N;0;0;0;0;S;NA;1010;2018/05/30;1010
1012;AFV11;Casa do Pesquisador;C2;D;S;28.5;0;0;0;N;NA;1012;2018/05/30;1012
1013;AFV11;Casa do Pesquisador;C3;D;S;30;21;0;0;N;NA;1013;2018/05/30;1013
1014;AFV11;Casa do Pesquisador;C4;D;S;65;32;16;0;N;NA;1014;2018/05/30;1014
1016;AFV11;Casa do Pesquisador;C6;D;S;14.5;0;0;0;N;NA;1016;2018/05/30;1016
1011;AFV11;Casa do Pesquisador;C1;S;N;60;0;0;0;N;NA;1011;2018/05/30;1011
1021;AFV14;Capela;C1;N;N;0;0;0;0;N;NA;1021;2018/05/30;1021
1022;AFV14;Capela;C2;D;S;26.6;0;0;0;N;NA;1022;2018/05/30;1022
1023;AFV14;Capela;C3;N;N;0;0;0;0;N;NA;1023;2018/05/30;1023
1024;AFV14;Capela;C4;D;S;12.2;0;0;0;N;NA;1024;2018/05/30;1024
1026;AFV14;Capela;C6;N;N;0;0;0;0;N;NA;1026;2018/05/30;1026
1027;AFV14;Capela;C7;N;N;0;0;0;0;N;NA;1027;2018/05/30;1027
1030;AFV14;Capela;C10;N;N;0;0;0;0;N;NA;1030;2018/05/30;1030
1031;AFV13;Centro de Visitantes;C1;RP;N;19;0;0;0;N;NA;1031;2018/05/30;1031
1032;AFV13;Centro de Visitantes;C2;RP;N;33;0;0;0;N;NA;1032;2018/05/30;1032
1033;AFV13;Centro de Visitantes;C3;RP;N;0;0;0;0;N;NA;1033;2018/05/30;1033
1034;AFV13;Centro de Visitantes;C4;RP;N;0;0;0;0;N;NA;1034;2018/05/30;1034
1035;AFV13;Centro de Visitantes;C5;RP;N;0;0;0;0;N;NA;1035;2018/05/30;1035
1036;AFV13;Centro de Visitantes;C6;RP;N;0;0;0;0;N;NA;1036;2018/05/30;1036
1037;AFV13;Centro de Visitantes;C7;RP;N;0;0;0;0;N;NA;1037;2018/05/30;1037
1038;AFV13;Centro de Visitantes;C8;RP;N;0;0;0;0;N;NA;1038;2018/05/30;1038
1039;AFV13;Centro de Visitantes;C9;D;S;41.3;0;0;0;N;NA;1039;2018/05/30;1039
1040;AFV13;Centro de Visitantes;C10;RP;N;0;0;0;0;N;NA;1040;2018/05/30;1040
1041;AFV08;Cercado;C1;P;N;17;0;0;0;N;NA;1041;2018/05/30;1041
1042;AFV08;Cercado;C2;S;N;16;0;0;0;N;NA;1042;2018/05/30;1042
1043;AFV08;Cercado;C3;P;N;25;0;0;0;N;NA;1043;2018/05/30;1043
1044;AFV08;Cercado;C4;RP;N;15;0;0;0;N;NA;1044;2018/05/30;1044
1045;AFV08;Cercado;C5;D;S;51;8.5;0;0;N;NA;1045;2018/05/30;1045
1046;AFV08;Cercado;C6;P;N;15;0;0;0;N;NA;1046;2018/05/30;1046
1047;AFV08;Cercado;C7;P;N;15;0;0;0;N;NA;1047;2018/05/30;1047
1048;AFV08;Cercado;C8;RP;N;21.3;0;0;0;N;NA;1048;2018/05/30;1048
1049;AFV08;Cercado;C9;P;N;15;0;0;0;N;NA;1049;2018/05/30;1049
1050;AFV08;Cercado;C10;RP;N;32;0;0;0;N;NA;1050;2018/05/30;1050
1055;AFV03;Circuito Mylena;C5;D;N;0;0;0;0;N;NA;1055;2018/05/30;1055
1245;AFV03;Circuito Mylena;C5;D;N;0;0;0;0;N;NA;1245;2018/06/14;1245
1435;AFV03;Circuito Mylena;C5;D;N;0;0;0;0;N;NA;1435;2018/07/02;1435
1625;AFV03;Circuito Mylena;C5;D;N;0;0;0;0;N;NA;1625;2018/08/01;1625
106;AFV03;Circuito Mylena;C6;N;N;0;0;0;0;N;NA;106;2018/04/20;106
296;AFV03;Circuito Mylena;C6;N;N;0;0;0;0;N;NA;296;2018/04/24;296
486;AFV03;Circuito Mylena;C6;N;N;0;0;0;0;N;NA;486;2018/05/02;486
676;AFV03;Circuito Mylena;C6;N;N;0;0;0;0;N;NA;676;2018/05/09;676
866;AFV03;Circuito Mylena;C6;S;N;0;0;0;0;S;NA;866;2018/05/16;866
1056;AFV03;Circuito Mylena;C6;S;N;0;0;0;0;15;NA;1056;2018/05/30;1056
1061;AFV04;Estrada Excelsior;C1;D;S;12;0;0;0;S;NA;1061;2018/05/30;1061
1062;AFV04;Estrada Excelsior;C2;D;S;21;0;0;0;S;NA;1062;2018/05/30;1062
1063;AFV04;Estrada Excelsior;C3;N;N;0;0;0;0;N;NA;1063;2018/05/30;1063
1064;AFV04;Estrada Excelsior;C4;N;N;0;0;0;0;N;NA;1064;2018/05/30;1064
1065;AFV04;Estrada Excelsior;C5;N;N;0;0;0;0;N;NA;1065;2018/05/30;1065
1066;AFV04;Estrada Excelsior;C6;N;N;0;0;0;0;N;NA;1066;2018/05/30;1066
1067;AFV04;Estrada Excelsior;C7;N;N;0;0;0;0;N;NA;1067;2018/05/30;1067
1071;AFV09;Cercado Acima;C1;P;N;12;0;0;0;N;NA;1071;2018/05/30;1071
1072;AFV09;Cercado Acima;C2;RP;N;13;0;0;0;S;NA;1072;2018/05/30;1072
1073;AFV09;Cercado Acima;C3;RP;N;19;0;0;0;S;NA;1073;2018/05/30;1073
1074;AFV09;Cercado Acima;C4;RP;N;19;0;0;0;N;NA;1074;2018/05/30;1074
1075;AFV09;Cercado Acima;C5;RP;N;0;0;0;0;N;NA;1075;2018/05/30;1075
1076;AFV09;Cercado Acima;C6;RP;N;0;0;0;0;S;NA;1076;2018/05/30;1076
1077;AFV09;Cercado Acima;C7;RP;N;0;0;0;0;S;NA;1077;2018/05/30;1077
1078;AFV09;Cercado Acima;C8;P;N;0;0;0;0;N;NA;1078;2018/05/30;1078
1079;AFV09;Cercado Acima;C9;P;N;0;0;0;0;S;NA;1079;2018/05/30;1079
1080;AFV09;Cercado Acima;C10;P;N;12;0;0;0;N;NA;1080;2018/05/30;1080
1081;AFV16a;Saida;C1;S;N;0;0;0;0;N;NA;1081;2018/05/30;1081
1082;AFV16a;Saida;C2;D;S;16;0;0;0;N;NA;1082;2018/05/30;1082
1083;AFV16a;Saida;C3;S;N;0;0;0;0;N;NA;1083;2018/05/30;1083
1084;AFV16a;Saida;C4;S;N;0;0;0;0;N;NA;1084;2018/05/30;1084
1085;AFV16a;Saida;C5;S;N;0;0;0;0;N;NA;1085;2018/05/30;1085
1086;AFV16a;Saida;C6;S;N;0;0;0;0;N;NA;1086;2018/05/30;1086
1087;AFV16a;Saida;C7;S;N;0;0;0;0;N;NA;1087;2018/05/30;1087
1088;AFV16a;Saida;C8;P;N;23;0;0;0;N;NA;1088;2018/05/30;1088
1089;AFV16a;Saida;C9;S;N;0;0;0;0;N;NA;1089;2018/05/30;1089
1090;AFV16a;Saida;C10;S;N;79;0;0;0;N;NA;1090;2018/05/30;1090
1092;AFV17a;Casas;C2;D;S;12.5;0;0;0;N;NA;1092;2018/05/30;1092
1093;AFV17a;Casas;C3;D;S;23.3;0;0;0;N;NA;1093;2018/05/30;1093
1094;AFV17a;Casas;C4;D;S;11.4;0;0;0;N;NA;1094;2018/05/30;1094
1020;AFV11;Casa do Pesquisador;C10;S;N;33;0;0;0;N;NA;1020;2018/05/30;1020
1099;AFV17a;Casas;C9;RP;S;13.6;0;0;0;N;NA;1099;2018/05/30;1099
1015;AFV11;Casa do Pesquisador;C5;S;S;30;0;0;0;S;NA;1015;2018/05/30;1015
1101;AFV18;Escadaria Abaixo;C1;N;N;0;0;0;0;N;NA;1101;2018/05/30;1101
1102;AFV18;Escadaria Abaixo;C2;N;N;0;0;0;0;N;NA;1102;2018/05/30;1102
1103;AFV18;Escadaria Abaixo;C3;N;N;0;0;0;0;N;NA;1103;2018/05/30;1103
1104;AFV18;Escadaria Abaixo;C4;N;N;0;0;0;0;N;NA;1104;2018/05/30;1104
1105;AFV18;Escadaria Abaixo;C5;N;N;0;0;0;0;N;NA;1105;2018/05/30;1105
1106;AFV18;Escadaria Abaixo;C6;N;N;0;0;0;0;N;NA;1106;2018/05/30;1106
1107;AFV18;Escadaria Abaixo;C7;N;N;0;0;0;0;N;NA;1107;2018/05/30;1107
1108;AFV18;Escadaria Abaixo;C8;N;N;0;0;0;0;N;NA;1108;2018/05/30;1108
1109;AFV18;Escadaria Abaixo;C9;N;N;0;0;0;0;N;NA;1109;2018/05/30;1109
1110;AFV18;Escadaria Abaixo;C10;N;N;0;0;0;0;N;NA;1110;2018/05/30;1110
1111;AFV15;Cova da Onca;C1;N;N;0;0;0;0;N;NA;1111;2018/05/30;1111
1112;AFV15;Cova da Onca;C2;N;N;0;0;0;0;N;NA;1112;2018/05/30;1112
1113;AFV15;Cova da Onca;C3;N;N;0;0;0;0;N;NA;1113;2018/05/30;1113
1114;AFV15;Cova da Onca;C4;N;N;0;0;0;0;N;NA;1114;2018/05/30;1114
1115;AFV15;Cova da Onca;C5;N;N;0;0;0;0;N;NA;1115;2018/05/30;1115
1116;AFV15;Cova da Onca;C6;N;N;0;0;0;0;N;NA;1116;2018/05/30;1116
1117;AFV15;Cova da Onca;C7;N;N;0;0;0;0;N;NA;1117;2018/05/30;1117
1118;AFV15;Cova da Onca;C8;N;N;0;0;0;0;N;NA;1118;2018/05/30;1118
1119;AFV15;Cova da Onca;C9;N;N;0;0;0;0;N;NA;1119;2018/05/30;1119
1120;AFV15;Cova da Onca;C10;N;N;0;0;0;0;N;NA;1120;2018/05/30;1120
1122;AFV12;Anathema;C2;D;S;18.2;0;0;0;N;NA;1122;2018/05/30;1122
1124;AFV12;Anathema;C4;D;N;22;0;0;0;N;NA;1124;2018/05/30;1124
1126;AFV12;Anathema;C6;D;S;30;17;0;0;N;NA;1126;2018/05/30;1126
1127;AFV12;Anathema;C7;D;S;21;8.2;7;0;N;NA;1127;2018/05/30;1127
1131;AFV19;Cascatinha;C1;N;N;0;0;0;0;N;NA;1131;2018/05/30;1131
1132;AFV19;Cascatinha;C2;N;N;0;0;0;0;N;NA;1132;2018/05/30;1132
1133;AFV19;Cascatinha;C3;N;N;0;0;0;0;N;NA;1133;2018/05/30;1133
1134;AFV19;Cascatinha;C4;N;N;0;0;0;0;N;NA;1134;2018/05/30;1134
1135;AFV19;Cascatinha;C5;N;N;0;0;0;0;N;NA;1135;2018/05/30;1135
1136;AFV19;Cascatinha;C6;N;N;0;0;0;0;N;NA;1136;2018/05/30;1136
1137;AFV19;Cascatinha;C7;N;N;0;0;0;0;N;NA;1137;2018/05/30;1137
1138;AFV19;Cascatinha;C8;N;N;0;0;0;0;N;NA;1138;2018/05/30;1138
1139;AFV19;Cascatinha;C9;N;N;0;0;0;0;N;NA;1139;2018/05/30;1139
1140;AFV19;Cascatinha;C10;N;N;0;0;0;0;N;NA;1140;2018/05/30;1140
1017;AFV11;Casa do Pesquisador;C7;S;N;14;0;0;0;N;NA;1017;2018/05/30;1017
1018;AFV11;Casa do Pesquisador;C8;S;N;49;0;0;0;N;NA;1018;2018/05/30;1018
1019;AFV11;Casa do Pesquisador;C9;S;N;12;0;0;0;N;NA;1019;2018/05/30;1019
1091;AFV17a;Casas;C1;P;N;11.6;0;0;0;N;NA;1091;2018/05/30;1091
1100;AFV17a;Casas;C10;P;N;2;0;0;0;N;NA;1100;2018/05/30;1100
1095;AFV17a;Casas;C5;S;N;0;0;0;0;N;NA;1095;2018/05/30;1095
1096;AFV17a;Casas;C6;S;N;23.2;0;0;0;N;NA;1096;2018/05/30;1096
1097;AFV17a;Casas;C7;S;N;14.4;0;0;0;N;NA;1097;2018/05/30;1097
1098;AFV17a;Casas;C8;S;N;2;0;0;0;N;NA;1098;2018/05/30;1098
1070;AFV04;Estrada Excelsior;C10;S;N;0;0;0;0;N;NA;1070;2018/05/30;1070
1068;AFV04;Estrada Excelsior;C8;S;N;0;0;0;0;S;NA;1068;2018/05/30;1068
1069;AFV04;Estrada Excelsior;C9;S;N;0;0;0;0;S;NA;1069;2018/05/30;1069
1311;AFV12;Anathema;C1;P;N;0;0;0;0;N;NA;1311;2018/06/14;1311
1320;AFV12;Anathema;C10;P;N;6.1;0;0;0;N;NA;1320;2018/06/14;1320
1313;AFV12;Anathema;C3;P;S;7;0;0;0;N;NA;1313;2018/06/14;1313
1315;AFV12;Anathema;C5;P;N;0;0;0;0;N;NA;1315;2018/06/14;1315
1319;AFV12;Anathema;C9;S;N;0;0;0;0;N;NA;1319;2018/06/14;1319
1181;AFV05b;Banheiro;C1;S;N;66.5;0;0;0;N;NA;1181;2018/06/14;1181
1183;AFV05b;Banheiro;C3;S;N;39.2;0;0;0;N;NA;1183;2018/06/14;1183
1188;AFV05b;Banheiro;C8;S;N;0;0;0;0;S;NA;1188;2018/06/14;1188
1189;AFV05b;Banheiro;C9;S;N;0;0;0;0;S;NA;1189;2018/06/14;1189
1215;AFV14;Capela;C5;S;N;21;0;0;0;N;NA;1215;2018/06/14;1215
1218;AFV14;Capela;C8;S;N;0;0;0;0;N;NA;1218;2018/06/14;1218
1219;AFV14;Capela;C9;S;N;14;0;0;0;N;NA;1219;2018/06/14;1219
1201;AFV11;Casa do Pesquisador;C1;S;N;60;0;0;0;N;NA;1201;2018/06/14;1201
1210;AFV11;Casa do Pesquisador;C10;S;N;33;0;0;0;N;NA;1210;2018/06/14;1210
1205;AFV11;Casa do Pesquisador;C5;S;S;30;0;0;0;N;NA;1205;2018/06/14;1205
1141;AFV07;Lago das Fadas;C1;S;N;0;0;0;0;S;NA;1141;2018/06/14;1141
1142;AFV07;Lago das Fadas;C2;S;N;0;0;0;0;S;NA;1142;2018/06/14;1142
1143;AFV07;Lago das Fadas;C3;S;N;0;0;0;0;S;NA;1143;2018/06/14;1143
1144;AFV07;Lago das Fadas;C4;P;N;0;0;0;0;S;NA;1144;2018/06/14;1144
1145;AFV07;Lago das Fadas;C5;P;N;0;0;0;0;S;NA;1145;2018/06/14;1145
1146;AFV07;Lago das Fadas;C6;P;N;0;0;0;0;S;NA;1146;2018/06/14;1146
1147;AFV07;Lago das Fadas;C7;P;N;0;0;0;0;S;NA;1147;2018/06/14;1147
1148;AFV07;Lago das Fadas;C8;S;N;0;0;0;0;S;NA;1148;2018/06/14;1148
1149;AFV07;Lago das Fadas;C9;S;N;0;0;0;0;S;NA;1149;2018/06/14;1149
1150;AFV07;Lago das Fadas;C10;P;N;0;0;0;0;S;NA;1150;2018/06/14;1150
1151;AFV01;Restaurante Acima;C1;N;N;0;0;0;0;N;NA;1151;2018/06/14;1151
1152;AFV01;Restaurante Acima;C2;D;S;8.7;0;0;0;S;NA;1152;2018/06/14;1152
1153;AFV01;Restaurante Acima;C3;N;N;12;0;0;0;N;NA;1153;2018/06/14;1153
1154;AFV01;Restaurante Acima;C4;N;N;8.7;0;0;0;N;NA;1154;2018/06/14;1154
1155;AFV01;Restaurante Acima;C5;D;S;12;0;0;0;S;NA;1155;2018/06/14;1155
1157;AFV01;Restaurante Acima;C7;N;N;12;0;0;0;N;NA;1157;2018/06/14;1157
1158;AFV01;Restaurante Acima;C8;N;N;0;0;0;0;N;NA;1158;2018/06/14;1158
1160;AFV01;Restaurante Acima;C10;N;N;0;0;0;0;N;NA;1160;2018/06/14;1160
1161;AFV20;Grutas;C1;P;N;0;0;0;0;S;NA;1161;2018/06/14;1161
1162;AFV20;Grutas;C2;S;N;0;0;0;0;S;NA;1162;2018/06/14;1162
1163;AFV20;Grutas;C3;P;N;0;0;0;0;S;NA;1163;2018/06/14;1163
1164;AFV20;Grutas;C4;P;N;0;0;0;0;S;NA;1164;2018/06/14;1164
1165;AFV20;Grutas;C5;P;N;0;0;0;0;S;NA;1165;2018/06/14;1165
1166;AFV20;Grutas;C6;P;N;0;0;0;0;S;NA;1166;2018/06/14;1166
1167;AFV20;Grutas;C7;S;N;0;0;0;0;S;NA;1167;2018/06/14;1167
