;Pontos;Nome;Semente;Destino;Enterrada;Distancia;D2;D3;D4;Mudanca;X12;X13;Data;N
1168;AFV20;Grutas;C8;P;N;0;0;0;0;S;NA;1168;2018/06/14;1168
1169;AFV20;Grutas;C9;S;N;0;0;0;0;S;NA;1169;2018/06/14;1169
1170;AFV20;Grutas;C10;P;N;0;0;0;0;S;NA;1170;2018/06/14;1170
1176;AFV06;Muro;C6;P;N;0;0;0;0;N;NA;1176;2018/06/14;1176
1366;AFV06;Muro;C6;P;N;0;0;0;0;N;NA;1366;2018/07/02;1366
1556;AFV06;Muro;C6;P;N;0;0;0;0;N;NA;1556;2018/08/01;1556
37;AFV06;Muro;C7;N;N;0;0;0;0;N;NA;37;2018/04/20;37
227;AFV06;Muro;C7;N;N;0;0;0;0;N;NA;227;2018/04/24;227
417;AFV06;Muro;C7;N;N;0;0;0;0;N;NA;417;2018/05/02;417
607;AFV06;Muro;C7;N;N;0;0;0;0;N;NA;607;2018/05/09;607
797;AFV06;Muro;C7;N;N;0;0;0;0;N;NA;797;2018/05/16;797
987;AFV06;Muro;C7;N;N;0;0;0;0;N;NA;987;2018/05/30;987
1177;AFV06;Muro;C7;N;N;0;0;0;0;N;NA;1177;2018/06/14;1177
1207;AFV11;Casa do Pesquisador;C7;S;N;14;0;0;0;N;NA;1207;2018/06/14;1207
1182;AFV05b;Banheiro;C2;D;S;17;0;0;0;S;NA;1182;2018/06/14;1182
1184;AFV05b;Banheiro;C4;N;N;0;0;0;0;N;NA;1184;2018/06/14;1184
1185;AFV05b;Banheiro;C5;N;N;0;0;0;0;N;NA;1185;2018/06/14;1185
1186;AFV05b;Banheiro;C6;N;N;0;0;0;0;N;NA;1186;2018/06/14;1186
1187;AFV05b;Banheiro;C7;D;S;14;0;0;0;S;NA;1187;2018/06/14;1187
1190;AFV05b;Banheiro;C10;N;N;0;0;0;0;N;NA;1190;2018/06/14;1190
1191;AFV10a;Banheira;C1;P;N;0;0;0;0;N;NA;1191;2018/06/14;1191
1192;AFV10a;Banheira;C2;RP;N;0;0;0;0;N;NA;1192;2018/06/14;1192
1193;AFV10a;Banheira;C3;P;N;0;0;0;0;N;NA;1193;2018/06/14;1193
1194;AFV10a;Banheira;C4;P;N;0;0;0;0;N;NA;1194;2018/06/14;1194
1195;AFV10a;Banheira;C5;RP;N;0;0;0;0;N;NA;1195;2018/06/14;1195
1196;AFV10a;Banheira;C6;RP;S;3;0;0;0;N;NA;1196;2018/06/14;1196
1197;AFV10a;Banheira;C7;N;N;0;0;0;0;N;NA;1197;2018/06/14;1197
1198;AFV10a;Banheira;C8;S;N;0;0;0;0;N;NA;1198;2018/06/14;1198
1199;AFV10a;Banheira;C9;N;N;0;0;0;0;N;NA;1199;2018/06/14;1199
1200;AFV10a;Banheira;C10;S;N;0;0;0;0;S;NA;1200;2018/06/14;1200
1202;AFV11;Casa do Pesquisador;C2;D;S;28.5;0;0;0;N;NA;1202;2018/06/14;1202
1203;AFV11;Casa do Pesquisador;C3;D;S;30;21;0;0;N;NA;1203;2018/06/14;1203
1204;AFV11;Casa do Pesquisador;C4;D;S;65;32;16;0;N;NA;1204;2018/06/14;1204
1206;AFV11;Casa do Pesquisador;C6;D;S;14.5;0;0;0;N;NA;1206;2018/06/14;1206
1208;AFV11;Casa do Pesquisador;C8;S;N;49;0;0;0;N;NA;1208;2018/06/14;1208
1211;AFV14;Capela;C1;N;N;0;0;0;0;N;NA;1211;2018/06/14;1211
1212;AFV14;Capela;C2;D;S;26.6;0;0;0;N;NA;1212;2018/06/14;1212
1213;AFV14;Capela;C3;N;N;0;0;0;0;N;NA;1213;2018/06/14;1213
1214;AFV14;Capela;C4;D;S;12.2;0;0;0;N;NA;1214;2018/06/14;1214
1216;AFV14;Capela;C6;N;N;0;0;0;0;N;NA;1216;2018/06/14;1216
1217;AFV14;Capela;C7;N;N;0;0;0;0;N;NA;1217;2018/06/14;1217
1220;AFV14;Capela;C10;N;N;0;0;0;0;N;NA;1220;2018/06/14;1220
1221;AFV13;Centro de Visitantes;C1;RP;N;19;0;0;0;N;NA;1221;2018/06/14;1221
1222;AFV13;Centro de Visitantes;C2;RP;N;33;0;0;0;N;NA;1222;2018/06/14;1222
1223;AFV13;Centro de Visitantes;C3;RP;N;0;0;0;0;N;NA;1223;2018/06/14;1223
1224;AFV13;Centro de Visitantes;C4;RP;N;0;0;0;0;N;NA;1224;2018/06/14;1224
1225;AFV13;Centro de Visitantes;C5;RP;N;0;0;0;0;N;NA;1225;2018/06/14;1225
1226;AFV13;Centro de Visitantes;C6;RP;N;0;0;0;0;N;NA;1226;2018/06/14;1226
1227;AFV13;Centro de Visitantes;C7;RP;N;0;0;0;0;N;NA;1227;2018/06/14;1227
1228;AFV13;Centro de Visitantes;C8;RP;N;0;0;0;0;N;NA;1228;2018/06/14;1228
1229;AFV13;Centro de Visitantes;C9;D;S;41.3;0;0;0;N;NA;1229;2018/06/14;1229
1230;AFV13;Centro de Visitantes;C10;RP;N;0;0;0;0;N;NA;1230;2018/06/14;1230
1231;AFV08;Cercado;C1;P;N;17;0;0;0;N;NA;1231;2018/06/14;1231
1232;AFV08;Cercado;C2;S;N;16;0;0;0;N;NA;1232;2018/06/14;1232
1233;AFV08;Cercado;C3;P;N;25;0;0;0;N;NA;1233;2018/06/14;1233
1234;AFV08;Cercado;C4;RP;N;15;0;0;0;N;NA;1234;2018/06/14;1234
1235;AFV08;Cercado;C5;D;S;51;8.5;0;0;N;NA;1235;2018/06/14;1235
1236;AFV08;Cercado;C6;P;N;15;0;0;0;N;NA;1236;2018/06/14;1236
1237;AFV08;Cercado;C7;P;N;15;0;0;0;N;NA;1237;2018/06/14;1237
1238;AFV08;Cercado;C8;RP;N;21.3;0;0;0;N;NA;1238;2018/06/14;1238
1239;AFV08;Cercado;C9;P;N;15;0;0;0;N;NA;1239;2018/06/14;1239
1240;AFV08;Cercado;C10;RP;N;32;0;0;0;N;NA;1240;2018/06/14;1240
1246;AFV03;Circuito Mylena;C6;S;N;0;0;0;0;N;NA;1246;2018/06/14;1246
1436;AFV03;Circuito Mylena;C6;S;N;0;0;0;0;N;NA;1436;2018/07/02;1436
1626;AFV03;Circuito Mylena;C6;S;N;0;0;0;0;N;NA;1626;2018/08/01;1626
107;AFV03;Circuito Mylena;C7;N;N;0;0;0;0;N;NA;107;2018/04/20;107
297;AFV03;Circuito Mylena;C7;N;N;0;0;0;0;N;NA;297;2018/04/24;297
487;AFV03;Circuito Mylena;C7;N;N;0;0;0;0;N;NA;487;2018/05/02;487
677;AFV03;Circuito Mylena;C7;N;N;0;0;0;0;N;NA;677;2018/05/09;677
867;AFV03;Circuito Mylena;C7;N;N;0;0;0;0;N;NA;867;2018/05/16;867
1057;AFV03;Circuito Mylena;C7;D;S;8;0;0;0;S;NA;1057;2018/05/30;1057
1247;AFV03;Circuito Mylena;C7;D;S;8;0;0;0;N;NA;1247;2018/06/14;1247
1251;AFV04;Estrada Excelsior;C1;D;S;12;0;0;0;N;NA;1251;2018/06/14;1251
1252;AFV04;Estrada Excelsior;C2;D;S;21;0;0;0;N;NA;1252;2018/06/14;1252
1253;AFV04;Estrada Excelsior;C3;N;N;0;0;0;0;N;NA;1253;2018/06/14;1253
1254;AFV04;Estrada Excelsior;C4;N;N;0;0;0;0;N;NA;1254;2018/06/14;1254
1255;AFV04;Estrada Excelsior;C5;N;N;0;0;0;0;N;NA;1255;2018/06/14;1255
1256;AFV04;Estrada Excelsior;C6;N;N;0;0;0;0;N;NA;1256;2018/06/14;1256
1257;AFV04;Estrada Excelsior;C7;N;N;0;0;0;0;N;NA;1257;2018/06/14;1257
1209;AFV11;Casa do Pesquisador;C9;S;N;12;0;0;0;N;NA;1209;2018/06/14;1209
1261;AFV09;Cercado Acima;C1;P;N;12;0;0;0;N;NA;1261;2018/06/14;1261
1262;AFV09;Cercado Acima;C2;RP;N;13;0;0;0;N;NA;1262;2018/06/14;1262
1263;AFV09;Cercado Acima;C3;RP;N;19;0;0;0;N;NA;1263;2018/06/14;1263
1264;AFV09;Cercado Acima;C4;RP;N;19;0;0;0;N;NA;1264;2018/06/14;1264
1265;AFV09;Cercado Acima;C5;RP;N;0;0;0;0;N;NA;1265;2018/06/14;1265
1266;AFV09;Cercado Acima;C6;RP;N;0;0;0;0;N;NA;1266;2018/06/14;1266
1267;AFV09;Cercado Acima;C7;RP;N;0;0;0;0;N;NA;1267;2018/06/14;1267
1268;AFV09;Cercado Acima;C8;P;N;0;0;0;0;N;NA;1268;2018/06/14;1268
1269;AFV09;Cercado Acima;C9;P;N;0;0;0;0;N;NA;1269;2018/06/14;1269
1270;AFV09;Cercado Acima;C10;P;N;12;0;0;0;N;NA;1270;2018/06/14;1270
1271;AFV16a;Saida;C1;S;N;0;0;0;0;N;NA;1271;2018/06/14;1271
1272;AFV16a;Saida;C2;D;S;16;0;0;0;N;NA;1272;2018/06/14;1272
1273;AFV16a;Saida;C3;S;N;0;0;0;0;N;NA;1273;2018/06/14;1273
1274;AFV16a;Saida;C4;S;N;0;0;0;0;N;NA;1274;2018/06/14;1274
1275;AFV16a;Saida;C5;S;N;0;0;0;0;N;NA;1275;2018/06/14;1275
1276;AFV16a;Saida;C6;S;N;0;0;0;0;N;NA;1276;2018/06/14;1276
1277;AFV16a;Saida;C7;S;N;0;0;0;0;N;NA;1277;2018/06/14;1277
1278;AFV16a;Saida;C8;P;N;23;0;0;0;N;NA;1278;2018/06/14;1278
1279;AFV16a;Saida;C9;S;N;0;0;0;0;N;NA;1279;2018/06/14;1279
1280;AFV16a;Saida;C10;S;N;79;0;0;0;N;NA;1280;2018/06/14;1280
1282;AFV17a;Casas;C2;D;S;12.5;0;0;0;N;NA;1282;2018/06/14;1282
1283;AFV17a;Casas;C3;D;S;23.3;0;0;0;N;NA;1283;2018/06/14;1283
1284;AFV17a;Casas;C4;D;S;11.4;0;0;0;N;NA;1284;2018/06/14;1284
1289;AFV17a;Casas;C9;RP;S;13.6;0;0;0;N;NA;1289;2018/06/14;1289
1291;AFV18;Escadaria Abaixo;C1;N;N;0;0;0;0;N;NA;1291;2018/06/14;1291
1292;AFV18;Escadaria Abaixo;C2;N;N;0;0;0;0;N;NA;1292;2018/06/14;1292
1293;AFV18;Escadaria Abaixo;C3;N;N;0;0;0;0;N;NA;1293;2018/06/14;1293
1294;AFV18;Escadaria Abaixo;C4;N;N;0;0;0;0;N;NA;1294;2018/06/14;1294
1295;AFV18;Escadaria Abaixo;C5;N;N;0;0;0;0;N;NA;1295;2018/06/14;1295
1296;AFV18;Escadaria Abaixo;C6;N;N;0;0;0;0;N;NA;1296;2018/06/14;1296
1297;AFV18;Escadaria Abaixo;C7;N;N;0;0;0;0;N;NA;1297;2018/06/14;1297
1298;AFV18;Escadaria Abaixo;C8;N;N;0;0;0;0;N;NA;1298;2018/06/14;1298
1299;AFV18;Escadaria Abaixo;C9;N;N;0;0;0;0;N;NA;1299;2018/06/14;1299
1300;AFV18;Escadaria Abaixo;C10;N;N;0;0;0;0;N;NA;1300;2018/06/14;1300
1301;AFV15;Cova da Onca;C1;N;N;0;0;0;0;N;NA;1301;2018/06/14;1301
1302;AFV15;Cova da Onca;C2;N;N;0;0;0;0;N;NA;1302;2018/06/14;1302
1303;AFV15;Cova da Onca;C3;N;N;0;0;0;0;N;NA;1303;2018/06/14;1303
1304;AFV15;Cova da Onca;C4;N;N;0;0;0;0;N;NA;1304;2018/06/14;1304
1305;AFV15;Cova da Onca;C5;N;N;0;0;0;0;N;NA;1305;2018/06/14;1305
1306;AFV15;Cova da Onca;C6;N;N;0;0;0;0;N;NA;1306;2018/06/14;1306
1307;AFV15;Cova da Onca;C7;N;N;0;0;0;0;N;NA;1307;2018/06/14;1307
1308;AFV15;Cova da Onca;C8;N;N;0;0;0;0;N;NA;1308;2018/06/14;1308
1309;AFV15;Cova da Onca;C9;N;N;0;0;0;0;N;NA;1309;2018/06/14;1309
1310;AFV15;Cova da Onca;C10;N;N;0;0;0;0;N;NA;1310;2018/06/14;1310
1312;AFV12;Anathema;C2;D;S;18.2;0;0;0;N;NA;1312;2018/06/14;1312
1314;AFV12;Anathema;C4;D;N;22;0;0;0;N;NA;1314;2018/06/14;1314
1281;AFV17a;Casas;C1;P;N;11.6;0;0;0;N;NA;1281;2018/06/14;1281
1316;AFV12;Anathema;C6;D;S;30;17;0;0;N;NA;1316;2018/06/14;1316
1317;AFV12;Anathema;C7;D;S;21;8.2;7;0;N;NA;1317;2018/06/14;1317
1318;AFV12;Anathema;C8;D;S;12;0;0;0;S;NA;1318;2018/06/14;1318
1321;AFV19;Cascatinha;C1;N;N;0;0;0;0;N;NA;1321;2018/06/14;1321
1322;AFV19;Cascatinha;C2;N;N;0;0;0;0;N;NA;1322;2018/06/14;1322
1323;AFV19;Cascatinha;C3;N;N;0;0;0;0;N;NA;1323;2018/06/14;1323
1324;AFV19;Cascatinha;C4;N;N;0;0;0;0;N;NA;1324;2018/06/14;1324
1325;AFV19;Cascatinha;C5;N;N;0;0;0;0;N;NA;1325;2018/06/14;1325
1326;AFV19;Cascatinha;C6;N;N;0;0;0;0;N;NA;1326;2018/06/14;1326
1327;AFV19;Cascatinha;C7;N;N;0;0;0;0;N;NA;1327;2018/06/14;1327
1328;AFV19;Cascatinha;C8;N;N;0;0;0;0;N;NA;1328;2018/06/14;1328
1329;AFV19;Cascatinha;C9;N;N;0;0;0;0;N;NA;1329;2018/06/14;1329
1330;AFV19;Cascatinha;C10;N;N;0;0;0;0;N;NA;1330;2018/06/14;1330
1290;AFV17a;Casas;C10;P;N;2;0;0;0;N;NA;1290;2018/06/14;1290
1285;AFV17a;Casas;C5;S;N;0;0;0;0;N;NA;1285;2018/06/14;1285
1286;AFV17a;Casas;C6;S;N;23.2;0;0;0;N;NA;1286;2018/06/14;1286
1287;AFV17a;Casas;C7;S;N;14.4;0;0;0;N;NA;1287;2018/06/14;1287
1288;AFV17a;Casas;C8;S;N;2;0;0;0;N;NA;1288;2018/06/14;1288
1260;AFV04;Estrada Excelsior;C10;S;N;0;0;0;0;N;NA;1260;2018/06/14;1260
1258;AFV04;Estrada Excelsior;C8;S;N;0;0;0;0;N;NA;1258;2018/06/14;1258
1259;AFV04;Estrada Excelsior;C9;S;N;0;0;0;0;N;NA;1259;2018/06/14;1259
1156;AFV01;Restaurante Acima;C6;S;N;8.7;0;0;0;S;NA;1156;2018/06/14;1156
1159;AFV01;Restaurante Acima;C9;S;N;0;0;0;0;S;NA;1159;2018/06/14;1159
1501;AFV12;Anathema;C1;P;N;0;0;0;0;N;NA;1501;2018/07/02;1501
1510;AFV12;Anathema;C10;P;N;6.1;0;0;0;N;NA;1510;2018/07/02;1510
1503;AFV12;Anathema;C3;P;S;7;0;0;0;N;NA;1503;2018/07/02;1503
1505;AFV12;Anathema;C5;P;N;0;0;0;0;N;NA;1505;2018/07/02;1505
1509;AFV12;Anathema;C9;S;N;0;0;0;0;N;NA;1509;2018/07/02;1509
1371;AFV05b;Banheiro;C1;S;N;66.5;0;0;0;N;NA;1371;2018/07/02;1371
1373;AFV05b;Banheiro;C3;S;N;39.2;0;0;0;N;NA;1373;2018/07/02;1373
1378;AFV05b;Banheiro;C8;S;N;0;0;0;0;N;NA;1378;2018/07/02;1378
1379;AFV05b;Banheiro;C9;S;N;0;0;0;0;N;NA;1379;2018/07/02;1379
1410;AFV14;Capela;C10;S;N;0;0;0;0;S;NA;1410;2018/07/02;1410
1403;AFV14;Capela;C3;S;N;0;0;0;0;S;NA;1403;2018/07/02;1403
1405;AFV14;Capela;C5;S;N;21;0;0;0;N;NA;1405;2018/07/02;1405
1408;AFV14;Capela;C8;S;N;0;0;0;0;N;NA;1408;2018/07/02;1408
1409;AFV14;Capela;C9;S;N;14;0;0;0;N;NA;1409;2018/07/02;1409
1391;AFV11;Casa do Pesquisador;C1;S;N;60;0;0;0;N;NA;1391;2018/07/02;1391
1400;AFV11;Casa do Pesquisador;C10;S;N;33;0;0;0;N;NA;1400;2018/07/02;1400
1395;AFV11;Casa do Pesquisador;C5;S;S;30;0;0;0;N;NA;1395;2018/07/02;1395
1397;AFV11;Casa do Pesquisador;C7;S;N;14;0;0;0;N;NA;1397;2018/07/02;1397
1398;AFV11;Casa do Pesquisador;C8;S;N;49;0;0;0;N;NA;1398;2018/07/02;1398
1399;AFV11;Casa do Pesquisador;C9;S;N;12;0;0;0;N;NA;1399;2018/07/02;1399
1471;AFV17a;Casas;C1;P;N;11.6;0;0;0;N;NA;1471;2018/07/02;1471
1331;AFV07;Lago das Fadas;C1;S;N;0;0;0;0;N;NA;1331;2018/07/02;1331
1332;AFV07;Lago das Fadas;C2;S;N;0;0;0;0;N;NA;1332;2018/07/02;1332
1333;AFV07;Lago das Fadas;C3;S;N;0;0;0;0;N;NA;1333;2018/07/02;1333
1334;AFV07;Lago das Fadas;C4;P;N;0;0;0;0;N;NA;1334;2018/07/02;1334
1335;AFV07;Lago das Fadas;C5;P;N;0;0;0;0;N;NA;1335;2018/07/02;1335
1336;AFV07;Lago das Fadas;C6;P;N;0;0;0;0;N;NA;1336;2018/07/02;1336
1337;AFV07;Lago das Fadas;C7;P;N;0;0;0;0;N;NA;1337;2018/07/02;1337
1338;AFV07;Lago das Fadas;C8;S;N;0;0;0;0;N;NA;1338;2018/07/02;1338
1339;AFV07;Lago das Fadas;C9;S;N;0;0;0;0;N;NA;1339;2018/07/02;1339
1340;AFV07;Lago das Fadas;C10;P;N;0;0;0;0;N;NA;1340;2018/07/02;1340
1341;AFV01;Restaurante Acima;C1;N;N;0;0;0;0;N;NA;1341;2018/07/02;1341
1342;AFV01;Restaurante Acima;C2;D;S;8.7;0;0;0;N;NA;1342;2018/07/02;1342
1343;AFV01;Restaurante Acima;C3;N;N;12;0;0;0;N;NA;1343;2018/07/02;1343
1344;AFV01;Restaurante Acima;C4;N;N;8.7;0;0;0;N;NA;1344;2018/07/02;1344
1345;AFV01;Restaurante Acima;C5;D;S;12;0;0;0;N;NA;1345;2018/07/02;1345
1347;AFV01;Restaurante Acima;C7;N;N;12;0;0;0;N;NA;1347;2018/07/02;1347
1348;AFV01;Restaurante Acima;C8;N;N;0;0;0;0;N;NA;1348;2018/07/02;1348
1350;AFV01;Restaurante Acima;C10;N;N;0;0;0;0;N;NA;1350;2018/07/02;1350
1351;AFV20;Grutas;C1;P;N;0;0;0;0;N;NA;1351;2018/07/02;1351
1352;AFV20;Grutas;C2;S;N;0;0;0;0;N;NA;1352;2018/07/02;1352
1353;AFV20;Grutas;C3;P;N;0;0;0;0;N;NA;1353;2018/07/02;1353
1354;AFV20;Grutas;C4;P;N;0;0;0;0;N;NA;1354;2018/07/02;1354
1355;AFV20;Grutas;C5;P;N;0;0;0;0;N;NA;1355;2018/07/02;1355
1356;AFV20;Grutas;C6;P;N;0;0;0;0;N;NA;1356;2018/07/02;1356
1357;AFV20;Grutas;C7;S;N;0;0;0;0;N;NA;1357;2018/07/02;1357
1358;AFV20;Grutas;C8;P;N;0;0;0;0;N;NA;1358;2018/07/02;1358
1359;AFV20;Grutas;C9;S;N;0;0;0;0;N;NA;1359;2018/07/02;1359
1360;AFV20;Grutas;C10;P;N;0;0;0;0;N;NA;1360;2018/07/02;1360
1367;AFV06;Muro;C7;N;N;0;0;0;0;N;NA;1367;2018/07/02;1367
1557;AFV06;Muro;C7;N;N;0;0;0;0;N;NA;1557;2018/08/01;1557
38;AFV06;Muro;C8;N;N;0;0;0;0;N;NA;38;2018/04/20;38
228;AFV06;Muro;C8;N;N;0;0;0;0;N;NA;228;2018/04/24;228
418;AFV06;Muro;C8;N;N;0;0;0;0;N;NA;418;2018/05/02;418
608;AFV06;Muro;C8;N;N;0;0;0;0;N;NA;608;2018/05/09;608
798;AFV06;Muro;C8;N;N;0;0;0;0;N;NA;798;2018/05/16;798
988;AFV06;Muro;C8;N;N;0;0;0;0;N;NA;988;2018/05/30;988
1178;AFV06;Muro;C8;N;N;0;0;0;0;N;NA;1178;2018/06/14;1178
1368;AFV06;Muro;C8;N;N;0;0;0;0;N;NA;1368;2018/07/02;1368
1372;AFV05b;Banheiro;C2;D;S;17;0;0;0;N;NA;1372;2018/07/02;1372
1374;AFV05b;Banheiro;C4;N;N;0;0;0;0;N;NA;1374;2018/07/02;1374
1375;AFV05b;Banheiro;C5;N;N;0;0;0;0;N;NA;1375;2018/07/02;1375
1376;AFV05b;Banheiro;C6;N;N;0;0;0;0;N;NA;1376;2018/07/02;1376
1377;AFV05b;Banheiro;C7;D;S;14;0;0;0;N;NA;1377;2018/07/02;1377
1380;AFV05b;Banheiro;C10;N;N;0;0;0;0;N;NA;1380;2018/07/02;1380
1381;AFV10a;Banheira;C1;P;N;0;0;0;0;N;NA;1381;2018/07/02;1381
1382;AFV10a;Banheira;C2;RP;N;0;0;0;0;N;NA;1382;2018/07/02;1382
1383;AFV10a;Banheira;C3;P;N;0;0;0;0;N;NA;1383;2018/07/02;1383
1384;AFV10a;Banheira;C4;P;N;0;0;0;0;N;NA;1384;2018/07/02;1384
1385;AFV10a;Banheira;C5;RP;N;0;0;0;0;N;NA;1385;2018/07/02;1385
1386;AFV10a;Banheira;C6;RP;S;3;0;0;0;N;NA;1386;2018/07/02;1386
1387;AFV10a;Banheira;C7;N;N;0;0;0;0;N;NA;1387;2018/07/02;1387
1388;AFV10a;Banheira;C8;S;N;0;0;0;0;N;NA;1388;2018/07/02;1388
1389;AFV10a;Banheira;C9;N;N;0;0;0;0;N;NA;1389;2018/07/02;1389
1390;AFV10a;Banheira;C10;S;N;0;0;0;0;S;NA;1390;2018/07/02;1390
1392;AFV11;Casa do Pesquisador;C2;D;S;28.5;0;0;0;N;NA;1392;2018/07/02;1392
1393;AFV11;Casa do Pesquisador;C3;D;S;30;21;0;0;N;NA;1393;2018/07/02;1393
1394;AFV11;Casa do Pesquisador;C4;D;S;65;32;16;0;N;NA;1394;2018/07/02;1394
1480;AFV17a;Casas;C10;P;N;2;0;0;0;N;NA;1480;2018/07/02;1480
1396;AFV11;Casa do Pesquisador;C6;D;S;14.5;0;0;0;N;NA;1396;2018/07/02;1396
1401;AFV14;Capela;C1;N;N;0;0;0;0;N;NA;1401;2018/07/02;1401
1402;AFV14;Capela;C2;D;S;26.6;0;0;0;N;NA;1402;2018/07/02;1402
1404;AFV14;Capela;C4;D;S;12.2;0;0;0;N;NA;1404;2018/07/02;1404
1406;AFV14;Capela;C6;N;N;0;0;0;0;N;NA;1406;2018/07/02;1406
1407;AFV14;Capela;C7;N;N;0;0;0;0;N;NA;1407;2018/07/02;1407
1475;AFV17a;Casas;C5;S;N;0;0;0;0;N;NA;1475;2018/07/02;1475
1411;AFV13;Centro de Visitantes;C1;RP;N;19;0;0;0;N;NA;1411;2018/07/02;1411
1412;AFV13;Centro de Visitantes;C2;RP;N;33;0;0;0;N;NA;1412;2018/07/02;1412
1413;AFV13;Centro de Visitantes;C3;RP;N;0;0;0;0;N;NA;1413;2018/07/02;1413
1414;AFV13;Centro de Visitantes;C4;RP;N;0;0;0;0;N;NA;1414;2018/07/02;1414
1415;AFV13;Centro de Visitantes;C5;RP;N;0;0;0;0;N;NA;1415;2018/07/02;1415
1416;AFV13;Centro de Visitantes;C6;RP;N;0;0;0;0;N;NA;1416;2018/07/02;1416
1417;AFV13;Centro de Visitantes;C7;RP;N;0;0;0;0;N;NA;1417;2018/07/02;1417
1418;AFV13;Centro de Visitantes;C8;RP;N;0;0;0;0;N;NA;1418;2018/07/02;1418
1419;AFV13;Centro de Visitantes;C9;D;S;41.3;0;0;0;N;NA;1419;2018/07/02;1419
1420;AFV13;Centro de Visitantes;C10;RP;N;0;0;0;0;N;NA;1420;2018/07/02;1420
1421;AFV08;Cercado;C1;P;N;17;0;0;0;N;NA;1421;2018/07/02;1421
1422;AFV08;Cercado;C2;S;N;16;0;0;0;N;NA;1422;2018/07/02;1422
1423;AFV08;Cercado;C3;P;N;25;0;0;0;N;NA;1423;2018/07/02;1423
1424;AFV08;Cercado;C4;RP;N;15;0;0;0;N;NA;1424;2018/07/02;1424
1425;AFV08;Cercado;C5;D;S;51;8.5;0;0;N;NA;1425;2018/07/02;1425
1426;AFV08;Cercado;C6;P;N;15;0;0;0;N;NA;1426;2018/07/02;1426
1427;AFV08;Cercado;C7;P;N;15;0;0;0;N;NA;1427;2018/07/02;1427
1428;AFV08;Cercado;C8;RP;N;21.3;0;0;0;N;NA;1428;2018/07/02;1428
1429;AFV08;Cercado;C9;P;N;15;0;0;0;N;NA;1429;2018/07/02;1429
1430;AFV08;Cercado;C10;RP;N;32;0;0;0;N;NA;1430;2018/07/02;1430
1437;AFV03;Circuito Mylena;C7;D;S;8;0;0;0;N;NA;1437;2018/07/02;1437
1627;AFV03;Circuito Mylena;C7;D;S;8;0;0;0;N;NA;1627;2018/08/01;1627
108;AFV03;Circuito Mylena;C8;N;N;0;0;0;0;N;NA;108;2018/04/20;108
298;AFV03;Circuito Mylena;C8;N;N;0;0;0;0;N;NA;298;2018/04/24;298
488;AFV03;Circuito Mylena;C8;D;S;13;0;0;0;S;NA;488;2018/05/02;488
678;AFV03;Circuito Mylena;C8;D;S;13;0;0;0;N;NA;678;2018/05/09;678
868;AFV03;Circuito Mylena;C8;S;N;0;0;0;0;S;NA;868;2018/05/16;868
1058;AFV03;Circuito Mylena;C8;S;N;0;0;0;0;N;NA;1058;2018/05/30;1058
1248;AFV03;Circuito Mylena;C8;S;N;0;0;0;0;N;NA;1248;2018/06/14;1248
1438;AFV03;Circuito Mylena;C8;S;N;0;0;0;0;N;NA;1438;2018/07/02;1438
1441;AFV04;Estrada Excelsior;C1;D;S;12;0;0;0;N;NA;1441;2018/07/02;1441
1442;AFV04;Estrada Excelsior;C2;D;S;21;0;0;0;N;NA;1442;2018/07/02;1442
1443;AFV04;Estrada Excelsior;C3;N;N;0;0;0;0;N;NA;1443;2018/07/02;1443
1444;AFV04;Estrada Excelsior;C4;N;N;0;0;0;0;N;NA;1444;2018/07/02;1444
1445;AFV04;Estrada Excelsior;C5;N;N;0;0;0;0;N;NA;1445;2018/07/02;1445
1446;AFV04;Estrada Excelsior;C6;N;N;0;0;0;0;N;NA;1446;2018/07/02;1446
1447;AFV04;Estrada Excelsior;C7;N;N;0;0;0;0;N;NA;1447;2018/07/02;1447
1451;AFV09;Cercado Acima;C1;P;N;12;0;0;0;N;NA;1451;2018/07/02;1451
1452;AFV09;Cercado Acima;C2;RP;N;13;0;0;0;N;NA;1452;2018/07/02;1452
1453;AFV09;Cercado Acima;C3;RP;N;19;0;0;0;N;NA;1453;2018/07/02;1453
1454;AFV09;Cercado Acima;C4;RP;N;19;0;0;0;N;NA;1454;2018/07/02;1454
1455;AFV09;Cercado Acima;C5;RP;N;0;0;0;0;N;NA;1455;2018/07/02;1455
1456;AFV09;Cercado Acima;C6;RP;N;0;0;0;0;N;NA;1456;2018/07/02;1456
1457;AFV09;Cercado Acima;C7;RP;N;0;0;0;0;N;NA;1457;2018/07/02;1457
1458;AFV09;Cercado Acima;C8;P;N;0;0;0;0;N;NA;1458;2018/07/02;1458
1459;AFV09;Cercado Acima;C9;P;N;0;0;0;0;N;NA;1459;2018/07/02;1459
1460;AFV09;Cercado Acima;C10;P;N;12;0;0;0;N;NA;1460;2018/07/02;1460
1461;AFV16a;Saida;C1;S;N;0;0;0;0;N;NA;1461;2018/07/02;1461
1462;AFV16a;Saida;C2;D;S;16;0;0;0;N;NA;1462;2018/07/02;1462
1463;AFV16a;Saida;C3;S;N;0;0;0;0;N;NA;1463;2018/07/02;1463
1464;AFV16a;Saida;C4;S;N;0;0;0;0;N;NA;1464;2018/07/02;1464
1465;AFV16a;Saida;C5;S;N;0;0;0;0;N;NA;1465;2018/07/02;1465
