"","X","Pontos","Nome","Semente","Destino","Enterrada","Distancia","D2","D3","D4","Mudanca","X12","X13","Data","Trinta","Sessenta","Cento_e_vinte"
"204",204,"AFV04","Estrada Excelsior","C6","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",26.25,21.25,20
"205",205,"AFV04","Estrada Excelsior","C6","N","N",0,0,0,0,"N",NA,NA,"2018-07-02",26.25,21.25,20
"206",206,"AFV04","Estrada Excelsior","C3","N","N",0,0,0,0,"N",NA,NA,"2018-06-14",26.25,21.25,20
"207",207,"AFV04","Estrada Excelsior","C3","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",26.25,21.25,20
"208",208,"AFV04","Estrada Excelsior","C3","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",26.25,21.25,20
"209",209,"AFV04","Estrada Excelsior","C3","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",26.25,21.25,20
"210",210,"AFV04","Estrada Excelsior","C8","S","N",0,0,0,0,"S",NA,NA,"2018-05-30",26.25,21.25,20
"211",211,"AFV04","Estrada Excelsior","C4","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",26.25,21.25,20
"212",212,"AFV04","Estrada Excelsior","C9","S","N",0,0,0,0,"N",NA,NA,"2018-08-01",26.25,21.25,20
"213",213,"AFV04","Estrada Excelsior","C1","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",26.25,21.25,20
"214",214,"AFV04","Estrada Excelsior","C8","S","N",0,0,0,0,"N",NA,NA,"2018-08-01",26.25,21.25,20
"215",215,"AFV04","Estrada Excelsior","C8","D","S",21,0,0,0,"N",NA,NA,"2018-05-02",26.25,21.25,20
"216",216,"AFV04","Estrada Excelsior","C8","S","N",0,0,0,0,"N",NA,NA,"2018-07-02",26.25,21.25,20
"217",217,"AFV04","Estrada Excelsior","C8","D","S",21,0,0,0,"N",NA,NA,"2018-05-09",26.25,21.25,20
"218",218,"AFV04","Estrada Excelsior","C8","S","N",0,0,0,0,"N",NA,NA,"2018-06-14",26.25,21.25,20
"219",219,"AFV04","Estrada Excelsior","C8","D","S",21,0,0,0,"N",NA,NA,"2018-05-16",26.25,21.25,20
"220",220,"AFV04","Estrada Excelsior","C8","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",26.25,21.25,20
"221",221,"AFV04","Estrada Excelsior","C3","N","N",0,0,0,0,"N",NA,NA,"2018-08-01",26.25,21.25,20
"222",222,"AFV04","Estrada Excelsior","C3","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",26.25,21.25,20
"223",223,"AFV04","Estrada Excelsior","C3","N","N",0,0,0,0,"N",NA,NA,"2018-07-02",26.25,21.25,20
"224",224,"AFV04","Estrada Excelsior","C5","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",26.25,21.25,20
"225",225,"AFV04","Estrada Excelsior","C1","D","S",12,0,0,0,"N",NA,NA,"2018-08-01",26.25,21.25,20
"226",226,"AFV04","Estrada Excelsior","C5","N","N",0,0,0,0,"N",NA,NA,"2018-08-01",26.25,21.25,20
"227",227,"AFV04","Estrada Excelsior","C1","D","S",12,0,0,0,"N",NA,NA,"2018-07-02",26.25,21.25,20
"228",228,"AFV04","Estrada Excelsior","C1","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",26.25,21.25,20
"229",229,"AFV04","Estrada Excelsior","C1","D","S",12,0,0,0,"N",NA,NA,"2018-06-14",26.25,21.25,20
"230",230,"AFV04","Estrada Excelsior","C10","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",26.25,21.25,20
"231",231,"AFV04","Estrada Excelsior","C1","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",26.25,21.25,20
"232",232,"AFV04","Estrada Excelsior","C1","D","S",12,0,0,0,"S",NA,NA,"2018-05-30",26.25,21.25,20
"233",233,"AFV04","Estrada Excelsior","C10","S","N",0,0,0,0,"N",NA,NA,"2018-08-01",26.25,21.25,20
"234",234,"AFV04","Estrada Excelsior","C4","N","N",0,0,0,0,"N",NA,NA,"2018-06-14",26.25,21.25,20
"235",235,"AFV04","Estrada Excelsior","C4","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",26.25,21.25,20
"236",236,"AFV04","Estrada Excelsior","C4","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",26.25,21.25,20
"237",237,"AFV04","Estrada Excelsior","C4","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",26.25,21.25,20
"238",238,"AFV04","Estrada Excelsior","C4","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",26.25,21.25,20
"239",239,"AFV04","Estrada Excelsior","C4","N","N",0,0,0,0,"N",NA,NA,"2018-07-02",26.25,21.25,20
"240",240,"AFV04","Estrada Excelsior","C4","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",26.25,21.25,20
"241",241,"AFV04","Estrada Excelsior","C9","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",26.25,21.25,20
"242",242,"AFV04","Estrada Excelsior","C9","S","N",0,0,0,0,"N",NA,NA,"2018-07-02",26.25,21.25,20
"243",243,"AFV04","Estrada Excelsior","C9","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",26.25,21.25,20
"244",244,"AFV04","Estrada Excelsior","C9","S","N",0,0,0,0,"N",NA,NA,"2018-06-14",26.25,21.25,20
"245",245,"AFV04","Estrada Excelsior","C9","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",26.25,21.25,20
"246",246,"AFV04","Estrada Excelsior","C9","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",26.25,21.25,20
"247",247,"AFV04","Estrada Excelsior","C2","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",26.25,21.25,20
"248",248,"AFV04","Estrada Excelsior","C9","S","N",0,0,0,0,"S",NA,NA,"2018-05-30",26.25,21.25,20
"249",249,"AFV04","Estrada Excelsior","C3","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",26.25,21.25,20
"250",250,"AFV04","Estrada Excelsior","C3","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",26.25,21.25,20
"251",251,"AFV04","Estrada Excelsior","C7","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",26.25,21.25,20
"252",252,"AFV04","Estrada Excelsior","C10","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",26.25,21.25,20
"253",253,"AFV04","Estrada Excelsior","C10","S","N",0,0,0,0,"N",NA,NA,"2018-07-02",26.25,21.25,20
"254",254,"AFV04","Estrada Excelsior","C10","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",26.25,21.25,20
"255",255,"AFV04","Estrada Excelsior","C10","S","N",0,0,0,0,"N",NA,NA,"2018-06-14",26.25,21.25,20
"256",256,"AFV04","Estrada Excelsior","C10","S","N",0,0,0,0,"S",NA,NA,"2018-05-16",26.25,21.25,20
"257",257,"AFV04","Estrada Excelsior","C2","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",26.25,21.25,20
"258",258,"AFV04","Estrada Excelsior","C10","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",26.25,21.25,20
"259",259,"AFV04","Estrada Excelsior","C2","N","N",21,0,0,0,"N",NA,NA,"2018-05-16",26.25,21.25,20
"260",260,"AFV04","Estrada Excelsior","C2","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",26.25,21.25,20
"261",261,"AFV04","Estrada Excelsior","C4","N","N",0,0,0,0,"N",NA,NA,"2018-08-01",26.25,21.25,20
"262",262,"AFV04","Estrada Excelsior","C2","D","S",21,0,0,0,"S",NA,NA,"2018-05-30",26.25,21.25,20
"263",263,"AFV04","Estrada Excelsior","C5","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",26.25,21.25,20
"264",264,"AFV04","Estrada Excelsior","C5","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",26.25,21.25,20
"265",265,"AFV04","Estrada Excelsior","C2","D","S",21,0,0,0,"N",NA,NA,"2018-07-02",26.25,21.25,20
"266",266,"AFV04","Estrada Excelsior","C7","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",26.25,21.25,20
"267",267,"AFV04","Estrada Excelsior","C7","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",26.25,21.25,20
"268",268,"AFV04","Estrada Excelsior","C7","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",26.25,21.25,20
"269",269,"AFV04","Estrada Excelsior","C2","D","S",21,0,0,0,"N",NA,NA,"2018-06-14",26.25,21.25,20
"270",270,"AFV04","Estrada Excelsior","C1","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",26.25,21.25,20
"271",271,"AFV05b","Banheiro","C1","S","N",66.5,0,0,0,"N",NA,NA,"2018-04-24",32.30769231,31.15384615,28.84615385
"272",272,"AFV05b","Banheiro","C8","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",32.30769231,31.15384615,28.84615385
"273",273,"AFV05b","Banheiro","C9","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",32.30769231,31.15384615,28.84615385
"274",274,"AFV05b","Banheiro","C9","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",32.30769231,31.15384615,28.84615385
"275",275,"AFV05b","Banheiro","C2","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",32.30769231,31.15384615,28.84615385
"276",276,"AFV05b","Banheiro","C4","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",32.30769231,31.15384615,28.84615385
"277",277,"AFV05b","Banheiro","C6","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",32.30769231,31.15384615,28.84615385
"278",278,"AFV05b","Banheiro","C10","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",32.30769231,31.15384615,28.84615385
"279",279,"AFV05b","Banheiro","C2","D","S",17,0,0,0,"N",NA,NA,"2018-07-02",32.30769231,31.15384615,28.84615385
"280",280,"AFV05b","Banheiro","C6","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",32.30769231,31.15384615,28.84615385
"281",281,"AFV05b","Banheiro","C9","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",32.30769231,31.15384615,28.84615385
"282",282,"AFV05b","Banheiro","C3","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",32.30769231,31.15384615,28.84615385
"283",283,"AFV05b","Banheiro","C8","S","N",0,0,0,0,"N",NA,NA,"2018-08-01",32.30769231,31.15384615,28.84615385
"284",284,"AFV05b","Banheiro","C1","S","N",66.5,0,0,0,"N",NA,NA,"2018-05-16",32.30769231,31.15384615,28.84615385
"285",285,"AFV05b","Banheiro","C4","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",32.30769231,31.15384615,28.84615385
"286",286,"AFV05b","Banheiro","C1","S","N",66.5,0,0,0,"S",NA,NA,"2018-04-20",32.30769231,31.15384615,28.84615385
"287",287,"AFV05b","Banheiro","C2","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",32.30769231,31.15384615,28.84615385
"288",288,"AFV05b","Banheiro","C5","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",32.30769231,31.15384615,28.84615385
"289",289,"AFV05b","Banheiro","C9","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",32.30769231,31.15384615,28.84615385
"290",290,"AFV05b","Banheiro","C2","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",32.30769231,31.15384615,28.84615385
"291",291,"AFV05b","Banheiro","C10","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",32.30769231,31.15384615,28.84615385
"292",292,"AFV05b","Banheiro","C10","N","N",0,0,0,0,"N",NA,NA,"2018-06-14",32.30769231,31.15384615,28.84615385
"293",293,"AFV05b","Banheiro","C5","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",32.30769231,31.15384615,28.84615385
"294",294,"AFV05b","Banheiro","C3","S","N",39.2,0,0,0,"N",NA,NA,"2018-05-16",32.30769231,31.15384615,28.84615385
"295",295,"AFV05b","Banheiro","C10","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",32.30769231,31.15384615,28.84615385
"296",296,"AFV05b","Banheiro","C1","S","N",66.5,0,0,0,"N",NA,NA,"2018-06-14",32.30769231,31.15384615,28.84615385
"297",297,"AFV05b","Banheiro","C2","D","S",17,0,0,0,"N",NA,NA,"2018-08-01",32.30769231,31.15384615,28.84615385
"298",298,"AFV05b","Banheiro","C3","S","N",39.2,0,0,0,"N",NA,NA,"2018-08-01",32.30769231,31.15384615,28.84615385
"299",299,"AFV05b","Banheiro","C3","S","N",39.2,0,0,0,"N",NA,NA,"2018-05-02",32.30769231,31.15384615,28.84615385
"300",300,"AFV05b","Banheiro","C8","S","N",0,0,0,0,"N",NA,NA,"2018-07-02",32.30769231,31.15384615,28.84615385
"301",301,"AFV05b","Banheiro","C5","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",32.30769231,31.15384615,28.84615385
"302",302,"AFV05b","Banheiro","C4","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",32.30769231,31.15384615,28.84615385
"303",303,"AFV05b","Banheiro","C2","D","S",17,0,0,0,"S",NA,NA,"2018-06-14",32.30769231,31.15384615,28.84615385
"304",304,"AFV05b","Banheiro","C6","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",32.30769231,31.15384615,28.84615385
"305",305,"AFV05b","Banheiro","C7","D","S",14,0,0,0,"N",NA,NA,"2018-08-01",32.30769231,31.15384615,28.84615385
"306",306,"AFV05b","Banheiro","C10","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",32.30769231,31.15384615,28.84615385
"307",307,"AFV05b","Banheiro","C2","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",32.30769231,31.15384615,28.84615385
"308",308,"AFV05b","Banheiro","C6","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",32.30769231,31.15384615,28.84615385
"309",309,"AFV05b","Banheiro","C10","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",32.30769231,31.15384615,28.84615385
"310",310,"AFV05b","Banheiro","C9","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",32.30769231,31.15384615,28.84615385
"311",311,"AFV05b","Banheiro","C3","S","N",39.2,0,0,0,"S",NA,NA,"2018-04-24",32.30769231,31.15384615,28.84615385
"312",312,"AFV05b","Banheiro","C8","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",32.30769231,31.15384615,28.84615385
"313",313,"AFV05b","Banheiro","C4","N","N",0,0,0,0,"N",NA,NA,"2018-08-01",32.30769231,31.15384615,28.84615385
"314",314,"AFV05b","Banheiro","C4","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",32.30769231,31.15384615,28.84615385
"315",315,"AFV05b","Banheiro","C5","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",32.30769231,31.15384615,28.84615385
"316",316,"AFV05b","Banheiro","C1","S","N",66.5,0,0,0,"N",NA,NA,"2018-05-30",32.30769231,31.15384615,28.84615385
"317",317,"AFV05b","Banheiro","C5","N","N",0,0,0,0,"N",NA,NA,"2018-08-01",32.30769231,31.15384615,28.84615385
"318",318,"AFV05b","Banheiro","C5","N","N",0,0,0,0,"N",NA,NA,"2018-06-14",32.30769231,31.15384615,28.84615385
"319",319,"AFV05b","Banheiro","C7","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",32.30769231,31.15384615,28.84615385
"320",320,"AFV05b","Banheiro","C1","S","N",66.5,0,0,0,"N",NA,NA,"2018-08-01",32.30769231,31.15384615,28.84615385
"321",321,"AFV05b","Banheiro","C1","S","N",66.5,0,0,0,"N",NA,NA,"2018-05-02",32.30769231,31.15384615,28.84615385
"322",322,"AFV05b","Banheiro","C9","S","N",0,0,0,0,"N",NA,NA,"2018-07-02",32.30769231,31.15384615,28.84615385
"323",323,"AFV05b","Banheiro","C2","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",32.30769231,31.15384615,28.84615385
"324",324,"AFV05b","Banheiro","C7","D","S",14,0,0,0,"S",NA,NA,"2018-06-14",32.30769231,31.15384615,28.84615385
"325",325,"AFV05b","Banheiro","C3","S","N",39.2,0,0,0,"N",NA,NA,"2018-05-30",32.30769231,31.15384615,28.84615385
"326",326,"AFV05b","Banheiro","C7","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",32.30769231,31.15384615,28.84615385
"327",327,"AFV05b","Banheiro","C3","S","N",39.2,0,0,0,"N",NA,NA,"2018-07-02",32.30769231,31.15384615,28.84615385
"328",328,"AFV05b","Banheiro","C4","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",32.30769231,31.15384615,28.84615385
"329",329,"AFV05b","Banheiro","C8","S","N",0,0,0,0,"S",NA,NA,"2018-06-14",32.30769231,31.15384615,28.84615385
"330",330,"AFV05b","Banheiro","C6","N","N",0,0,0,0,"N",NA,NA,"2018-07-02",32.30769231,31.15384615,28.84615385
"331",331,"AFV05b","Banheiro","C10","N","N",0,0,0,0,"N",NA,NA,"2018-08-01",32.30769231,31.15384615,28.84615385
"332",332,"AFV05b","Banheiro","C10","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",32.30769231,31.15384615,28.84615385
"333",333,"AFV05b","Banheiro","C10","N","N",0,0,0,0,"N",NA,NA,"2018-07-02",32.30769231,31.15384615,28.84615385
"334",334,"AFV05b","Banheiro","C1","S","N",66.5,0,0,0,"N",NA,NA,"2018-05-09",32.30769231,31.15384615,28.84615385
"335",335,"AFV05b","Banheiro","C2","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",32.30769231,31.15384615,28.84615385
"336",336,"AFV05b","Banheiro","C7","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",32.30769231,31.15384615,28.84615385
"337",337,"AFV05b","Banheiro","C1","S","N",66.5,0,0,0,"N",NA,NA,"2018-07-02",32.30769231,31.15384615,28.84615385
"338",338,"AFV05b","Banheiro","C4","N","N",0,0,0,0,"N",NA,NA,"2018-07-02",32.30769231,31.15384615,28.84615385
"339",339,"AFV05b","Banheiro","C4","N","N",0,0,0,0,"N",NA,NA,"2018-06-14",32.30769231,31.15384615,28.84615385
"340",340,"AFV05b","Banheiro","C4","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",32.30769231,31.15384615,28.84615385
"341",341,"AFV05b","Banheiro","C8","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",32.30769231,31.15384615,28.84615385
"342",342,"AFV05b","Banheiro","C5","N","N",0,0,0,0,"N",NA,NA,"2018-07-02",32.30769231,31.15384615,28.84615385
"343",343,"AFV05b","Banheiro","C8","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",32.30769231,31.15384615,28.84615385
"344",344,"AFV05b","Banheiro","C6","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",32.30769231,31.15384615,28.84615385
"345",345,"AFV05b","Banheiro","C5","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",32.30769231,31.15384615,28.84615385
"346",346,"AFV05b","Banheiro","C7","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",32.30769231,31.15384615,28.84615385
"347",347,"AFV05b","Banheiro","C3","S","N",39.2,0,0,0,"N",NA,NA,"2018-06-14",32.30769231,31.15384615,28.84615385
"348",348,"AFV05b","Banheiro","C7","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",32.30769231,31.15384615,28.84615385
"349",349,"AFV05b","Banheiro","C3","S","N",39.2,0,0,0,"N",NA,NA,"2018-05-09",32.30769231,31.15384615,28.84615385
"350",350,"AFV05b","Banheiro","C7","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",32.30769231,31.15384615,28.84615385
"351",351,"AFV05b","Banheiro","C5","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",32.30769231,31.15384615,28.84615385
"352",352,"AFV05b","Banheiro","C9","S","N",0,0,0,0,"S",NA,NA,"2018-06-14",32.30769231,31.15384615,28.84615385
"353",353,"AFV05b","Banheiro","C9","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",32.30769231,31.15384615,28.84615385
"354",354,"AFV05b","Banheiro","C6","N","N",0,0,0,0,"N",NA,NA,"2018-08-01",32.30769231,31.15384615,28.84615385
"355",355,"AFV05b","Banheiro","C6","N","N",0,0,0,0,"N",NA,NA,"2018-06-14",32.30769231,31.15384615,28.84615385
"356",356,"AFV05b","Banheiro","C8","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",32.30769231,31.15384615,28.84615385
"357",357,"AFV05b","Banheiro","C9","S","N",0,0,0,0,"N",NA,NA,"2018-08-01",32.30769231,31.15384615,28.84615385
"358",358,"AFV05b","Banheiro","C7","D","S",14,0,0,0,"N",NA,NA,"2018-07-02",32.30769231,31.15384615,28.84615385
"359",359,"AFV05b","Banheiro","C6","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",32.30769231,31.15384615,28.84615385
"360",360,"AFV05b","Banheiro","C8","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",32.30769231,31.15384615,28.84615385
"361",361,"AFV06","Muro","C2","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",12.85714286,12.85714286,12.85714286
"362",362,"AFV06","Muro","C7","N","N",0,0,0,0,"N",NA,NA,"2018-08-01",12.85714286,12.85714286,12.85714286
"363",363,"AFV06","Muro","C4","N","N",0,0,0,0,"N",NA,NA,"2018-07-02",12.85714286,12.85714286,12.85714286
"364",364,"AFV06","Muro","C2","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",12.85714286,12.85714286,12.85714286
"365",365,"AFV06","Muro","C3","N","N",0,0,0,0,"N",NA,NA,"2018-08-01",12.85714286,12.85714286,12.85714286
"366",366,"AFV06","Muro","C4","N","N",0,0,0,0,"N",NA,NA,"2018-06-14",12.85714286,12.85714286,12.85714286
"367",367,"AFV06","Muro","C2","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",12.85714286,12.85714286,12.85714286
"368",368,"AFV06","Muro","C5","P","N",0,0,0,0,"N",NA,NA,"2018-06-14",12.85714286,12.85714286,12.85714286
"369",369,"AFV06","Muro","C8","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",12.85714286,12.85714286,12.85714286
"370",370,"AFV06","Muro","C4","N","N",0,0,0,0,"N",NA,NA,"2018-08-01",12.85714286,12.85714286,12.85714286
"371",371,"AFV06","Muro","C1","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",12.85714286,12.85714286,12.85714286
"372",372,"AFV06","Muro","C7","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",12.85714286,12.85714286,12.85714286
"373",373,"AFV06","Muro","C1","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",12.85714286,12.85714286,12.85714286
"374",374,"AFV06","Muro","C3","N","N",0,0,0,0,"N",NA,NA,"2018-07-02",12.85714286,12.85714286,12.85714286
"375",375,"AFV06","Muro","C3","N","N",0,0,0,0,"N",NA,NA,"2018-06-14",12.85714286,12.85714286,12.85714286
"376",376,"AFV06","Muro","C1","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",12.85714286,12.85714286,12.85714286
"377",377,"AFV06","Muro","C6","P","N",0,0,0,0,"S",NA,NA,"2018-05-30",12.85714286,12.85714286,12.85714286
"378",378,"AFV06","Muro","C7","N","N",0,0,0,0,"N",NA,NA,"2018-06-14",12.85714286,12.85714286,12.85714286
"379",379,"AFV06","Muro","C5","P","N",0,0,0,0,"N",NA,NA,"2018-07-02",12.85714286,12.85714286,12.85714286
"380",380,"AFV06","Muro","C6","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",12.85714286,12.85714286,12.85714286
"381",381,"AFV06","Muro","C8","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",12.85714286,12.85714286,12.85714286
"382",382,"AFV06","Muro","C1","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",12.85714286,12.85714286,12.85714286
"383",383,"AFV06","Muro","C2","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",12.85714286,12.85714286,12.85714286
"384",384,"AFV06","Muro","C1","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",12.85714286,12.85714286,12.85714286
"385",385,"AFV06","Muro","C2","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",12.85714286,12.85714286,12.85714286
"386",386,"AFV06","Muro","C9","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",12.85714286,12.85714286,12.85714286
"387",387,"AFV06","Muro","C10","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",12.85714286,12.85714286,12.85714286
"388",388,"AFV06","Muro","C3","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",12.85714286,12.85714286,12.85714286
"389",389,"AFV06","Muro","C5","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",12.85714286,12.85714286,12.85714286
"390",390,"AFV06","Muro","C6","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",12.85714286,12.85714286,12.85714286
"391",391,"AFV06","Muro","C10","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",12.85714286,12.85714286,12.85714286
"392",392,"AFV06","Muro","C6","P","N",0,0,0,0,"N",NA,NA,"2018-06-14",12.85714286,12.85714286,12.85714286
"393",393,"AFV06","Muro","C9","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",12.85714286,12.85714286,12.85714286
"394",394,"AFV06","Muro","C9","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",12.85714286,12.85714286,12.85714286
"395",395,"AFV06","Muro","C10","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",12.85714286,12.85714286,12.85714286
"396",396,"AFV06","Muro","C5","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",12.85714286,12.85714286,12.85714286
"397",397,"AFV06","Muro","C6","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",12.85714286,12.85714286,12.85714286
"398",398,"AFV06","Muro","C4","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",12.85714286,12.85714286,12.85714286
"399",399,"AFV06","Muro","C5","P","N",0,0,0,0,"S",NA,NA,"2018-05-30",12.85714286,12.85714286,12.85714286
"400",400,"AFV06","Muro","C1","N","N",0,0,0,0,"N",NA,NA,"2018-08-01",12.85714286,12.85714286,12.85714286
"401",401,"AFV06","Muro","C2","N","N",0,0,0,0,"N",NA,NA,"2018-08-01",12.85714286,12.85714286,12.85714286
"402",402,"AFV06","Muro","C9","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",12.85714286,12.85714286,12.85714286
"403",403,"AFV06","Muro","C6","P","N",0,0,0,0,"N",NA,NA,"2018-07-02",12.85714286,12.85714286,12.85714286
"404",404,"AFV06","Muro","C7","N","N",0,0,0,0,"N",NA,NA,"2018-07-02",12.85714286,12.85714286,12.85714286
"405",405,"AFV06","Muro","C9","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",12.85714286,12.85714286,12.85714286
"406",406,"AFV06","Muro","C1","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",12.85714286,12.85714286,12.85714286
"407",407,"AFV06","Muro","C10","P","N",0,0,0,0,"S",NA,NA,"2018-07-02",12.85714286,12.85714286,12.85714286
"408",408,"AFV06","Muro","C6","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",12.85714286,12.85714286,12.85714286
"409",409,"AFV06","Muro","C10","N","N",0,0,0,0,"N",NA,NA,"2018-06-14",12.85714286,12.85714286,12.85714286
"410",410,"AFV06","Muro","C2","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",12.85714286,12.85714286,12.85714286
"411",411,"AFV06","Muro","C7","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",12.85714286,12.85714286,12.85714286
"412",412,"AFV06","Muro","C8","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",12.85714286,12.85714286,12.85714286
"413",413,"AFV06","Muro","C2","N","N",0,0,0,0,"N",NA,NA,"2018-06-14",12.85714286,12.85714286,12.85714286
"414",414,"AFV06","Muro","C5","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",12.85714286,12.85714286,12.85714286
