"","X","Pontos","Nome","Semente","Destino","Enterrada","Distancia","D2","D3","D4","Mudanca","X12","X13","Data","Trinta","Sessenta","Cento_e_vinte"
"415",415,"AFV06","Muro","C8","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",12.85714286,12.85714286,12.85714286
"416",416,"AFV06","Muro","C7","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",12.85714286,12.85714286,12.85714286
"417",417,"AFV06","Muro","C5","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",12.85714286,12.85714286,12.85714286
"418",418,"AFV06","Muro","C7","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",12.85714286,12.85714286,12.85714286
"419",419,"AFV06","Muro","C8","N","N",0,0,0,0,"N",NA,NA,"2018-08-01",12.85714286,12.85714286,12.85714286
"420",420,"AFV06","Muro","C8","N","N",0,0,0,0,"N",NA,NA,"2018-06-14",12.85714286,12.85714286,12.85714286
"421",421,"AFV06","Muro","C9","N","N",0,0,0,0,"N",NA,NA,"2018-06-14",12.85714286,12.85714286,12.85714286
"422",422,"AFV06","Muro","C3","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",12.85714286,12.85714286,12.85714286
"423",423,"AFV06","Muro","C4","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",12.85714286,12.85714286,12.85714286
"424",424,"AFV06","Muro","C6","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",12.85714286,12.85714286,12.85714286
"425",425,"AFV06","Muro","C5","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",12.85714286,12.85714286,12.85714286
"426",426,"AFV06","Muro","C4","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",12.85714286,12.85714286,12.85714286
"427",427,"AFV06","Muro","C7","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",12.85714286,12.85714286,12.85714286
"428",428,"AFV06","Muro","C8","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",12.85714286,12.85714286,12.85714286
"429",429,"AFV06","Muro","C2","N","N",0,0,0,0,"N",NA,NA,"2018-07-02",12.85714286,12.85714286,12.85714286
"430",430,"AFV06","Muro","C6","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",12.85714286,12.85714286,12.85714286
"431",431,"AFV06","Muro","C5","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",12.85714286,12.85714286,12.85714286
"432",432,"AFV06","Muro","C10","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",12.85714286,12.85714286,12.85714286
"433",433,"AFV06","Muro","C9","P","N",0,0,0,0,"S",NA,NA,"2018-07-02",12.85714286,12.85714286,12.85714286
"434",434,"AFV06","Muro","C9","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",12.85714286,12.85714286,12.85714286
"435",435,"AFV06","Muro","C3","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",12.85714286,12.85714286,12.85714286
"436",436,"AFV06","Muro","C10","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",12.85714286,12.85714286,12.85714286
"437",437,"AFV06","Muro","C4","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",12.85714286,12.85714286,12.85714286
"438",438,"AFV06","Muro","C7","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",12.85714286,12.85714286,12.85714286
"439",439,"AFV06","Muro","C1","N","N",0,0,0,0,"N",NA,NA,"2018-07-02",12.85714286,12.85714286,12.85714286
"440",440,"AFV06","Muro","C4","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",12.85714286,12.85714286,12.85714286
"441",441,"AFV06","Muro","C10","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",12.85714286,12.85714286,12.85714286
"442",442,"AFV06","Muro","C8","N","N",0,0,0,0,"N",NA,NA,"2018-07-02",12.85714286,12.85714286,12.85714286
"443",443,"AFV06","Muro","C4","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",12.85714286,12.85714286,12.85714286
"444",444,"AFV06","Muro","C10","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",12.85714286,12.85714286,12.85714286
"445",445,"AFV06","Muro","C8","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",12.85714286,12.85714286,12.85714286
"446",446,"AFV06","Muro","C3","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",12.85714286,12.85714286,12.85714286
"447",447,"AFV06","Muro","C1","N","N",0,0,0,0,"N",NA,NA,"2018-06-14",12.85714286,12.85714286,12.85714286
"448",448,"AFV06","Muro","C9","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",12.85714286,12.85714286,12.85714286
"449",449,"AFV06","Muro","C3","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",12.85714286,12.85714286,12.85714286
"450",450,"AFV06","Muro","C3","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",12.85714286,12.85714286,12.85714286
"451",451,"AFV07","Lago das Fadas","C1","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",55,51,46
"452",452,"AFV07","Lago das Fadas","C2","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",55,51,46
"453",453,"AFV07","Lago das Fadas","C3","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",55,51,46
"454",454,"AFV07","Lago das Fadas","C4","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",55,51,46
"455",455,"AFV07","Lago das Fadas","C5","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",55,51,46
"456",456,"AFV07","Lago das Fadas","C6","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",55,51,46
"457",457,"AFV07","Lago das Fadas","C7","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",55,51,46
"458",458,"AFV07","Lago das Fadas","C8","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",55,51,46
"459",459,"AFV07","Lago das Fadas","C9","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",55,51,46
"460",460,"AFV07","Lago das Fadas","C10","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",55,51,46
"461",461,"AFV07","Lago das Fadas","C3","S","N",0,0,0,0,"S",NA,NA,"2018-06-14",55,51,46
"462",462,"AFV07","Lago das Fadas","C10","P","N",0,0,0,0,"S",NA,NA,"2018-06-14",55,51,46
"463",463,"AFV07","Lago das Fadas","C4","P","N",0,0,0,0,"S",NA,NA,"2018-06-14",55,51,46
"464",464,"AFV07","Lago das Fadas","C5","P","N",0,0,0,0,"S",NA,NA,"2018-06-14",55,51,46
"465",465,"AFV07","Lago das Fadas","C6","P","N",0,0,0,0,"S",NA,NA,"2018-06-14",55,51,46
"466",466,"AFV07","Lago das Fadas","C8","S","N",0,0,0,0,"S",NA,NA,"2018-06-14",55,51,46
"467",467,"AFV07","Lago das Fadas","C1","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",55,51,46
"468",468,"AFV07","Lago das Fadas","C2","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",55,51,46
"469",469,"AFV07","Lago das Fadas","C3","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",55,51,46
"470",470,"AFV07","Lago das Fadas","C4","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",55,51,46
"471",471,"AFV07","Lago das Fadas","C5","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",55,51,46
"472",472,"AFV07","Lago das Fadas","C6","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",55,51,46
"473",473,"AFV07","Lago das Fadas","C7","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",55,51,46
"474",474,"AFV07","Lago das Fadas","C8","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",55,51,46
"475",475,"AFV07","Lago das Fadas","C9","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",55,51,46
"476",476,"AFV07","Lago das Fadas","C10","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",55,51,46
"477",477,"AFV07","Lago das Fadas","C3","S","N",0,0,0,0,"N",NA,NA,"2018-08-01",55,51,46
"478",478,"AFV07","Lago das Fadas","C4","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",55,51,46
"479",479,"AFV07","Lago das Fadas","C5","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",55,51,46
"480",480,"AFV07","Lago das Fadas","C6","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",55,51,46
"481",481,"AFV07","Lago das Fadas","C7","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",55,51,46
"482",482,"AFV07","Lago das Fadas","C8","S","N",0,0,0,0,"N",NA,NA,"2018-08-01",55,51,46
"483",483,"AFV07","Lago das Fadas","C1","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",55,51,46
"484",484,"AFV07","Lago das Fadas","C2","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",55,51,46
"485",485,"AFV07","Lago das Fadas","C3","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",55,51,46
"486",486,"AFV07","Lago das Fadas","C4","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",55,51,46
"487",487,"AFV07","Lago das Fadas","C5","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",55,51,46
"488",488,"AFV07","Lago das Fadas","C6","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",55,51,46
"489",489,"AFV07","Lago das Fadas","C7","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",55,51,46
"490",490,"AFV07","Lago das Fadas","C8","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",55,51,46
"491",491,"AFV07","Lago das Fadas","C9","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",55,51,46
"492",492,"AFV07","Lago das Fadas","C10","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",55,51,46
"493",493,"AFV07","Lago das Fadas","C6","P","N",0,0,0,0,"N",NA,NA,"2018-07-02",55,51,46
"494",494,"AFV07","Lago das Fadas","C7","P","N",0,0,0,0,"N",NA,NA,"2018-07-02",55,51,46
"495",495,"AFV07","Lago das Fadas","C8","S","N",0,0,0,0,"N",NA,NA,"2018-07-02",55,51,46
"496",496,"AFV07","Lago das Fadas","C1","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",55,51,46
"497",497,"AFV07","Lago das Fadas","C2","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",55,51,46
"498",498,"AFV07","Lago das Fadas","C3","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",55,51,46
"499",499,"AFV07","Lago das Fadas","C1","S","N",0,0,0,0,"S",NA,NA,"2018-06-14",55,51,46
"500",500,"AFV07","Lago das Fadas","C2","S","N",0,0,0,0,"S",NA,NA,"2018-06-14",55,51,46
"501",501,"AFV07","Lago das Fadas","C6","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",55,51,46
"502",502,"AFV07","Lago das Fadas","C7","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",55,51,46
"503",503,"AFV07","Lago das Fadas","C8","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",55,51,46
"504",504,"AFV07","Lago das Fadas","C9","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",55,51,46
"505",505,"AFV07","Lago das Fadas","C10","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",55,51,46
"506",506,"AFV07","Lago das Fadas","C8","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",55,51,46
"507",507,"AFV07","Lago das Fadas","C9","S","N",0,0,0,0,"S",NA,NA,"2018-06-14",55,51,46
"508",508,"AFV07","Lago das Fadas","C10","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",55,51,46
"509",509,"AFV07","Lago das Fadas","C2","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",55,51,46
"510",510,"AFV07","Lago das Fadas","C9","S","N",0,0,0,0,"N",NA,NA,"2018-08-01",55,51,46
"511",511,"AFV07","Lago das Fadas","C10","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",55,51,46
"512",512,"AFV07","Lago das Fadas","C1","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",55,51,46
"513",513,"AFV07","Lago das Fadas","C2","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",55,51,46
"514",514,"AFV07","Lago das Fadas","C3","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",55,51,46
"515",515,"AFV07","Lago das Fadas","C1","S","N",0,0,0,0,"N",NA,NA,"2018-08-01",55,51,46
"516",516,"AFV07","Lago das Fadas","C2","S","N",0,0,0,0,"N",NA,NA,"2018-08-01",55,51,46
"517",517,"AFV07","Lago das Fadas","C6","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",55,51,46
"518",518,"AFV07","Lago das Fadas","C7","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",55,51,46
"519",519,"AFV07","Lago das Fadas","C5","P","N",0,0,0,0,"N",NA,NA,"2018-07-02",55,51,46
"520",520,"AFV07","Lago das Fadas","C9","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",55,51,46
"521",521,"AFV07","Lago das Fadas","C7","P","N",0,0,0,0,"S",NA,NA,"2018-06-14",55,51,46
"522",522,"AFV07","Lago das Fadas","C1","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",55,51,46
"523",523,"AFV07","Lago das Fadas","C9","S","N",0,0,0,0,"N",NA,NA,"2018-07-02",55,51,46
"524",524,"AFV07","Lago das Fadas","C10","P","N",0,0,0,0,"N",NA,NA,"2018-07-02",55,51,46
"525",525,"AFV07","Lago das Fadas","C6","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",55,51,46
"526",526,"AFV07","Lago das Fadas","C7","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",55,51,46
"527",527,"AFV07","Lago das Fadas","C8","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",55,51,46
"528",528,"AFV07","Lago das Fadas","C9","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",55,51,46
"529",529,"AFV07","Lago das Fadas","C10","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",55,51,46
"530",530,"AFV07","Lago das Fadas","C3","S","N",0,0,0,0,"N",NA,NA,"2018-07-02",55,51,46
"531",531,"AFV07","Lago das Fadas","C4","P","N",0,0,0,0,"N",NA,NA,"2018-07-02",55,51,46
"532",532,"AFV07","Lago das Fadas","C5","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",55,51,46
"533",533,"AFV07","Lago das Fadas","C3","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",55,51,46
"534",534,"AFV07","Lago das Fadas","C4","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",55,51,46
"535",535,"AFV07","Lago das Fadas","C4","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",55,51,46
"536",536,"AFV07","Lago das Fadas","C5","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",55,51,46
"537",537,"AFV07","Lago das Fadas","C4","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",55,51,46
"538",538,"AFV07","Lago das Fadas","C5","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",55,51,46
"539",539,"AFV07","Lago das Fadas","C2","S","N",0,0,0,0,"N",NA,NA,"2018-07-02",55,51,46
"540",540,"AFV07","Lago das Fadas","C1","S","N",0,0,0,0,"N",NA,NA,"2018-07-02",55,51,46
"541",541,"AFV08","Cercado","C6","P","N",15,0,0,0,"N",NA,NA,"2018-05-09",43,38,35
"542",542,"AFV08","Cercado","C8","P","N",21.3,0,0,0,"N",NA,NA,"2018-05-09",43,38,35
"543",543,"AFV08","Cercado","C4","P","N",15,0,0,0,"S",NA,NA,"2018-05-09",43,38,35
"544",544,"AFV08","Cercado","C7","P","N",15,0,0,0,"S",NA,NA,"2018-04-20",43,38,35
"545",545,"AFV08","Cercado","C10","P","N",32,0,0,0,"N",NA,NA,"2018-05-09",43,38,35
"546",546,"AFV08","Cercado","C5","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",43,38,35
"547",547,"AFV08","Cercado","C4","D","N",15,0,0,0,"S",NA,NA,"2018-05-02",43,38,35
"548",548,"AFV08","Cercado","C10","P","N",32,0,0,0,"N",NA,NA,"2018-05-30",43,38,35
"549",549,"AFV08","Cercado","C8","P","N",21.3,0,0,0,"N",NA,NA,"2018-07-02",43,38,35
"550",550,"AFV08","Cercado","C4","P","N",15,0,0,0,"N",NA,NA,"2018-05-30",43,38,35
"551",551,"AFV08","Cercado","C2","S","N",16,0,0,0,"N",NA,NA,"2018-06-14",43,38,35
"552",552,"AFV08","Cercado","C4","P","N",15,0,0,0,"N",NA,NA,"2018-05-16",43,38,35
"553",553,"AFV08","Cercado","C2","S","N",16,0,0,0,"N",NA,NA,"2018-05-02",43,38,35
"554",554,"AFV08","Cercado","C6","P","N",15,0,0,0,"N",NA,NA,"2018-04-24",43,38,35
"555",555,"AFV08","Cercado","C9","P","N",15,0,0,0,"N",NA,NA,"2018-07-02",43,38,35
"556",556,"AFV08","Cercado","C10","P","N",32,0,0,0,"N",NA,NA,"2018-08-01",43,38,35
"557",557,"AFV08","Cercado","C5","D","S",43.9,0,0,0,"N",NA,NA,"2018-05-09",43,38,35
"558",558,"AFV08","Cercado","C7","P","N",15,0,0,0,"N",NA,NA,"2018-05-09",43,38,35
"559",559,"AFV08","Cercado","C3","P","N",25,0,0,0,"N",NA,NA,"2018-05-09",43,38,35
"560",560,"AFV08","Cercado","C8","D","N",21.3,0,0,0,"S",NA,NA,"2018-04-20",43,38,35
"561",561,"AFV08","Cercado","C2","S","N",16,0,0,0,"N",NA,NA,"2018-07-02",43,38,35
"562",562,"AFV08","Cercado","C5","D","S",51,8.5,0,0,"N",NA,NA,"2018-08-01",43,38,35
"563",563,"AFV08","Cercado","C7","P","N",15,0,0,0,"N",NA,NA,"2018-07-02",43,38,35
"564",564,"AFV08","Cercado","C6","P","N",15,0,0,0,"N",NA,NA,"2018-05-16",43,38,35
"565",565,"AFV08","Cercado","C6","P","N",15,0,0,0,"S","Acabou a linha",NA,"2018-04-20",43,38,35
"566",566,"AFV08","Cercado","C4","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",43,38,35
"567",567,"AFV08","Cercado","C5","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",43,38,35
"568",568,"AFV08","Cercado","C7","P","N",15,0,0,0,"N",NA,NA,"2018-05-16",43,38,35
"569",569,"AFV08","Cercado","C5","D","S",43.9,0,0,0,"S",NA,NA,"2018-05-02",43,38,35
"570",570,"AFV08","Cercado","C8","P","N",21.3,0,0,0,"S",NA,NA,"2018-04-24",43,38,35
"571",571,"AFV08","Cercado","C7","P","N",15,0,0,0,"N",NA,NA,"2018-04-24",43,38,35
"572",572,"AFV08","Cercado","C1","P","N",17,0,0,0,"N",NA,NA,"2018-05-30",43,38,35
"573",573,"AFV08","Cercado","C9","P","N",15,0,0,0,"N",NA,NA,"2018-04-24",43,38,35
"574",574,"AFV08","Cercado","C9","P","N",15,0,0,0,"N",NA,NA,"2018-06-14",43,38,35
"575",575,"AFV08","Cercado","C3","P","N",25,0,0,0,"N",NA,NA,"2018-07-02",43,38,35
"576",576,"AFV08","Cercado","C10","P","N",32,0,0,0,"S",NA,NA,"2018-04-24",43,38,35
"577",577,"AFV08","Cercado","C8","P","N",21.3,0,0,0,"N",NA,NA,"2018-08-01",43,38,35
"578",578,"AFV08","Cercado","C3","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",43,38,35
"579",579,"AFV08","Cercado","C10","P","N",32,0,0,0,"N",NA,NA,"2018-07-02",43,38,35
"580",580,"AFV08","Cercado","C1","P","N",17,0,0,0,"N",NA,NA,"2018-05-02",43,38,35
"581",581,"AFV08","Cercado","C1","P","N",17,0,0,0,"S",NA,NA,"2018-04-24",43,38,35
"582",582,"AFV08","Cercado","C2","S","N",16,0,0,0,"N",NA,NA,"2018-05-16",43,38,35
"583",583,"AFV08","Cercado","C3","P","N",25,0,0,0,"N",NA,NA,"2018-06-14",43,38,35
"584",584,"AFV08","Cercado","C3","P","N",25,0,0,0,"N",NA,NA,"2018-05-30",43,38,35
"585",585,"AFV08","Cercado","C3","P","N",25,0,0,0,"N",NA,NA,"2018-05-16",43,38,35
"586",586,"AFV08","Cercado","C9","P","N",15,0,0,0,"N",NA,NA,"2018-05-09",43,38,35
"587",587,"AFV08","Cercado","C8","P","N",21.3,0,0,0,"N",NA,NA,"2018-05-02",43,38,35
"588",588,"AFV08","Cercado","C5","D","S",51,8.5,0,0,"N",NA,NA,"2018-06-14",43,38,35
"589",589,"AFV08","Cercado","C8","P","N",21.3,0,0,0,"N",NA,NA,"2018-05-30",43,38,35
"590",590,"AFV08","Cercado","C6","P","N",15,0,0,0,"N",NA,NA,"2018-07-02",43,38,35
"591",591,"AFV08","Cercado","C7","P","N",15,0,0,0,"N",NA,NA,"2018-08-01",43,38,35
"592",592,"AFV08","Cercado","C3","P","N",25,0,0,0,"S",NA,NA,"2018-05-02",43,38,35
"593",593,"AFV08","Cercado","C2","S","N",16,0,0,0,"S",NA,NA,"2018-04-24",43,38,35
"594",594,"AFV08","Cercado","C2","D","N",16,0,0,0,"S",NA,NA,"2018-04-20",43,38,35
"595",595,"AFV08","Cercado","C1","P","N",17,0,0,0,"N",NA,NA,"2018-05-09",43,38,35
"596",596,"AFV08","Cercado","C8","P","N",21.3,0,0,0,"N",NA,NA,"2018-05-16",43,38,35
"597",597,"AFV08","Cercado","C6","P","N",15,0,0,0,"N",NA,NA,"2018-05-02",43,38,35
"598",598,"AFV08","Cercado","C9","P","N",15,0,0,0,"S","Acabou a linha",NA,"2018-04-20",43,38,35
"599",599,"AFV08","Cercado","C10","D","N",32,0,0,0,"S",NA,NA,"2018-04-20",43,38,35
"600",600,"AFV08","Cercado","C7","P","N",15,0,0,0,"N",NA,NA,"2018-05-02",43,38,35
"601",601,"AFV08","Cercado","C9","P","N",15,0,0,0,"N",NA,NA,"2018-05-30",43,38,35
"602",602,"AFV08","Cercado","C3","P","N",25,0,0,0,"N",NA,NA,"2018-08-01",43,38,35
"603",603,"AFV08","Cercado","C8","P","N",21.3,0,0,0,"N",NA,NA,"2018-06-14",43,38,35
"604",604,"AFV08","Cercado","C5","D","S",51,8.5,0,0,"N",NA,NA,"2018-07-02",43,38,35
"605",605,"AFV08","Cercado","C9","P","N",15,0,0,0,"N",NA,NA,"2018-08-01",43,38,35
"606",606,"AFV08","Cercado","C4","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",43,38,35
"607",607,"AFV08","Cercado","C6","P","N",15,0,0,0,"N",NA,NA,"2018-08-01",43,38,35
"608",608,"AFV08","Cercado","C4","P","N",15,0,0,0,"N",NA,NA,"2018-07-02",43,38,35
"609",609,"AFV08","Cercado","C1","P","N",17,0,0,0,"N",NA,NA,"2018-07-02",43,38,35
"610",610,"AFV08","Cercado","C2","S","N",16,0,0,0,"N",NA,NA,"2018-05-09",43,38,35
"611",611,"AFV08","Cercado","C5","D","S",51,8.5,0,0,"S",NA,NA,"2018-05-16",43,38,35
"612",612,"AFV08","Cercado","C2","S","N",16,0,0,0,"N",NA,NA,"2018-05-30",43,38,35
"613",613,"AFV08","Cercado","C1","P","N",17,0,0,0,"N",NA,NA,"2018-05-16",43,38,35
"614",614,"AFV08","Cercado","C5","D","S",51,8.5,0,0,"N",NA,NA,"2018-05-30",43,38,35
"615",615,"AFV08","Cercado","C9","P","N",15,0,0,0,"N",NA,NA,"2018-05-16",43,38,35
"616",616,"AFV08","Cercado","C4","P","N",15,0,0,0,"N",NA,NA,"2018-06-14",43,38,35
"617",617,"AFV08","Cercado","C4","P","N",15,0,0,0,"N",NA,NA,"2018-08-01",43,38,35
"618",618,"AFV08","Cercado","C1","D","N",17,0,0,0,"S",NA,NA,"2018-04-20",43,38,35
"619",619,"AFV08","Cercado","C3","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",43,38,35
"620",620,"AFV08","Cercado","C10","P","N",32,0,0,0,"N",NA,NA,"2018-05-16",43,38,35
"621",621,"AFV08","Cercado","C10","P","N",32,0,0,0,"N",NA,NA,"2018-06-14",43,38,35
"622",622,"AFV08","Cercado","C7","P","N",15,0,0,0,"N",NA,NA,"2018-06-14",43,38,35
"623",623,"AFV08","Cercado","C1","P","N",17,0,0,0,"N",NA,NA,"2018-08-01",43,38,35
"624",624,"AFV08","Cercado","C1","P","N",17,0,0,0,"N",NA,NA,"2018-06-14",43,38,35
"625",625,"AFV08","Cercado","C9","P","N",15,0,0,0,"N",NA,NA,"2018-05-02",43,38,35
"626",626,"AFV08","Cercado","C7","P","N",15,0,0,0,"N",NA,NA,"2018-05-30",43,38,35
"627",627,"AFV08","Cercado","C10","P","N",32,0,0,0,"N","Acabou a linha",NA,"2018-05-02",43,38,35
"628",628,"AFV08","Cercado","C2","S","N",16,0,0,0,"N",NA,NA,"2018-08-01",43,38,35
"629",629,"AFV08","Cercado","C6","P","N",15,0,0,0,"N",NA,NA,"2018-06-14",43,38,35
"630",630,"AFV08","Cercado","C6","P","N",15,0,0,0,"N",NA,NA,"2018-05-30",43,38,35
"631",631,"AFV09","Cercado Acima","C3","P","N",19,0,0,0,"S",NA,NA,"2018-05-30",37,35,35
"632",632,"AFV09","Cercado Acima","C9","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",37,35,35
"633",633,"AFV09","Cercado Acima","C4","P","N",19,0,0,0,"N",NA,NA,"2018-05-30",37,35,35
"634",634,"AFV09","Cercado Acima","C8","P","N",0,0,0,0,"N",NA,NA,"2018-07-02",37,35,35
"635",635,"AFV09","Cercado Acima","C4","P","N",19,0,0,0,"N",NA,NA,"2018-08-01",37,35,35
"636",636,"AFV09","Cercado Acima","C7","P","N",0,0,0,0,"S",NA,NA,"2018-05-30",37,35,35
"637",637,"AFV09","Cercado Acima","C8","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",37,35,35
"638",638,"AFV09","Cercado Acima","C7","P","N",0,0,0,0,"N",NA,NA,"2018-06-14",37,35,35
"639",639,"AFV09","Cercado Acima","C2","P","N",13,0,0,0,"N",NA,NA,"2018-06-14",37,35,35
"640",640,"AFV09","Cercado Acima","C10","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",37,35,35
"641",641,"AFV09","Cercado Acima","C6","P","N",0,0,0,0,"N",NA,NA,"2018-07-02",37,35,35
"642",642,"AFV09","Cercado Acima","C5","P","N",0,0,0,0,"N",NA,NA,"2018-07-02",37,35,35
"643",643,"AFV09","Cercado Acima","C7","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",37,35,35
"644",644,"AFV09","Cercado Acima","C2","P","N",13,0,0,0,"N",NA,NA,"2018-08-01",37,35,35
"645",645,"AFV09","Cercado Acima","C1","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",37,35,35
"646",646,"AFV09","Cercado Acima","C3","D","S",19,0,0,0,"S",NA,NA,"2018-05-02",37,35,35
"647",647,"AFV09","Cercado Acima","C9","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",37,35,35
"648",648,"AFV09","Cercado Acima","C10","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",37,35,35
"649",649,"AFV09","Cercado Acima","C10","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",37,35,35
"650",650,"AFV09","Cercado Acima","C6","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",37,35,35
"651",651,"AFV09","Cercado Acima","C10","P","N",12,0,0,0,"N",NA,NA,"2018-06-14",37,35,35
"652",652,"AFV09","Cercado Acima","C8","P","N",0,0,0,0,"S",NA,NA,"2018-05-16",37,35,35
"653",653,"AFV09","Cercado Acima","C7","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",37,35,35
"654",654,"AFV09","Cercado Acima","C7","P","N",0,0,0,0,"N",NA,NA,"2018-07-02",37,35,35
"655",655,"AFV09","Cercado Acima","C1","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",37,35,35
